S;MuR;SigmaR;MuD;SigmaD;MuA;SigmaA;RhoA;MuB;SigmaB;Intra;SelfReg;scaling;DistB;ParsID;Feasible;Eigenvalue;Stable;Type
90;1;0;1;0;-0,025;0,025;0;0;0;None;Quadratic;FALSE;Normal;0,69696549582295120;1;-0,70760498747552125;TRUE;Constrained HOIs
100;1;0;1;0;-0,025;0,025;0;0;0;None;Quadratic;FALSE;Normal;0,80259629711508751;1;1,52461449656405534;FALSE;Feasible Pairwise
100;1;0;1;0;-0,025;0,025;0;0;0;None;Quadratic;FALSE;Normal;0,80259629711508751;1;-0,70468032538266712;TRUE;Constrained HOIs
10;1;0;1;0;0,000;0,150;0;0;0;None;Quadratic;FALSE;Normal;0,61749035469256341;1;-0,66826837427281449;TRUE;Feasible Pairwise
10;1;0;1;0;0,000;0,150;0;0;0;None;Quadratic;FALSE;Normal;0,61749035469256341;1;-0,60617733314020650;TRUE;Constrained HOIs
20;1;0;1;0;0,000;0,150;0;0;0;None;Quadratic;FALSE;Normal;0,51032990636304021;1;-0,35719698775053815;TRUE;Feasible Pairwise
20;1;0;1;0;0,000;0,150;0;0;0;None;Quadratic;FALSE;Normal;0,51032990636304021;1;-0,53617704490144069;TRUE;Constrained HOIs
30;1;0;1;0;0,000;0,150;0;0;0;None;Quadratic;FALSE;Normal;0,28661139844916761;1;-0,27955562734745548;TRUE;Feasible Pairwise
30;1;0;1;0;0,000;0,150;0;0;0;None;Quadratic;FALSE;Normal;0,28661139844916761;1;-0,22369726313322055;TRUE;Constrained HOIs
40;1;0;1;0;0,000;0,150;0;0;0;None;Quadratic;FALSE;Normal;0,58842949662357569;1;0,05347524801404601;FALSE;Feasible Pairwise
40;1;0;1;0;0,000;0,150;0;0;0;None;Quadratic;FALSE;Normal;0,58842949662357569;1;0,10185723073854765;FALSE;Constrained HOIs
50;1;0;1;0;0,000;0,150;0;0;0;None;Quadratic;FALSE;Normal;0,79568689246661972;1;0,00063832531980427;FALSE;Feasible Pairwise
50;1;0;1;0;0,000;0,150;0;0;0;None;Quadratic;FALSE;Normal;0,79568689246661972;1;-0,06193466533466129;TRUE;Constrained HOIs
60;1;0;1;0;0,000;0,150;0;0;0;None;Quadratic;FALSE;Normal;0,70700333360582590;1;0,07117249445514578;FALSE;Feasible Pairwise
60;1;0;1;0;0,000;0,150;0;0;0;None;Quadratic;FALSE;Normal;0,70700333360582590;1;0,09806080911656156;FALSE;Constrained HOIs
70;1;0;1;0;0,000;0,150;0;0;0;None;Quadratic;FALSE;Normal;0,52991452161222696;1;0,23618874996338615;FALSE;Feasible Pairwise
70;1;0;1;0;0,000;0,150;0;0;0;None;Quadratic;FALSE;Normal;0,52991452161222696;1;0,23427399342291905;FALSE;Constrained HOIs
80;1;0;1;0;0,000;0,150;0;0;0;None;Quadratic;FALSE;Normal;0,54668113286606967;1;0,39813787406699569;FALSE;Feasible Pairwise
80;1;0;1;0;0,000;0,150;0;0;0;None;Quadratic;FALSE;Normal;0,54668113286606967;1;0,20300722254898407;FALSE;Constrained HOIs
90;1;0;1;0;0,000;0,150;0;0;0;None;Quadratic;FALSE;Normal;0,04193584085442126;1;0,20562429165071783;FALSE;Feasible Pairwise
90;1;0;1;0;0,000;0,150;0;0;0;None;Quadratic;FALSE;Normal;0,04193584085442126;1;0,37627690007711317;FALSE;Constrained HOIs
100;1;0;1;0;0,000;0,150;0;0;0;None;Quadratic;FALSE;Normal;0,47909141029231250;1;0,51582750479834871;FALSE;Feasible Pairwise
100;1;0;1;0;0,000;0,150;0;0;0;None;Quadratic;FALSE;Normal;0,47909141029231250;1;0,51075708110119933;FALSE;Constrained HOIs
10;1;0;1;0;0,025;0,025;0;0;0;None;Quadratic;FALSE;Normal;0,92805840098299086;1;-0,91897553100362461;TRUE;Feasible Pairwise
10;1;0;1;0;0,025;0,025;0;0;0;None;Quadratic;FALSE;Normal;0,92805840098299086;1;-0,74698083450877761;TRUE;Constrained HOIs
20;1;0;1;0;0,025;0,025;0;0;0;None;Quadratic;FALSE;Normal;0,29496737662702799;1;-0,90811757334009902;TRUE;Feasible Pairwise
20;1;0;1;0;0,025;0,025;0;0;0;None;Quadratic;FALSE;Normal;0,29496737662702799;1;-0,52699893324265679;TRUE;Constrained HOIs
30;1;0;1;0;0,025;0,025;0;0;0;None;Quadratic;FALSE;Normal;0,50113311177119613;1;-0,85112762508367068;TRUE;Feasible Pairwise
30;1;0;1;0;0,025;0,025;0;0;0;None;Quadratic;FALSE;Normal;0,50113311177119613;1;-0,27551051335680210;TRUE;Constrained HOIs
40;1;0;1;0;0,025;0,025;0;0;0;None;Quadratic;FALSE;Normal;0,62756898417137563;1;-0,82574154436344094;TRUE;Feasible Pairwise
40;1;0;1;0;0,025;0,025;0;0;0;None;Quadratic;FALSE;Normal;0,62756898417137563;1;-0,03222861158731878;TRUE;Constrained HOIs
50;1;0;1;0;0,025;0,025;0;0;0;None;Quadratic;FALSE;Normal;0,36153159663081169;1;-0,80865721699153204;TRUE;Feasible Pairwise
50;1;0;1;0;0,025;0,025;0;0;0;None;Quadratic;FALSE;Normal;0,36153159663081169;1;0,23407796222526531;FALSE;Constrained HOIs
60;1;0;1;0;0,025;0,025;0;0;0;None;Quadratic;FALSE;Normal;0,00229479023255408;1;-0,81641655985186845;TRUE;Feasible Pairwise
60;1;0;1;0;0,025;0,025;0;0;0;None;Quadratic;FALSE;Normal;0,00229479023255408;1;0,43467831048568600;FALSE;Constrained HOIs
70;1;0;1;0;0,025;0,025;0;0;0;None;Quadratic;FALSE;Normal;0,10595898539759220;1;-0,79643174501319380;TRUE;Feasible Pairwise
70;1;0;1;0;0,025;0,025;0;0;0;None;Quadratic;FALSE;Normal;0,10595898539759220;1;0,72994077838242610;FALSE;Constrained HOIs
80;1;0;1;0;0,025;0,025;0;0;0;None;Quadratic;FALSE;Normal;0,63029489852488041;1;-0,73763496523308747;TRUE;Feasible Pairwise
80;1;0;1;0;0,025;0,025;0;0;0;None;Quadratic;FALSE;Normal;0,63029489852488041;1;0,98875424604941364;FALSE;Constrained HOIs
90;1;0;1;0;0,025;0,025;0;0;0;None;Quadratic;FALSE;Normal;0,49898166325874627;1;-0,74212728866937538;TRUE;Feasible Pairwise
90;1;0;1;0;0,025;0,025;0;0;0;None;Quadratic;FALSE;Normal;0,49898166325874627;1;1,22882239530080950;FALSE;Constrained HOIs
100;1;0;1;0;0,025;0,025;0;0;0;None;Quadratic;FALSE;Normal;0,40947897289879615;1;-0,74150888826370187;TRUE;Feasible Pairwise
100;1;0;1;0;0,025;0,025;0;0;0;None;Quadratic;FALSE;Normal;0,40947897289879615;1;1,45207050431592233;FALSE;Constrained HOIs
10;1;0;1;0;-0,025;0,025;0;0;0;None;Quadratic;FALSE;Normal;0,49013484036549926;1;-0,82219347751320948;TRUE;Feasible Pairwise
10;1;0;1;0;-0,025;0,025;0;0;0;None;Quadratic;FALSE;Normal;0,49013484036549926;1;-0,91998901427491042;TRUE;Constrained HOIs
20;1;0;1;0;-0,025;0,025;0;0;0;None;Quadratic;FALSE;Normal;0,40693524875678122;1;-0,51497280764163766;TRUE;Feasible Pairwise
20;1;0;1;0;-0,025;0,025;0;0;0;None;Quadratic;FALSE;Normal;0,40693524875678122;1;-0,84559603125735039;TRUE;Constrained HOIs
30;1;0;1;0;-0,025;0,025;0;0;0;None;Quadratic;FALSE;Normal;0,84564511920325458;1;-0,24166866446151736;TRUE;Feasible Pairwise
30;1;0;1;0;-0,025;0,025;0;0;0;None;Quadratic;FALSE;Normal;0,84564511920325458;1;-0,86240496440200642;TRUE;Constrained HOIs
40;1;0;1;0;-0,025;0,025;0;0;0;None;Quadratic;FALSE;Normal;0,96051187254488468;1;-0,03390147481295610;TRUE;Feasible Pairwise
40;1;0;1;0;-0,025;0,025;0;0;0;None;Quadratic;FALSE;Normal;0,96051187254488468;1;-0,84121951523044747;TRUE;Constrained HOIs
50;1;0;1;0;-0,025;0,025;0;0;0;None;Quadratic;FALSE;Normal;0,36095260689035058;1;0,22857947114693045;FALSE;Feasible Pairwise
50;1;0;1;0;-0,025;0,025;0;0;0;None;Quadratic;FALSE;Normal;0,36095260689035058;1;-0,81313099436424052;TRUE;Constrained HOIs
60;1;0;1;0;-0,025;0,025;0;0;0;None;Quadratic;FALSE;Normal;0,22793421871028841;1;0,45418704522348891;FALSE;Feasible Pairwise
60;1;0;1;0;-0,025;0,025;0;0;0;None;Quadratic;FALSE;Normal;0,22793421871028841;1;-0,77640997842373838;TRUE;Constrained HOIs
70;1;0;1;0;-0,025;0,025;0;0;0;None;Quadratic;FALSE;Normal;0,08926385035738349;1;0,77315297166842523;FALSE;Feasible Pairwise
70;1;0;1;0;-0,025;0,025;0;0;0;None;Quadratic;FALSE;Normal;0,08926385035738349;1;-0,78172525574028084;TRUE;Constrained HOIs
80;1;0;1;0;-0,025;0,025;0;0;0;None;Quadratic;FALSE;Normal;0,16258064680732787;1;0,96275530419783861;FALSE;Feasible Pairwise
80;1;0;1;0;-0,025;0,025;0;0;0;None;Quadratic;FALSE;Normal;0,16258064680732787;1;-0,75098900592037643;TRUE;Constrained HOIs
90;1;0;1;0;-0,025;0,025;0;0;0;None;Quadratic;FALSE;Normal;0,09327347134239972;1;1,23069485225256781;FALSE;Feasible Pairwise
90;1;0;1;0;-0,025;0,025;0;0;0;None;Quadratic;FALSE;Normal;0,09327347134239972;1;-0,75001940009768853;TRUE;Constrained HOIs
100;1;0;1;0;-0,025;0,025;0;0;0;None;Quadratic;FALSE;Normal;0,62666557147167623;1;1,51501382879023994;FALSE;Feasible Pairwise
100;1;0;1;0;-0,025;0,025;0;0;0;None;Quadratic;FALSE;Normal;0,62666557147167623;1;-0,73960454132537723;TRUE;Constrained HOIs
10;1;0;1;0;0,000;0,150;0;0;0;None;Quadratic;FALSE;Normal;0,13315509213134646;1;-0,67601161895430351;TRUE;Feasible Pairwise
10;1;0;1;0;0,000;0,150;0;0;0;None;Quadratic;FALSE;Normal;0,13315509213134646;1;-0,61451032310728704;TRUE;Constrained HOIs
20;1;0;1;0;0,000;0,150;0;0;0;None;Quadratic;FALSE;Normal;0,70026097167283297;1;-0,38747390257711722;TRUE;Feasible Pairwise
20;1;0;1;0;0,000;0,150;0;0;0;None;Quadratic;FALSE;Normal;0,70026097167283297;1;-0,33459828178746520;TRUE;Constrained HOIs
30;1;0;1;0;0,000;0,150;0;0;0;None;Quadratic;FALSE;Normal;0,52733575599268079;1;-0,00513803846509622;TRUE;Feasible Pairwise
30;1;0;1;0;0,000;0,150;0;0;0;None;Quadratic;FALSE;Normal;0,52733575599268079;1;-0,10396301980826551;TRUE;Constrained HOIs
40;1;0;1;0;0,000;0,150;0;0;0;None;Quadratic;FALSE;Normal;0,28664642432704568;1;-0,06093185399992764;TRUE;Feasible Pairwise
40;1;0;1;0;0,000;0,150;0;0;0;None;Quadratic;FALSE;Normal;0,28664642432704568;1;-0,16069732510671439;TRUE;Constrained HOIs
50;1;0;1;0;0,000;0,150;0;0;0;None;Quadratic;FALSE;Normal;0,84672288736328483;1;0,08001000462894611;FALSE;Feasible Pairwise
50;1;0;1;0;0,000;0,150;0;0;0;None;Quadratic;FALSE;Normal;0,84672288736328483;1;-0,01336143128319542;TRUE;Constrained HOIs
60;1;0;1;0;0,000;0,150;0;0;0;None;Quadratic;FALSE;Normal;0,14174889982677996;1;0,16417851985271165;FALSE;Feasible Pairwise
60;1;0;1;0;0,000;0,150;0;0;0;None;Quadratic;FALSE;Normal;0,14174889982677996;1;0,13322707696887967;FALSE;Constrained HOIs
70;1;0;1;0;0,000;0,150;0;0;0;None;Quadratic;FALSE;Normal;0,11390685080550612;1;0,12672051521572381;FALSE;Feasible Pairwise
70;1;0;1;0;0,000;0,150;0;0;0;None;Quadratic;FALSE;Normal;0,11390685080550612;1;0,13279924597490461;FALSE;Constrained HOIs
80;1;0;1;0;0,000;0,150;0;0;0;None;Quadratic;FALSE;Normal;0,82022873056121171;1;0,21371723908647275;FALSE;Feasible Pairwise
80;1;0;1;0;0,000;0,150;0;0;0;None;Quadratic;FALSE;Normal;0,82022873056121171;1;0,16927784906090634;FALSE;Constrained HOIs
90;1;0;1;0;0,000;0,150;0;0;0;None;Quadratic;FALSE;Normal;0,03331761853769422;1;0,40892689202375182;FALSE;Feasible Pairwise
90;1;0;1;0;0,000;0,150;0;0;0;None;Quadratic;FALSE;Normal;0,03331761853769422;1;0,38889469229841478;FALSE;Constrained HOIs
100;1;0;1;0;0,000;0,150;0;0;0;None;Quadratic;FALSE;Normal;0,82652654103003442;1;0,43755585694957966;FALSE;Feasible Pairwise
100;1;0;1;0;0,000;0,150;0;0;0;None;Quadratic;FALSE;Normal;0,82652654103003442;1;0,43752533782294795;FALSE;Constrained HOIs
10;1;0;1;0;0,025;0,025;0;0;0;None;Quadratic;FALSE;Normal;0,46836169390007854;1;-0,93192147553489868;TRUE;Feasible Pairwise
10;1;0;1;0;0,025;0,025;0;0;0;None;Quadratic;FALSE;Normal;0,46836169390007854;1;-0,76997504176896381;TRUE;Constrained HOIs
20;1;0;1;0;0,025;0,025;0;0;0;None;Quadratic;FALSE;Normal;0,70869436045177281;1;-0,88190602764259052;TRUE;Feasible Pairwise
20;1;0;1;0;0,025;0,025;0;0;0;None;Quadratic;FALSE;Normal;0,70869436045177281;1;-0,48856268803153968;TRUE;Constrained HOIs
30;1;0;1;0;0,025;0,025;0;0;0;None;Quadratic;FALSE;Normal;0,27986920811235905;1;-0,87011320748573484;TRUE;Feasible Pairwise
30;1;0;1;0;0,025;0,025;0;0;0;None;Quadratic;FALSE;Normal;0,27986920811235905;1;-0,30848185665704658;TRUE;Constrained HOIs
40;1;0;1;0;0,025;0,025;0;0;0;None;Quadratic;FALSE;Normal;0,63753735134378076;1;-0,81541770944489356;TRUE;Feasible Pairwise
40;1;0;1;0;0,025;0,025;0;0;0;None;Quadratic;FALSE;Normal;0,63753735134378076;1;-0,02451458497446595;TRUE;Constrained HOIs
50;1;0;1;0;0,025;0,025;0;0;0;None;Quadratic;FALSE;Normal;0,72419104701839387;1;-0,83767877862356765;TRUE;Feasible Pairwise
50;1;0;1;0;0,025;0,025;0;0;0;None;Quadratic;FALSE;Normal;0,72419104701839387;1;0,23578512544339569;FALSE;Constrained HOIs
60;1;0;1;0;0,025;0,025;0;0;0;None;Quadratic;FALSE;Normal;0,42722174827940762;1;-0,78325588566118043;TRUE;Feasible Pairwise
60;1;0;1;0;0,025;0,025;0;0;0;None;Quadratic;FALSE;Normal;0,42722174827940762;1;0,51223275960191206;FALSE;Constrained HOIs
70;1;0;1;0;0,025;0,025;0;0;0;None;Quadratic;FALSE;Normal;0,54687208496034145;1;-0,78875945953058235;TRUE;Feasible Pairwise
70;1;0;1;0;0,025;0,025;0;0;0;None;Quadratic;FALSE;Normal;0,54687208496034145;1;0,68544115798055705;FALSE;Constrained HOIs
80;1;0;1;0;0,025;0,025;0;0;0;None;Quadratic;FALSE;Normal;0,26923726685345173;1;-0,74753378180171548;TRUE;Feasible Pairwise
80;1;0;1;0;0,025;0,025;0;0;0;None;Quadratic;FALSE;Normal;0,26923726685345173;1;0,95883636540705197;FALSE;Constrained HOIs
90;1;0;1;0;0,025;0,025;0;0;0;None;Quadratic;FALSE;Normal;0,45630147121846670;1;-0,74727714590718319;TRUE;Feasible Pairwise
90;1;0;1;0;0,025;0,025;0;0;0;None;Quadratic;FALSE;Normal;0,45630147121846670;1;1,25346514234792816;FALSE;Constrained HOIs
100;1;0;1;0;0,025;0,025;0;0;0;None;Quadratic;FALSE;Normal;0,97932471428066492;1;-0,76190961325799844;TRUE;Feasible Pairwise
100;1;0;1;0;0,025;0,025;0;0;0;None;Quadratic;FALSE;Normal;0,97932471428066492;1;1,44459956230196962;FALSE;Constrained HOIs
10;1;0;1;0;-0,025;0,025;0;0;0;None;Quadratic;FALSE;Normal;0,58761541824787855;1;-0,78811526935093068;TRUE;Feasible Pairwise
10;1;0;1;0;-0,025;0,025;0;0;0;None;Quadratic;FALSE;Normal;0,58761541824787855;1;-0,91350521666174078;TRUE;Constrained HOIs
20;1;0;1;0;-0,025;0,025;0;0;0;None;Quadratic;FALSE;Normal;0,17926861857995391;1;-0,50720642205436672;TRUE;Feasible Pairwise
20;1;0;1;0;-0,025;0,025;0;0;0;None;Quadratic;FALSE;Normal;0,17926861857995391;1;-0,84508469444302692;TRUE;Constrained HOIs
30;1;0;1;0;-0,025;0,025;0;0;0;None;Quadratic;FALSE;Normal;0,01330627268180251;1;-0,27350404945634993;TRUE;Feasible Pairwise
30;1;0;1;0;-0,025;0,025;0;0;0;None;Quadratic;FALSE;Normal;0,01330627268180251;1;-0,82807265159330878;TRUE;Constrained HOIs
40;1;0;1;0;-0,025;0,025;0;0;0;None;Quadratic;FALSE;Normal;0,05584057956002653;1;-0,00710787117805433;TRUE;Feasible Pairwise
40;1;0;1;0;-0,025;0,025;0;0;0;None;Quadratic;FALSE;Normal;0,05584057956002653;1;-0,81176513460728961;TRUE;Constrained HOIs
50;1;0;1;0;-0,025;0,025;0;0;0;None;Quadratic;FALSE;Normal;0,54782415064983070;1;0,23800517624551268;FALSE;Feasible Pairwise
50;1;0;1;0;-0,025;0,025;0;0;0;None;Quadratic;FALSE;Normal;0,54782415064983070;1;-0,80099744259283900;TRUE;Constrained HOIs
60;1;0;1;0;-0,025;0,025;0;0;0;None;Quadratic;FALSE;Normal;0,69428067025728524;1;0,49378073324942306;FALSE;Feasible Pairwise
60;1;0;1;0;-0,025;0,025;0;0;0;None;Quadratic;FALSE;Normal;0,69428067025728524;1;-0,77996631751125189;TRUE;Constrained HOIs
70;1;0;1;0;-0,025;0,025;0;0;0;None;Quadratic;FALSE;Normal;0,76898466958664347;1;0,75963805137299489;FALSE;Feasible Pairwise
70;1;0;1;0;-0,025;0,025;0;0;0;None;Quadratic;FALSE;Normal;0,76898466958664347;1;-0,78595131481431602;TRUE;Constrained HOIs
80;1;0;1;0;-0,025;0,025;0;0;0;None;Quadratic;FALSE;Normal;0,88208461599424481;1;0,93420713941224987;FALSE;Feasible Pairwise
80;1;0;1;0;-0,025;0,025;0;0;0;None;Quadratic;FALSE;Normal;0,88208461599424481;1;-0,76884988230928220;TRUE;Constrained HOIs
90;1;0;1;0;-0,025;0,025;0;0;0;None;Quadratic;FALSE;Normal;0,98445687023922801;1;1,21704857858710636;FALSE;Feasible Pairwise
90;1;0;1;0;-0,025;0,025;0;0;0;None;Quadratic;FALSE;Normal;0,98445687023922801;1;-0,74186338439622723;TRUE;Constrained HOIs
100;1;0;1;0;-0,025;0,025;0;0;0;None;Quadratic;FALSE;Normal;0,34215070353820920;1;1,49355503132379530;FALSE;Feasible Pairwise
100;1;0;1;0;-0,025;0,025;0;0;0;None;Quadratic;FALSE;Normal;0,34215070353820920;1;-0,72920933060020621;TRUE;Constrained HOIs
10;1;0;1;0;0,000;0,150;0;0;0;None;Quadratic;FALSE;Normal;0,65796192432753742;1;-0,72209555905305300;TRUE;Feasible Pairwise
10;1;0;1;0;0,000;0,150;0;0;0;None;Quadratic;FALSE;Normal;0,65796192432753742;1;-0,65798294894950105;TRUE;Constrained HOIs
20;1;0;1;0;0,000;0,150;0;0;0;None;Quadratic;FALSE;Normal;0,63873636210337281;1;-0,52489729126914475;TRUE;Feasible Pairwise
20;1;0;1;0;0,000;0,150;0;0;0;None;Quadratic;FALSE;Normal;0,63873636210337281;1;-0,48336372760842689;TRUE;Constrained HOIs
30;1;0;1;0;0,000;0,150;0;0;0;None;Quadratic;FALSE;Normal;0,13085595704615116;1;-0,16359097355831925;TRUE;Feasible Pairwise
30;1;0;1;0;0,000;0,150;0;0;0;None;Quadratic;FALSE;Normal;0,13085595704615116;1;-0,37319138773713600;TRUE;Constrained HOIs
40;1;0;1;0;0,000;0,150;0;0;0;None;Quadratic;FALSE;Normal;0,64238027390092611;1;-0,23258410035954671;TRUE;Feasible Pairwise
40;1;0;1;0;0,000;0,150;0;0;0;None;Quadratic;FALSE;Normal;0,64238027390092611;1;-0,18634911270920651;TRUE;Constrained HOIs
50;1;0;1;0;0,000;0,150;0;0;0;None;Quadratic;FALSE;Normal;0,55763061135075986;1;-0,18134756023240417;TRUE;Feasible Pairwise
50;1;0;1;0;0,000;0,150;0;0;0;None;Quadratic;FALSE;Normal;0,55763061135075986;1;-0,19212548729267939;TRUE;Constrained HOIs
60;1;0;1;0;0,000;0,150;0;0;0;None;Quadratic;FALSE;Normal;0,92892220662906766;1;-0,00991689012956222;TRUE;Feasible Pairwise
60;1;0;1;0;0,000;0,150;0;0;0;None;Quadratic;FALSE;Normal;0,92892220662906766;1;-0,03932861946867621;TRUE;Constrained HOIs
70;1;0;1;0;0,000;0,150;0;0;0;None;Quadratic;FALSE;Normal;0,53502908581867814;1;0,13927043717259807;FALSE;Feasible Pairwise
70;1;0;1;0;0,000;0,150;0;0;0;None;Quadratic;FALSE;Normal;0,53502908581867814;1;0,14326124365744231;FALSE;Constrained HOIs
80;1;0;1;0;0,000;0,150;0;0;0;None;Quadratic;FALSE;Normal;0,83537311968393635;1;0,20683616869306387;FALSE;Feasible Pairwise
80;1;0;1;0;0,000;0,150;0;0;0;None;Quadratic;FALSE;Normal;0,83537311968393635;1;0,27552993591189490;FALSE;Constrained HOIs
90;1;0;1;0;0,000;0,150;0;0;0;None;Quadratic;FALSE;Normal;0,25272030080668628;1;0,42824550227429198;FALSE;Feasible Pairwise
90;1;0;1;0;0,000;0,150;0;0;0;None;Quadratic;FALSE;Normal;0,25272030080668628;1;0,46121999469320785;FALSE;Constrained HOIs
100;1;0;1;0;0,000;0,150;0;0;0;None;Quadratic;FALSE;Normal;0,38638067874126136;1;0,40261919187179090;FALSE;Feasible Pairwise
100;1;0;1;0;0,000;0,150;0;0;0;None;Quadratic;FALSE;Normal;0,38638067874126136;1;0,43064523101650382;FALSE;Constrained HOIs
10;1;0;1;0;0,025;0,025;0;0;0;None;Quadratic;FALSE;Normal;0,42277516983449454;1;-0,92973030545582158;TRUE;Feasible Pairwise
10;1;0;1;0;0,025;0,025;0;0;0;None;Quadratic;FALSE;Normal;0,42277516983449454;1;-0,79329905770308196;TRUE;Constrained HOIs
20;1;0;1;0;0,025;0,025;0;0;0;None;Quadratic;FALSE;Normal;0,01015561236999929;1;-0,86457335432026283;TRUE;Feasible Pairwise
20;1;0;1;0;0,025;0,025;0;0;0;None;Quadratic;FALSE;Normal;0,01015561236999929;1;-0,53160325226200200;TRUE;Constrained HOIs
30;1;0;1;0;0,025;0,025;0;0;0;None;Quadratic;FALSE;Normal;0,16664338554255664;1;-0,86527698128055475;TRUE;Feasible Pairwise
30;1;0;1;0;0,025;0,025;0;0;0;None;Quadratic;FALSE;Normal;0,16664338554255664;1;-0,26114015727650630;TRUE;Constrained HOIs
40;1;0;1;0;0,025;0,025;0;0;0;None;Quadratic;FALSE;Normal;0,74466567137278628;1;-0,83831026213027093;TRUE;Feasible Pairwise
40;1;0;1;0;0,025;0,025;0;0;0;None;Quadratic;FALSE;Normal;0,74466567137278628;1;-0,06520299141718013;TRUE;Constrained HOIs
50;1;0;1;0;0,025;0,025;0;0;0;None;Quadratic;FALSE;Normal;0,67910527321510017;1;-0,82306295973291099;TRUE;Feasible Pairwise
50;1;0;1;0;0,025;0,025;0;0;0;None;Quadratic;FALSE;Normal;0,67910527321510017;1;0,20903896261168592;FALSE;Constrained HOIs
60;1;0;1;0;0,025;0,025;0;0;0;None;Quadratic;FALSE;Normal;0,38110159989446402;1;-0,75586925801974147;TRUE;Feasible Pairwise
60;1;0;1;0;0,025;0,025;0;0;0;None;Quadratic;FALSE;Normal;0,38110159989446402;1;0,44157361664954031;FALSE;Constrained HOIs
70;1;0;1;0;0,025;0,025;0;0;0;None;Quadratic;FALSE;Normal;0,64460357604548335;1;-0,78309672406856112;TRUE;Feasible Pairwise
70;1;0;1;0;0,025;0,025;0;0;0;None;Quadratic;FALSE;Normal;0,64460357604548335;1;0,76372709012004747;FALSE;Constrained HOIs
80;1;0;1;0;0,025;0,025;0;0;0;None;Quadratic;FALSE;Normal;0,40293525089509785;1;-0,74499423958407185;TRUE;Feasible Pairwise
80;1;0;1;0;0,025;0,025;0;0;0;None;Quadratic;FALSE;Normal;0,40293525089509785;1;0,98908312164176204;FALSE;Constrained HOIs
90;1;0;1;0;0,025;0,025;0;0;0;None;Quadratic;FALSE;Normal;0,33386734221130610;1;-0,74719264676589059;TRUE;Feasible Pairwise
90;1;0;1;0;0,025;0,025;0;0;0;None;Quadratic;FALSE;Normal;0,33386734221130610;1;1,22545122311019350;FALSE;Constrained HOIs
100;1;0;1;0;0,025;0,025;0;0;0;None;Quadratic;FALSE;Normal;0,08647732203826308;1;-0,72258019660487627;TRUE;Feasible Pairwise
100;1;0;1;0;0,025;0,025;0;0;0;None;Quadratic;FALSE;Normal;0,08647732203826308;1;1,46205363995195325;FALSE;Constrained HOIs
10;1;0;1;0;-0,025;0,025;0;0;0;None;Quadratic;FALSE;Normal;0,42934121703729033;1;-0,81271076592961744;TRUE;Feasible Pairwise
10;1;0;1;0;-0,025;0,025;0;0;0;None;Quadratic;FALSE;Normal;0,42934121703729033;1;-0,91664833222398157;TRUE;Constrained HOIs
20;1;0;1;0;-0,025;0,025;0;0;0;None;Quadratic;FALSE;Normal;0,36061087250709534;1;-0,56949253141863421;TRUE;Feasible Pairwise
20;1;0;1;0;-0,025;0,025;0;0;0;None;Quadratic;FALSE;Normal;0,36061087250709534;1;-0,86572236042432149;TRUE;Constrained HOIs
30;1;0;1;0;-0,025;0,025;0;0;0;None;Quadratic;FALSE;Normal;0,30305564636364579;1;-0,22222317967471383;TRUE;Feasible Pairwise
30;1;0;1;0;-0,025;0,025;0;0;0;None;Quadratic;FALSE;Normal;0,30305564636364579;1;-0,81908374976643006;TRUE;Constrained HOIs
40;1;0;1;0;-0,025;0,025;0;0;0;None;Quadratic;FALSE;Normal;0,70345342578366399;1;-0,05521088974049434;TRUE;Feasible Pairwise
40;1;0;1;0;-0,025;0,025;0;0;0;None;Quadratic;FALSE;Normal;0,70345342578366399;1;-0,84187516939408580;TRUE;Constrained HOIs
50;1;0;1;0;-0,025;0,025;0;0;0;None;Quadratic;FALSE;Normal;0,77561067673377693;1;0,25659535349572721;FALSE;Feasible Pairwise
50;1;0;1;0;-0,025;0,025;0;0;0;None;Quadratic;FALSE;Normal;0,77561067673377693;1;-0,79540365884171660;TRUE;Constrained HOIs
60;1;0;1;0;-0,025;0,025;0;0;0;None;Quadratic;FALSE;Normal;0,07972391997464001;1;0,49821482808431361;FALSE;Feasible Pairwise
60;1;0;1;0;-0,025;0,025;0;0;0;None;Quadratic;FALSE;Normal;0,07972391997464001;1;-0,80354797068330885;TRUE;Constrained HOIs
70;1;0;1;0;-0,025;0,025;0;0;0;None;Quadratic;FALSE;Normal;0,22849915688857436;1;0,73842488242038429;FALSE;Feasible Pairwise
70;1;0;1;0;-0,025;0,025;0;0;0;None;Quadratic;FALSE;Normal;0,22849915688857436;1;-0,75441888681334546;TRUE;Constrained HOIs
80;1;0;1;0;-0,025;0,025;0;0;0;None;Quadratic;FALSE;Normal;0,69276489014737308;1;0,96238065973468645;FALSE;Feasible Pairwise
80;1;0;1;0;-0,025;0,025;0;0;0;None;Quadratic;FALSE;Normal;0,69276489014737308;1;-0,75364043278817883;TRUE;Constrained HOIs
90;1;0;1;0;-0,025;0,025;0;0;0;None;Quadratic;FALSE;Normal;0,73873024969361722;1;1,23721572462357732;FALSE;Feasible Pairwise
90;1;0;1;0;-0,025;0,025;0;0;0;None;Quadratic;FALSE;Normal;0,73873024969361722;1;-0,72424997346412812;TRUE;Constrained HOIs
