S;MuR;SigmaR;MuD;SigmaD;MuA;SigmaA;RhoA;b;ParsID;Type;Abd;Equilibrium;Stability;TargetAbd
3;1;0;1;0;0,1;0,0577350269189626;0;0;0,954594638431444764;No HOIs;8,71515619922260e-01;TRUE;TRUE;FALSE
3;1;0;1;0;0,1;0,0577350269189626;0;0;0,954594638431444764;No HOIs;9,16136949111127e-01;TRUE;TRUE;FALSE
3;1;0;1;0;0,1;0,0577350269189626;0;0;0,954594638431444764;No HOIs;6,32086265388990e-01;TRUE;TRUE;FALSE
3;1;0;1;0;0,1;0,0577350269189626;0;0;0,954594638431444764;Constrained HOIs;1,00000000000000e+00;TRUE;TRUE;TRUE
3;1;0;1;0;0,1;0,0577350269189626;0;0;0,954594638431444764;Constrained HOIs;1,00000000000000e+00;TRUE;TRUE;TRUE
3;1;0;1;0;0,1;0,0577350269189626;0;0;0,954594638431444764;Constrained HOIs;1,00000000000000e+00;TRUE;TRUE;TRUE
3;1;0;1;0;0,2;0,1154700538379252;0;0;0,660645737312734127;No HOIs;7,69417957213871e-01;TRUE;TRUE;FALSE
3;1;0;1;0;0,2;0,1154700538379252;0;0;0,660645737312734127;No HOIs;6,53526371054616e-01;TRUE;TRUE;FALSE
3;1;0;1;0;0,2;0,1154700538379252;0;0;0,660645737312734127;No HOIs;7,06501763184801e-01;TRUE;TRUE;FALSE
3;1;0;1;0;0,2;0,1154700538379252;0;0;0,660645737312734127;Constrained HOIs;1,00000000000000e+00;TRUE;TRUE;TRUE
3;1;0;1;0;0,2;0,1154700538379252;0;0;0,660645737312734127;Constrained HOIs;1,00000000000000e+00;TRUE;TRUE;TRUE
3;1;0;1;0;0,2;0,1154700538379252;0;0;0,660645737312734127;Constrained HOIs;1,00000000000000e+00;TRUE;TRUE;TRUE
3;1;0;1;0;0,3;0,1732050807568878;0;0;0,466885146452113986;No HOIs;6,50811456248880e-01;TRUE;TRUE;FALSE
3;1;0;1;0;0,3;0,1732050807568878;0;0;0,466885146452113986;No HOIs;9,73992649789277e-01;TRUE;TRUE;FALSE
3;1;0;1;0;0,3;0,1732050807568878;0;0;0,466885146452113986;No HOIs;5,27779452052908e-01;TRUE;TRUE;FALSE
3;1;0;1;0;0,3;0,1732050807568878;0;0;0,466885146452113986;Constrained HOIs;1,00000000000000e+00;TRUE;TRUE;TRUE
3;1;0;1;0;0,3;0,1732050807568878;0;0;0,466885146452113986;Constrained HOIs;1,00000000000000e+00;TRUE;TRUE;TRUE
3;1;0;1;0;0,3;0,1732050807568878;0;0;0,466885146452113986;Constrained HOIs;1,00000000000000e+00;TRUE;TRUE;TRUE
3;1;0;1;0;0,4;0,2309401076758503;0;0;0,950750532792881131;No HOIs;3,86160167995934e-01;TRUE;TRUE;FALSE
3;1;0;1;0;0,4;0,2309401076758503;0;0;0,950750532792881131;No HOIs;6,30441114928398e-01;TRUE;TRUE;FALSE
3;1;0;1;0;0,4;0,2309401076758503;0;0;0,950750532792881131;No HOIs;7,86309879727744e-01;TRUE;TRUE;FALSE
3;1;0;1;0;0,4;0,2309401076758503;0;0;0,950750532792881131;Constrained HOIs;1,00000000000000e+00;TRUE;TRUE;TRUE
3;1;0;1;0;0,4;0,2309401076758503;0;0;0,950750532792881131;Constrained HOIs;1,00000000000000e+00;TRUE;TRUE;TRUE
3;1;0;1;0;0,4;0,2309401076758503;0;0;0,950750532792881131;Constrained HOIs;1,00000000000000e+00;TRUE;TRUE;TRUE
3;1;0;1;0;0,5;0,2886751345948129;0;0;0,166591757442802191;No HOIs;6,32566939307804e-01;TRUE;TRUE;FALSE
3;1;0;1;0;0,5;0,2886751345948129;0;0;0,166591757442802191;No HOIs;3,32253910226026e-01;TRUE;TRUE;FALSE
3;1;0;1;0;0,5;0,2886751345948129;0;0;0,166591757442802191;No HOIs;3,71683838294352e-01;TRUE;TRUE;FALSE
3;1;0;1;0;0,5;0,2886751345948129;0;0;0,166591757442802191;Constrained HOIs;8,60521620424102e-01;TRUE;TRUE;FALSE
3;1;0;1;0;0,5;0,2886751345948129;0;0;0,166591757442802191;Constrained HOIs;8,38559545683276e-01;TRUE;TRUE;FALSE
3;1;0;1;0;0,5;0,2886751345948129;0;0;0,166591757442802191;Constrained HOIs;8,37889339940315e-01;TRUE;TRUE;FALSE
3;1;0;1;0;0,6;0,3464101615137755;0;0;0,797096298309043050;No HOIs;4,74305916869122e-01;TRUE;TRUE;FALSE
3;1;0;1;0;0,6;0,3464101615137755;0;0;0,797096298309043050;No HOIs;8,43473968025562e-02;TRUE;TRUE;FALSE
3;1;0;1;0;0,6;0,3464101615137755;0;0;0,797096298309043050;No HOIs;6,78452988740640e-01;TRUE;TRUE;FALSE
3;1;0;1;0;0,6;0,3464101615137755;0;0;0,797096298309043050;Constrained HOIs;7,88848608228999e-01;TRUE;TRUE;FALSE
3;1;0;1;0;0,6;0,3464101615137755;0;0;0,797096298309043050;Constrained HOIs;7,59276849759425e-01;TRUE;TRUE;FALSE
3;1;0;1;0;0,6;0,3464101615137755;0;0;0,797096298309043050;Constrained HOIs;8,34740188758626e-01;TRUE;TRUE;FALSE
3;1;0;1;0;0,7;0,4041451884327381;0;0;0,066377051407471299;No HOIs;5,27447401832488e-01;TRUE;TRUE;FALSE
3;1;0;1;0;0,7;0,4041451884327381;0;0;0,066377051407471299;No HOIs;2,82218984954053e-02;TRUE;TRUE;FALSE
3;1;0;1;0;0,7;0,4041451884327381;0;0;0,066377051407471299;No HOIs;6,85135813537150e-01;TRUE;TRUE;FALSE
3;1;0;1;0;0,7;0,4041451884327381;0;0;0,066377051407471299;Constrained HOIs;7,52186636920068e-01;TRUE;TRUE;FALSE
3;1;0;1;0;0,7;0,4041451884327381;0;0;0,066377051407471299;Constrained HOIs;7,28446418267877e-01;TRUE;TRUE;FALSE
3;1;0;1;0;0,7;0,4041451884327381;0;0;0,066377051407471299;Constrained HOIs;8,46017017192645e-01;TRUE;TRUE;FALSE
3;1;0;1;0;0,8;0,4618802153517007;0;0;0,839231649413704872;No HOIs;3,85234331583210e-01;TRUE;TRUE;FALSE
3;1;0;1;0;0,8;0,4618802153517007;0;0;0,839231649413704872;No HOIs;1,00000000000000e-14;TRUE;TRUE;FALSE
3;1;0;1;0;0,8;0,4618802153517007;0;0;0,839231649413704872;No HOIs;9,10975121176312e-01;TRUE;TRUE;FALSE
3;1;0;1;0;0,8;0,4618802153517007;0;0;0,839231649413704872;Constrained HOIs;6,58055593549031e-01;TRUE;TRUE;FALSE
3;1;0;1;0;0,8;0,4618802153517007;0;0;0,839231649413704872;Constrained HOIs;5,73077384154055e-01;TRUE;TRUE;FALSE
3;1;0;1;0;0,8;0,4618802153517007;0;0;0,839231649413704872;Constrained HOIs;6,43149457511729e-01;TRUE;TRUE;FALSE
3;1;0;1;0;0,9;0,5196152422706632;0;0;0,261384690878912807;No HOIs;1,00000000000000e-14;TRUE;TRUE;FALSE
3;1;0;1;0;0,9;0,5196152422706632;0;0;0,261384690878912807;No HOIs;1,00000000000000e-14;TRUE;TRUE;FALSE
3;1;0;1;0;0,9;0,5196152422706632;0;0;0,261384690878912807;No HOIs;9,99999999999007e-01;TRUE;TRUE;FALSE
3;1;0;1;0;0,9;0,5196152422706632;0;0;0,261384690878912807;Constrained HOIs;1,00000000000000e-14;TRUE;TRUE;FALSE
3;1;0;1;0;0,9;0,5196152422706632;0;0;0,261384690878912807;Constrained HOIs;1,00000000000000e-14;TRUE;TRUE;FALSE
3;1;0;1;0;0,9;0,5196152422706632;0;0;0,261384690878912807;Constrained HOIs;1,00000000000137e+00;TRUE;TRUE;FALSE
3;1;0;1;0;1,0;0,5773502691896258;0;0;0,156032292172312737;No HOIs;9,48491460781185e-01;TRUE;TRUE;FALSE
3;1;0;1;0;1,0;0,5773502691896258;0;0;0,156032292172312737;No HOIs;1,00000000000000e-14;TRUE;TRUE;FALSE
3;1;0;1;0;1,0;0,5773502691896258;0;0;0,156032292172312737;No HOIs;1,52409656197804e-01;TRUE;TRUE;FALSE
3;1;0;1;0;1,0;0,5773502691896258;0;0;0,156032292172312737;Constrained HOIs;7,41194782781607e-01;TRUE;TRUE;FALSE
3;1;0;1;0;1,0;0,5773502691896258;0;0;0,156032292172312737;Constrained HOIs;5,36489307474811e-01;TRUE;TRUE;FALSE
3;1;0;1;0;1,0;0,5773502691896258;0;0;0,156032292172312737;Constrained HOIs;5,27775279806186e-01;TRUE;TRUE;FALSE
3;1;0;1;0;0,1;0,0577350269189626;0;0;0,563353388337418437;No HOIs;8,08321891204959e-01;TRUE;TRUE;FALSE
3;1;0;1;0;0,1;0,0577350269189626;0;0;0,563353388337418437;No HOIs;7,06191278255780e-01;TRUE;TRUE;FALSE
3;1;0;1;0;0,1;0,0577350269189626;0;0;0,563353388337418437;No HOIs;9,89933336163423e-01;TRUE;TRUE;FALSE
3;1;0;1;0;0,1;0,0577350269189626;0;0;0,563353388337418437;Constrained HOIs;1,00000000000000e+00;TRUE;TRUE;TRUE
3;1;0;1;0;0,1;0,0577350269189626;0;0;0,563353388337418437;Constrained HOIs;1,00000000000000e+00;TRUE;TRUE;TRUE
3;1;0;1;0;0,1;0,0577350269189626;0;0;0,563353388337418437;Constrained HOIs;1,00000000000000e+00;TRUE;TRUE;TRUE
3;1;0;1;0;0,2;0,1154700538379252;0;0;0,509681060677394271;No HOIs;6,40229078501431e-01;TRUE;TRUE;FALSE
3;1;0;1;0;0,2;0,1154700538379252;0;0;0,509681060677394271;No HOIs;8,51510063766943e-01;TRUE;TRUE;FALSE
3;1;0;1;0;0,2;0,1154700538379252;0;0;0,509681060677394271;No HOIs;6,53536944056561e-01;TRUE;TRUE;FALSE
3;1;0;1;0;0,2;0,1154700538379252;0;0;0,509681060677394271;Constrained HOIs;1,00000000000000e+00;TRUE;TRUE;TRUE
3;1;0;1;0;0,2;0,1154700538379252;0;0;0,509681060677394271;Constrained HOIs;1,00000000000000e+00;TRUE;TRUE;TRUE
3;1;0;1;0;0,2;0,1154700538379252;0;0;0,509681060677394271;Constrained HOIs;1,00000000000000e+00;TRUE;TRUE;TRUE
3;1;0;1;0;0,3;0,1732050807568878;0;0;0,834297255147248507;No HOIs;5,72686780428822e-01;TRUE;TRUE;FALSE
3;1;0;1;0;0,3;0,1732050807568878;0;0;0,834297255147248507;No HOIs;7,56804130870140e-01;TRUE;TRUE;FALSE
3;1;0;1;0;0,3;0,1732050807568878;0;0;0,834297255147248507;No HOIs;6,85852185130980e-01;TRUE;TRUE;FALSE
3;1;0;1;0;0,3;0,1732050807568878;0;0;0,834297255147248507;Constrained HOIs;1,00000000000000e+00;TRUE;TRUE;TRUE
3;1;0;1;0;0,3;0,1732050807568878;0;0;0,834297255147248507;Constrained HOIs;1,00000000000000e+00;TRUE;TRUE;TRUE
3;1;0;1;0;0,3;0,1732050807568878;0;0;0,834297255147248507;Constrained HOIs;1,00000000000000e+00;TRUE;TRUE;TRUE
3;1;0;1;0;0,4;0,2309401076758503;0;0;0,697090585017576814;No HOIs;4,34126343009915e-01;TRUE;TRUE;FALSE
3;1;0;1;0;0,4;0,2309401076758503;0;0;0,697090585017576814;No HOIs;7,96982936693812e-01;TRUE;TRUE;FALSE
3;1;0;1;0;0,4;0,2309401076758503;0;0;0,697090585017576814;No HOIs;5,27437292461091e-01;TRUE;TRUE;FALSE
3;1;0;1;0;0,4;0,2309401076758503;0;0;0,697090585017576814;Constrained HOIs;1,00000000000000e+00;TRUE;TRUE;TRUE
3;1;0;1;0;0,4;0,2309401076758503;0;0;0,697090585017576814;Constrained HOIs;1,00000000000000e+00;TRUE;TRUE;TRUE
3;1;0;1;0;0,4;0,2309401076758503;0;0;0,697090585017576814;Constrained HOIs;1,00000000000000e+00;TRUE;TRUE;TRUE
3;1;0;1;0;0,5;0,2886751345948129;0;0;0,999004424549639225;No HOIs;8,93824716519564e-01;TRUE;TRUE;FALSE
3;1;0;1;0;0,5;0,2886751345948129;0;0;0,999004424549639225;No HOIs;4,01676976148391e-01;TRUE;TRUE;FALSE
3;1;0;1;0;0,5;0,2886751345948129;0;0;0,999004424549639225;No HOIs;9,05491250552521e-02;TRUE;TRUE;FALSE
3;1;0;1;0;0,5;0,2886751345948129;0;0;0,999004424549639225;Constrained HOIs;1,00000000000000e+00;TRUE;TRUE;TRUE
3;1;0;1;0;0,5;0,2886751345948129;0;0;0,999004424549639225;Constrained HOIs;1,00000000000000e+00;TRUE;TRUE;TRUE
3;1;0;1;0;0,5;0,2886751345948129;0;0;0,999004424549639225;Constrained HOIs;1,00000000000000e+00;TRUE;TRUE;TRUE
3;1;0;1;0;0,6;0,3464101615137755;0;0;0,057942716870456934;No HOIs;5,87760353413989e-01;TRUE;TRUE;FALSE
3;1;0;1;0;0,6;0,3464101615137755;0;0;0,057942716870456934;No HOIs;1,00000000000000e-14;TRUE;TRUE;FALSE
3;1;0;1;0;0,6;0,3464101615137755;0;0;0,057942716870456934;No HOIs;8,81977067981157e-01;TRUE;TRUE;FALSE
3;1;0;1;0;0,6;0,3464101615137755;0;0;0,057942716870456934;Constrained HOIs;1,00000000000001e+00;TRUE;TRUE;TRUE
3;1;0;1;0;0,6;0,3464101615137755;0;0;0,057942716870456934;Constrained HOIs;1,00000000000001e+00;TRUE;TRUE;TRUE
3;1;0;1;0;0,6;0,3464101615137755;0;0;0,057942716870456934;Constrained HOIs;1,00000000000000e+00;TRUE;TRUE;TRUE
3;1;0;1;0;0,7;0,4041451884327381;0;0;0,711446939501911402;No HOIs;7,89992906157038e-01;TRUE;TRUE;FALSE
3;1;0;1;0;0,7;0,4041451884327381;0;0;0,711446939501911402;No HOIs;1,00000000000000e-14;TRUE;TRUE;FALSE
3;1;0;1;0;0,7;0,4041451884327381;0;0;0,711446939501911402;No HOIs;6,20429864924328e-01;TRUE;TRUE;FALSE
3;1;0;1;0;0,7;0,4041451884327381;0;0;0,711446939501911402;Constrained HOIs;8,39990554399459e-01;TRUE;TRUE;FALSE
3;1;0;1;0;0,7;0,4041451884327381;0;0;0,711446939501911402;Constrained HOIs;7,81092399618527e-01;TRUE;TRUE;FALSE
3;1;0;1;0;0,7;0,4041451884327381;0;0;0,711446939501911402;Constrained HOIs;8,58959545853670e-01;TRUE;TRUE;FALSE
3;1;0;1;0;0,8;0,4618802153517007;0;0;0,524193343706429005;No HOIs;1,00000000000000e-14;TRUE;TRUE;FALSE
3;1;0;1;0;0,8;0,4618802153517007;0;0;0,524193343706429005;No HOIs;9,99999999999963e-01;TRUE;TRUE;FALSE
3;1;0;1;0;0,8;0,4618802153517007;0;0;0,524193343706429005;No HOIs;1,00000000000000e-14;TRUE;TRUE;FALSE
3;1;0;1;0;0,8;0,4618802153517007;0;0;0,524193343706429005;Constrained HOIs;1,00000000000000e-14;TRUE;TRUE;FALSE
3;1;0;1;0;0,8;0,4618802153517007;0;0;0,524193343706429005;Constrained HOIs;9,99999999998971e-01;TRUE;TRUE;FALSE
3;1;0;1;0;0,8;0,4618802153517007;0;0;0,524193343706429005;Constrained HOIs;1,00000000000000e-14;TRUE;TRUE;FALSE
3;1;0;1;0;0,9;0,5196152422706632;0;0;0,467886120546609163;No HOIs;1,00000000002175e+00;TRUE;TRUE;FALSE
3;1;0;1;0;0,9;0,5196152422706632;0;0;0,467886120546609163;No HOIs;1,00000000000000e-14;TRUE;TRUE;FALSE
3;1;0;1;0;0,9;0,5196152422706632;0;0;0,467886120546609163;No HOIs;1,00000000000000e-14;TRUE;TRUE;FALSE
3;1;0;1;0;0,9;0,5196152422706632;0;0;0,467886120546609163;Constrained HOIs;5,51498097607063e-01;TRUE;TRUE;FALSE
3;1;0;1;0;0,9;0,5196152422706632;0;0;0,467886120546609163;Constrained HOIs;5,26827400724132e-01;TRUE;TRUE;FALSE
3;1;0;1;0;0,9;0,5196152422706632;0;0;0,467886120546609163;Constrained HOIs;3,64675572772485e-01;TRUE;TRUE;FALSE
3;1;0;1;0;1,0;0,5773502691896258;0;0;0,786642435239627957;No HOIs;6,13322228799290e-01;TRUE;TRUE;FALSE
3;1;0;1;0;1,0;0,5773502691896258;0;0;0,786642435239627957;No HOIs;5,45800559573743e-01;TRUE;TRUE;FALSE
3;1;0;1;0;1,0;0,5773502691896258;0;0;0,786642435239627957;No HOIs;1,00000000000000e-14;TRUE;TRUE;FALSE
3;1;0;1;0;1,0;0,5773502691896258;0;0;0,786642435239627957;Constrained HOIs;9,77195703659357e-01;TRUE;TRUE;FALSE
3;1;0;1;0;1,0;0,5773502691896258;0;0;0,786642435239627957;Constrained HOIs;9,94556869532724e-01;TRUE;TRUE;FALSE
3;1;0;1;0;1,0;0,5773502691896258;0;0;0,786642435239627957;Constrained HOIs;9,74474691916694e-01;TRUE;TRUE;FALSE
3;1;0;1;0;0,1;0,0577350269189626;0;0;0,822071483824402094;No HOIs;8,76469431472524e-01;TRUE;TRUE;FALSE
3;1;0;1;0;0,1;0,0577350269189626;0;0;0,822071483824402094;No HOIs;7,81593376740826e-01;TRUE;TRUE;FALSE
3;1;0;1;0;0,1;0,0577350269189626;0;0;0,822071483824402094;No HOIs;8,05500396687097e-01;TRUE;TRUE;FALSE
3;1;0;1;0;0,1;0,0577350269189626;0;0;0,822071483824402094;Constrained HOIs;1,00000000000000e+00;TRUE;TRUE;TRUE
3;1;0;1;0;0,1;0,0577350269189626;0;0;0,822071483824402094;Constrained HOIs;1,00000000000000e+00;TRUE;TRUE;TRUE
3;1;0;1;0;0,1;0,0577350269189626;0;0;0,822071483824402094;Constrained HOIs;1,00000000000000e+00;TRUE;TRUE;TRUE
3;1;0;1;0;0,2;0,1154700538379252;0;0;0,330389864044263959;No HOIs;9,15008759798934e-01;TRUE;TRUE;FALSE
3;1;0;1;0;0,2;0,1154700538379252;0;0;0,330389864044263959;No HOIs;7,55661270980034e-01;TRUE;TRUE;FALSE
3;1;0;1;0;0,2;0,1154700538379252;0;0;0,330389864044263959;No HOIs;4,60514430251511e-01;TRUE;TRUE;FALSE
3;1;0;1;0;0,2;0,1154700538379252;0;0;0,330389864044263959;Constrained HOIs;1,00000000000000e+00;TRUE;TRUE;TRUE
3;1;0;1;0;0,2;0,1154700538379252;0;0;0,330389864044263959;Constrained HOIs;1,00000000000000e+00;TRUE;TRUE;TRUE
3;1;0;1;0;0,2;0,1154700538379252;0;0;0,330389864044263959;Constrained HOIs;1,00000000000000e+00;TRUE;TRUE;TRUE
3;1;0;1;0;0,3;0,1732050807568878;0;0;0,480673610465601087;No HOIs;8,30479411000040e-01;TRUE;TRUE;FALSE
3;1;0;1;0;0,3;0,1732050807568878;0;0;0,480673610465601087;No HOIs;4,42120391740696e-01;TRUE;TRUE;FALSE
3;1;0;1;0;0,3;0,1732050807568878;0;0;0,480673610465601087;No HOIs;4,94203439275933e-01;TRUE;TRUE;FALSE
3;1;0;1;0;0,3;0,1732050807568878;0;0;0,480673610465601087;Constrained HOIs;1,00000000000000e+00;TRUE;TRUE;TRUE
3;1;0;1;0;0,3;0,1732050807568878;0;0;0,480673610465601087;Constrained HOIs;9,99999999999999e-01;TRUE;TRUE;TRUE
3;1;0;1;0;0,3;0,1732050807568878;0;0;0,480673610465601087;Constrained HOIs;1,00000000000000e+00;TRUE;TRUE;TRUE
3;1;0;1;0;0,4;0,2309401076758503;0;0;0,187247324502095580;No HOIs;9,85998800409930e-01;TRUE;TRUE;FALSE
3;1;0;1;0;0,4;0,2309401076758503;0;0;0,187247324502095580;No HOIs;6,49889895230063e-01;TRUE;TRUE;FALSE
3;1;0;1;0;0,4;0,2309401076758503;0;0;0,187247324502095580;No HOIs;1,43695764447941e-01;TRUE;TRUE;FALSE
3;1;0;1;0;0,4;0,2309401076758503;0;0;0,187247324502095580;Constrained HOIs;1,00000000000000e+00;TRUE;TRUE;TRUE
3;1;0;1;0;0,4;0,2309401076758503;0;0;0,187247324502095580;Constrained HOIs;1,00000000000000e+00;TRUE;TRUE;TRUE
3;1;0;1;0;0,4;0,2309401076758503;0;0;0,187247324502095580;Constrained HOIs;1,00000000000000e+00;TRUE;TRUE;TRUE
3;1;0;1;0;0,5;0,2886751345948129;0;0;0,533110004151239991;No HOIs;1,00000000000000e-14;TRUE;TRUE;FALSE
3;1;0;1;0;0,5;0,2886751345948129;0;0;0,533110004151239991;No HOIs;6,74195769851875e-01;TRUE;TRUE;FALSE
3;1;0;1;0;0,5;0,2886751345948129;0;0;0,533110004151239991;No HOIs;6,45289319728959e-01;TRUE;TRUE;FALSE
3;1;0;1;0;0,5;0,2886751345948129;0;0;0,533110004151239991;Constrained HOIs;7,47101312803533e-01;TRUE;TRUE;FALSE
3;1;0;1;0;0,5;0,2886751345948129;0;0;0,533110004151239991;Constrained HOIs;8,15768112215234e-01;TRUE;TRUE;FALSE
3;1;0;1;0;0,5;0,2886751345948129;0;0;0,533110004151239991;Constrained HOIs;8,45130013562507e-01;TRUE;TRUE;FALSE
3;1;0;1;0;0,6;0,3464101615137755;0;0;0,251370348967611790;No HOIs;8,83117678144034e-01;TRUE;TRUE;FALSE
3;1;0;1;0;0,6;0,3464101615137755;0;0;0,251370348967611790;No HOIs;2,17880085671303e-01;TRUE;TRUE;FALSE
3;1;0;1;0;0,6;0,3464101615137755;0;0;0,251370348967611790;No HOIs;2,03640388536143e-01;TRUE;TRUE;FALSE
3;1;0;1;0;0,6;0,3464101615137755;0;0;0,251370348967611790;Constrained HOIs;1,00000000000002e+00;TRUE;TRUE;TRUE
3;1;0;1;0;0,6;0,3464101615137755;0;0;0,251370348967611790;Constrained HOIs;1,00000000000003e+00;TRUE;TRUE;TRUE
3;1;0;1;0;0,6;0,3464101615137755;0;0;0,251370348967611790;Constrained HOIs;1,00000000000003e+00;TRUE;TRUE;TRUE
3;1;0;1;0;0,7;0,4041451884327381;0;0;0,466836785431951284;No HOIs;7,22302748418615e-01;TRUE;TRUE;FALSE
3;1;0;1;0;0,7;0,4041451884327381;0;0;0,466836785431951284;No HOIs;4,00088336410448e-01;TRUE;TRUE;FALSE
3;1;0;1;0;0,7;0,4041451884327381;0;0;0,466836785431951284;No HOIs;1,00000000000000e-14;TRUE;TRUE;FALSE
3;1;0;1;0;0,7;0,4041451884327381;0;0;0,466836785431951284;Constrained HOIs;6,72403520258905e-01;TRUE;TRUE;FALSE
3;1;0;1;0;0,7;0,4041451884327381;0;0;0,466836785431951284;Constrained HOIs;7,47318346568607e-01;TRUE;TRUE;FALSE
3;1;0;1;0;0,7;0,4041451884327381;0;0;0,466836785431951284;Constrained HOIs;5,47415295500245e-01;TRUE;TRUE;FALSE
3;1;0;1;0;0,8;0,4618802153517007;0;0;0,806404781993478537;No HOIs;1,00000000000000e-14;TRUE;TRUE;FALSE
3;1;0;1;0;0,8;0,4618802153517007;0;0;0,806404781993478537;No HOIs;1,00000000000000e-14;TRUE;TRUE;FALSE
3;1;0;1;0;0,8;0,4618802153517007;0;0;0,806404781993478537;No HOIs;9,99999999999864e-01;TRUE;TRUE;FALSE
3;1;0;1;0;0,8;0,4618802153517007;0;0;0,806404781993478537;Constrained HOIs;1,00000000000000e-14;TRUE;TRUE;FALSE
3;1;0;1;0;0,8;0,4618802153517007;0;0;0,806404781993478537;Constrained HOIs;1,00000000000000e-14;TRUE;TRUE;FALSE
3;1;0;1;0;0,8;0,4618802153517007;0;0;0,806404781993478537;Constrained HOIs;1,00000000000077e+00;TRUE;TRUE;FALSE
3;1;0;1;0;0,9;0,5196152422706632;0;0;0,182940557831898332;No HOIs;1,00000000000000e-14;TRUE;TRUE;FALSE
3;1;0;1;0;0,9;0,5196152422706632;0;0;0,182940557831898332;No HOIs;1,00000000000000e-14;TRUE;TRUE;FALSE
3;1;0;1;0;0,9;0,5196152422706632;0;0;0,182940557831898332;No HOIs;1,00000000000186e+00;TRUE;TRUE;FALSE
3;1;0;1;0;0,9;0,5196152422706632;0;0;0,182940557831898332;Constrained HOIs;3,80864872731870e-01;TRUE;TRUE;FALSE
3;1;0;1;0;0,9;0,5196152422706632;0;0;0,182940557831898332;Constrained HOIs;2,92275544734087e-01;TRUE;TRUE;FALSE
3;1;0;1;0;0,9;0,5196152422706632;0;0;0,182940557831898332;Constrained HOIs;7,39891219475837e-01;TRUE;TRUE;FALSE
3;1;0;1;0;1,0;0,5773502691896258;0;0;0,784173450898379087;No HOIs;1,00000000000572e+00;TRUE;TRUE;FALSE
3;1;0;1;0;1,0;0,5773502691896258;0;0;0,784173450898379087;No HOIs;1,00000000000000e-14;TRUE;TRUE;FALSE
3;1;0;1;0;1,0;0,5773502691896258;0;0;0,784173450898379087;No HOIs;1,00000000000000e-14;TRUE;TRUE;FALSE
3;1;0;1;0;1,0;0,5773502691896258;0;0;0,784173450898379087;Constrained HOIs;4,28849011526748e-01;TRUE;TRUE;FALSE
3;1;0;1;0;1,0;0,5773502691896258;0;0;0,784173450898379087;Constrained HOIs;4,76989465215514e-01;TRUE;TRUE;FALSE
3;1;0;1;0;1,0;0,5773502691896258;0;0;0,784173450898379087;Constrained HOIs;6,01935323945662e-01;TRUE;TRUE;FALSE
3;1;0;1;0;0,1;0,0577350269189626;0;0;0,062909878091886640;No HOIs;6,75594567743465e-01;TRUE;TRUE;FALSE
3;1;0;1;0;0,1;0,0577350269189626;0;0;0,062909878091886640;No HOIs;8,52256919883810e-01;TRUE;TRUE;FALSE
3;1;0;1;0;0,1;0,0577350269189626;0;0;0,062909878091886640;No HOIs;8,53192038595806e-01;TRUE;TRUE;FALSE
3;1;0;1;0;0,1;0,0577350269189626;0;0;0,062909878091886640;Constrained HOIs;1,00000000000000e+00;TRUE;TRUE;TRUE
3;1;0;1;0;0,1;0,0577350269189626;0;0;0,062909878091886640;Constrained HOIs;1,00000000000000e+00;TRUE;TRUE;TRUE
3;1;0;1;0;0,1;0,0577350269189626;0;0;0,062909878091886640;Constrained HOIs;1,00000000000000e+00;TRUE;TRUE;TRUE
3;1;0;1;0;0,2;0,1154700538379252;0;0;0,766619460657238960;No HOIs;6,20417521752030e-01;TRUE;TRUE;FALSE
3;1;0;1;0;0,2;0,1154700538379252;0;0;0,766619460657238960;No HOIs;8,73501223590720e-01;TRUE;TRUE;FALSE
3;1;0;1;0;0,2;0,1154700538379252;0;0;0,766619460657238960;No HOIs;6,74180661852859e-01;TRUE;TRUE;FALSE
3;1;0;1;0;0,2;0,1154700538379252;0;0;0,766619460657238960;Constrained HOIs;1,00000000000000e+00;TRUE;TRUE;TRUE
3;1;0;1;0;0,2;0,1154700538379252;0;0;0,766619460657238960;Constrained HOIs;1,00000000000000e+00;TRUE;TRUE;TRUE
3;1;0;1;0;0,2;0,1154700538379252;0;0;0,766619460657238960;Constrained HOIs;1,00000000000000e+00;TRUE;TRUE;TRUE
3;1;0;1;0;0,3;0,1732050807568878;0;0;0,131081370636820793;No HOIs;7,59926408919973e-01;TRUE;TRUE;FALSE
3;1;0;1;0;0,3;0,1732050807568878;0;0;0,131081370636820793;No HOIs;6,13705234961769e-01;TRUE;TRUE;FALSE
3;1;0;1;0;0,3;0,1732050807568878;0;0;0,131081370636820793;No HOIs;2,79150357165470e-01;TRUE;TRUE;FALSE
3;1;0;1;0;0,3;0,1732050807568878;0;0;0,131081370636820793;Constrained HOIs;1,00000000000000e+00;TRUE;TRUE;TRUE
3;1;0;1;0;0,3;0,1732050807568878;0;0;0,131081370636820793;Constrained HOIs;1,00000000000000e+00;TRUE;TRUE;TRUE
3;1;0;1;0;0,3;0,1732050807568878;0;0;0,131081370636820793;Constrained HOIs;1,00000000000000e+00;TRUE;TRUE;TRUE
3;1;0;1;0;0,4;0,2309401076758503;0;0;0,459279715549200773;No HOIs;5,35922493900312e-01;TRUE;TRUE;FALSE
3;1;0;1;0;0,4;0,2309401076758503;0;0;0,459279715549200773;No HOIs;2,77108742824868e-01;TRUE;TRUE;FALSE
