S;MuR;SigmaR;MuD;SigmaD;MuA;SigmaA;RhoA;b;ParsID;Type;Abd;Equilibrium;Stability;TargetAbd
3;1;0;1;0;1,0;0,5773502691896258;0;0;0,163174538174644113;Constrained HOIs;8,44622937640901e-01;TRUE;TRUE;FALSE
3;1;0;1;0;0,1;0,0577350269189626;0;0;0,239434309303760529;No HOIs;9,03038074263900e-01;TRUE;TRUE;FALSE
3;1;0;1;0;0,1;0,0577350269189626;0;0;0,239434309303760529;No HOIs;9,07613269460731e-01;TRUE;TRUE;FALSE
3;1;0;1;0;0,1;0,0577350269189626;0;0;0,239434309303760529;No HOIs;7,85009233900540e-01;TRUE;TRUE;FALSE
3;1;0;1;0;0,1;0,0577350269189626;0;0;0,239434309303760529;Constrained HOIs;1,00000000000000e+00;TRUE;TRUE;TRUE
3;1;0;1;0;0,1;0,0577350269189626;0;0;0,239434309303760529;Constrained HOIs;1,00000000000000e+00;TRUE;TRUE;TRUE
3;1;0;1;0;0,1;0,0577350269189626;0;0;0,239434309303760529;Constrained HOIs;1,00000000000000e+00;TRUE;TRUE;TRUE
3;1;0;1;0;0,2;0,1154700538379252;0;0;0,131691025570034981;No HOIs;7,50749579336302e-01;TRUE;TRUE;FALSE
3;1;0;1;0;0,2;0,1154700538379252;0;0;0,131691025570034981;No HOIs;5,35563437221191e-01;TRUE;TRUE;FALSE
3;1;0;1;0;0,2;0,1154700538379252;0;0;0,131691025570034981;No HOIs;7,32115289444236e-01;TRUE;TRUE;FALSE
3;1;0;1;0;0,2;0,1154700538379252;0;0;0,131691025570034981;Constrained HOIs;1,00000000000000e+00;TRUE;TRUE;TRUE
3;1;0;1;0;0,2;0,1154700538379252;0;0;0,131691025570034981;Constrained HOIs;1,00000000000000e+00;TRUE;TRUE;TRUE
3;1;0;1;0;0,2;0,1154700538379252;0;0;0,131691025570034981;Constrained HOIs;1,00000000000000e+00;TRUE;TRUE;TRUE
3;1;0;1;0;0,3;0,1732050807568878;0;0;0,748533322941511869;No HOIs;8,21325276262439e-01;TRUE;TRUE;FALSE
3;1;0;1;0;0,3;0,1732050807568878;0;0;0,748533322941511869;No HOIs;5,98884371638563e-01;TRUE;TRUE;FALSE
3;1;0;1;0;0,3;0,1732050807568878;0;0;0,748533322941511869;No HOIs;6,17275360501983e-01;TRUE;TRUE;FALSE
3;1;0;1;0;0,3;0,1732050807568878;0;0;0,748533322941511869;Constrained HOIs;1,00000000000000e+00;TRUE;TRUE;TRUE
3;1;0;1;0;0,3;0,1732050807568878;0;0;0,748533322941511869;Constrained HOIs;1,00000000000000e+00;TRUE;TRUE;TRUE
3;1;0;1;0;0,3;0,1732050807568878;0;0;0,748533322941511869;Constrained HOIs;1,00000000000000e+00;TRUE;TRUE;TRUE
3;1;0;1;0;0,4;0,2309401076758503;0;0;0,116477112052962184;No HOIs;7,72159694441748e-01;TRUE;TRUE;FALSE
3;1;0;1;0;0,4;0,2309401076758503;0;0;0,116477112052962184;No HOIs;8,52316281576957e-01;TRUE;TRUE;FALSE
3;1;0;1;0;0,4;0,2309401076758503;0;0;0,116477112052962184;No HOIs;1,00000000000000e-14;TRUE;TRUE;FALSE
3;1;0;1;0;0,4;0,2309401076758503;0;0;0,116477112052962184;Constrained HOIs;9,99999999999999e-01;TRUE;TRUE;TRUE
3;1;0;1;0;0,4;0,2309401076758503;0;0;0,116477112052962184;Constrained HOIs;9,99999999999999e-01;TRUE;TRUE;TRUE
3;1;0;1;0;0,4;0,2309401076758503;0;0;0,116477112052962184;Constrained HOIs;9,99999999999999e-01;TRUE;TRUE;TRUE
3;1;0;1;0;0,5;0,2886751345948129;0;0;0,213725173380225897;No HOIs;4,81167275538168e-01;TRUE;TRUE;FALSE
3;1;0;1;0;0,5;0,2886751345948129;0;0;0,213725173380225897;No HOIs;8,55299717728390e-01;TRUE;TRUE;FALSE
3;1;0;1;0;0,5;0,2886751345948129;0;0;0,213725173380225897;No HOIs;1,00000000000000e-14;TRUE;TRUE;FALSE
3;1;0;1;0;0,5;0,2886751345948129;0;0;0,213725173380225897;Constrained HOIs;8,60734390997379e-01;TRUE;TRUE;FALSE
3;1;0;1;0;0,5;0,2886751345948129;0;0;0,213725173380225897;Constrained HOIs;8,84543303430677e-01;TRUE;TRUE;FALSE
3;1;0;1;0;0,5;0,2886751345948129;0;0;0,213725173380225897;Constrained HOIs;8,35199769098289e-01;TRUE;TRUE;FALSE
3;1;0;1;0;0,6;0,3464101615137755;0;0;0,727991147665306926;No HOIs;1,05133437373487e+00;TRUE;TRUE;FALSE
3;1;0;1;0;0,6;0,3464101615137755;0;0;0,727991147665306926;No HOIs;6,73630125696673e-01;TRUE;TRUE;FALSE
3;1;0;1;0;0,6;0,3464101615137755;0;0;0,727991147665306926;No HOIs;1,00000000000000e-14;TRUE;TRUE;FALSE
3;1;0;1;0;0,6;0,3464101615137755;0;0;0,727991147665306926;Constrained HOIs;1,00000000000000e+00;TRUE;TRUE;TRUE
3;1;0;1;0;0,6;0,3464101615137755;0;0;0,727991147665306926;Constrained HOIs;1,00000000000000e+00;TRUE;TRUE;TRUE
3;1;0;1;0;0,6;0,3464101615137755;0;0;0,727991147665306926;Constrained HOIs;9,99999999999999e-01;TRUE;TRUE;TRUE
3;1;0;1;0;0,7;0,4041451884327381;0;0;0,773769143968820572;No HOIs;7,89549791725211e-01;TRUE;TRUE;FALSE
3;1;0;1;0;0,7;0,4041451884327381;0;0;0,773769143968820572;No HOIs;5,84852455828400e-01;TRUE;TRUE;FALSE
3;1;0;1;0;0,7;0,4041451884327381;0;0;0,773769143968820572;No HOIs;1,00000000000000e-14;TRUE;TRUE;FALSE
3;1;0;1;0;0,7;0,4041451884327381;0;0;0,773769143968820572;Constrained HOIs;6,88547888524838e-01;TRUE;TRUE;FALSE
3;1;0;1;0;0,7;0,4041451884327381;0;0;0,773769143968820572;Constrained HOIs;7,60452225972669e-01;TRUE;TRUE;FALSE
3;1;0;1;0;0,7;0,4041451884327381;0;0;0,773769143968820572;Constrained HOIs;6,71207213386646e-01;TRUE;TRUE;FALSE
3;1;0;1;0;0,8;0,4618802153517007;0;0;0,330947912763804197;No HOIs;1,02069144573309e+00;TRUE;TRUE;FALSE
3;1;0;1;0;0,8;0,4618802153517007;0;0;0,330947912763804197;No HOIs;1,00000000000000e-14;TRUE;TRUE;FALSE
3;1;0;1;0;0,8;0,4618802153517007;0;0;0,330947912763804197;No HOIs;8,31934937184193e-01;TRUE;TRUE;FALSE
3;1;0;1;0;0,8;0,4618802153517007;0;0;0,330947912763804197;Constrained HOIs;9,58629324206512e-01;TRUE;TRUE;FALSE
3;1;0;1;0;0,8;0,4618802153517007;0;0;0,330947912763804197;Constrained HOIs;9,24002920072139e-01;TRUE;TRUE;FALSE
3;1;0;1;0;0,8;0,4618802153517007;0;0;0,330947912763804197;Constrained HOIs;9,66620114261501e-01;TRUE;TRUE;FALSE
3;1;0;1;0;0,9;0,5196152422706632;0;0;0,787975817918777466;No HOIs;2,73901619468920e-01;TRUE;TRUE;FALSE
3;1;0;1;0;0,9;0,5196152422706632;0;0;0,787975817918777466;No HOIs;7,88874614960083e-01;TRUE;TRUE;FALSE
3;1;0;1;0;0,9;0,5196152422706632;0;0;0,787975817918777466;No HOIs;1,00000000000000e-14;TRUE;TRUE;FALSE
3;1;0;1;0;0,9;0,5196152422706632;0;0;0,787975817918777466;Constrained HOIs;1,00000000000000e-14;TRUE;TRUE;FALSE
3;1;0;1;0;0,9;0,5196152422706632;0;0;0,787975817918777466;Constrained HOIs;1,00000000000000e-14;TRUE;TRUE;FALSE
3;1;0;1;0;0,9;0,5196152422706632;0;0;0,787975817918777466;Constrained HOIs;9,99999999999881e-01;TRUE;TRUE;FALSE
3;1;0;1;0;1,0;0,5773502691896258;0;0;0,889229344436898828;No HOIs;4,06386415386970e-01;TRUE;TRUE;FALSE
3;1;0;1;0;1,0;0,5773502691896258;0;0;0,889229344436898828;No HOIs;8,98171396653839e-01;TRUE;TRUE;FALSE
3;1;0;1;0;1,0;0,5773502691896258;0;0;0,889229344436898828;No HOIs;1,00000000000000e-14;TRUE;TRUE;FALSE
3;1;0;1;0;1,0;0,5773502691896258;0;0;0,889229344436898828;Constrained HOIs;5,03793968985431e-01;TRUE;TRUE;FALSE
3;1;0;1;0;1,0;0,5773502691896258;0;0;0,889229344436898828;Constrained HOIs;7,49495504784326e-01;TRUE;TRUE;FALSE
3;1;0;1;0;1,0;0,5773502691896258;0;0;0,889229344436898828;Constrained HOIs;3,48135425781232e-01;TRUE;TRUE;FALSE
3;1;0;1;0;0,1;0,0577350269189626;0;0;0,347868242766708136;No HOIs;7,61836810716168e-01;TRUE;TRUE;FALSE
3;1;0;1;0;0,1;0,0577350269189626;0;0;0,347868242766708136;No HOIs;8,94387922086355e-01;TRUE;TRUE;FALSE
3;1;0;1;0;0,1;0,0577350269189626;0;0;0,347868242766708136;No HOIs;8,64704157789449e-01;TRUE;TRUE;FALSE
3;1;0;1;0;0,1;0,0577350269189626;0;0;0,347868242766708136;Constrained HOIs;1,00000000000000e+00;TRUE;TRUE;TRUE
3;1;0;1;0;0,1;0,0577350269189626;0;0;0,347868242766708136;Constrained HOIs;1,00000000000000e+00;TRUE;TRUE;TRUE
3;1;0;1;0;0,1;0,0577350269189626;0;0;0,347868242766708136;Constrained HOIs;1,00000000000000e+00;TRUE;TRUE;TRUE
3;1;0;1;0;0,2;0,1154700538379252;0;0;0,946105153998360038;No HOIs;8,18425307694205e-01;TRUE;TRUE;FALSE
3;1;0;1;0;0,2;0,1154700538379252;0;0;0,946105153998360038;No HOIs;7,21133492274318e-01;TRUE;TRUE;FALSE
3;1;0;1;0;0,2;0,1154700538379252;0;0;0,946105153998360038;No HOIs;7,07806039477971e-01;TRUE;TRUE;FALSE
3;1;0;1;0;0,2;0,1154700538379252;0;0;0,946105153998360038;Constrained HOIs;1,00000000000000e+00;TRUE;TRUE;TRUE
3;1;0;1;0;0,2;0,1154700538379252;0;0;0,946105153998360038;Constrained HOIs;1,00000000000000e+00;TRUE;TRUE;TRUE
3;1;0;1;0;0,2;0,1154700538379252;0;0;0,946105153998360038;Constrained HOIs;1,00000000000000e+00;TRUE;TRUE;TRUE
3;1;0;1;0;0,3;0,1732050807568878;0;0;0,101130970986559987;No HOIs;9,66079965887706e-01;TRUE;TRUE;FALSE
3;1;0;1;0;0,3;0,1732050807568878;0;0;0,101130970986559987;No HOIs;3,93229943031016e-01;TRUE;TRUE;FALSE
3;1;0;1;0;0,3;0,1732050807568878;0;0;0,101130970986559987;No HOIs;6,01511858881266e-01;TRUE;TRUE;FALSE
3;1;0;1;0;0,3;0,1732050807568878;0;0;0,101130970986559987;Constrained HOIs;1,00000000000000e+00;TRUE;TRUE;TRUE
3;1;0;1;0;0,3;0,1732050807568878;0;0;0,101130970986559987;Constrained HOIs;1,00000000000000e+00;TRUE;TRUE;TRUE
3;1;0;1;0;0,3;0,1732050807568878;0;0;0,101130970986559987;Constrained HOIs;1,00000000000000e+00;TRUE;TRUE;TRUE
3;1;0;1;0;0,4;0,2309401076758503;0;0;0,997751872288063169;No HOIs;7,50149060474362e-01;TRUE;TRUE;FALSE
3;1;0;1;0;0,4;0,2309401076758503;0;0;0,997751872288063169;No HOIs;6,42622107156135e-01;TRUE;TRUE;FALSE
3;1;0;1;0;0,4;0,2309401076758503;0;0;0,997751872288063169;No HOIs;2,94689737898871e-01;TRUE;TRUE;FALSE
3;1;0;1;0;0,4;0,2309401076758503;0;0;0,997751872288063169;Constrained HOIs;1,00000000000000e+00;TRUE;TRUE;TRUE
3;1;0;1;0;0,4;0,2309401076758503;0;0;0,997751872288063169;Constrained HOIs;1,00000000000000e+00;TRUE;TRUE;TRUE
3;1;0;1;0;0,4;0,2309401076758503;0;0;0,997751872288063169;Constrained HOIs;1,00000000000000e+00;TRUE;TRUE;TRUE
3;1;0;1;0;0,5;0,2886751345948129;0;0;0,037201422499492764;No HOIs;2,06661881804283e-01;TRUE;TRUE;FALSE
3;1;0;1;0;0,5;0,2886751345948129;0;0;0,037201422499492764;No HOIs;3,51340862361802e-01;TRUE;TRUE;FALSE
3;1;0;1;0;0,5;0,2886751345948129;0;0;0,037201422499492764;No HOIs;8,78660041913154e-01;TRUE;TRUE;FALSE
3;1;0;1;0;0,5;0,2886751345948129;0;0;0,037201422499492764;Constrained HOIs;9,99999999999999e-01;TRUE;TRUE;TRUE
3;1;0;1;0;0,5;0,2886751345948129;0;0;0,037201422499492764;Constrained HOIs;9,99999999999999e-01;TRUE;TRUE;TRUE
3;1;0;1;0;0,5;0,2886751345948129;0;0;0,037201422499492764;Constrained HOIs;9,99999999999999e-01;TRUE;TRUE;TRUE
3;1;0;1;0;0,6;0,3464101615137755;0;0;0,225027516484260559;No HOIs;4,91977312979329e-02;TRUE;TRUE;FALSE
3;1;0;1;0;0,6;0,3464101615137755;0;0;0,225027516484260559;No HOIs;7,36377029508939e-01;TRUE;TRUE;FALSE
3;1;0;1;0;0,6;0,3464101615137755;0;0;0,225027516484260559;No HOIs;3,91794595954613e-01;TRUE;TRUE;FALSE
3;1;0;1;0;0,6;0,3464101615137755;0;0;0,225027516484260559;Constrained HOIs;6,22223415880538e-01;TRUE;TRUE;FALSE
3;1;0;1;0;0,6;0,3464101615137755;0;0;0,225027516484260559;Constrained HOIs;6,67090455104269e-01;TRUE;TRUE;FALSE
3;1;0;1;0;0,6;0,3464101615137755;0;0;0,225027516484260559;Constrained HOIs;7,30283781940050e-01;TRUE;TRUE;FALSE
3;1;0;1;0;0,7;0,4041451884327381;0;0;0,393780019367113709;No HOIs;1,00000000000000e-14;TRUE;TRUE;FALSE
3;1;0;1;0;0,7;0,4041451884327381;0;0;0,393780019367113709;No HOIs;2,71809308150936e-01;TRUE;TRUE;FALSE
3;1;0;1;0;0,7;0,4041451884327381;0;0;0,393780019367113709;No HOIs;9,45468271326371e-01;TRUE;TRUE;FALSE
3;1;0;1;0;0,7;0,4041451884327381;0;0;0,393780019367113709;Constrained HOIs;8,77332477984318e-01;TRUE;TRUE;FALSE
3;1;0;1;0;0,7;0,4041451884327381;0;0;0,393780019367113709;Constrained HOIs;8,91032426045225e-01;TRUE;TRUE;FALSE
3;1;0;1;0;0,7;0,4041451884327381;0;0;0,393780019367113709;Constrained HOIs;9,75553745450430e-01;TRUE;TRUE;FALSE
3;1;0;1;0;0,8;0,4618802153517007;0;0;0,418743544956669211;No HOIs;1,00000000000007e+00;TRUE;TRUE;FALSE
3;1;0;1;0;0,8;0,4618802153517007;0;0;0,418743544956669211;No HOIs;1,00000000000000e-14;TRUE;TRUE;FALSE
3;1;0;1;0;0,8;0,4618802153517007;0;0;0,418743544956669211;No HOIs;1,00000000000000e-14;TRUE;TRUE;FALSE
3;1;0;1;0;0,8;0,4618802153517007;0;0;0,418743544956669211;Constrained HOIs;9,99999999999952e-01;TRUE;TRUE;FALSE
3;1;0;1;0;0,8;0,4618802153517007;0;0;0,418743544956669211;Constrained HOIs;1,00000000000000e-14;TRUE;TRUE;FALSE
3;1;0;1;0;0,8;0,4618802153517007;0;0;0,418743544956669211;Constrained HOIs;1,00000000000000e-14;TRUE;TRUE;FALSE
3;1;0;1;0;0,9;0,5196152422706632;0;0;0,385298077017068863;No HOIs;1,00000000000000e-14;TRUE;TRUE;FALSE
3;1;0;1;0;0,9;0,5196152422706632;0;0;0,385298077017068863;No HOIs;7,71922299107643e-01;TRUE;TRUE;FALSE
3;1;0;1;0;0,9;0,5196152422706632;0;0;0,385298077017068863;No HOIs;7,52186897340788e-01;TRUE;TRUE;FALSE
3;1;0;1;0;0,9;0,5196152422706632;0;0;0,385298077017068863;Constrained HOIs;8,98353271163359e-01;TRUE;TRUE;FALSE
3;1;0;1;0;0,9;0,5196152422706632;0;0;0,385298077017068863;Constrained HOIs;9,38213963965863e-01;TRUE;TRUE;FALSE
3;1;0;1;0;0,9;0,5196152422706632;0;0;0,385298077017068863;Constrained HOIs;9,36952192887108e-01;TRUE;TRUE;FALSE
3;1;0;1;0;1,0;0,5773502691896258;0;0;0,928849909920245409;No HOIs;2,35182465113404e-01;TRUE;TRUE;FALSE
3;1;0;1;0;1,0;0,5773502691896258;0;0;0,928849909920245409;No HOIs;3,18676839400334e-01;TRUE;TRUE;FALSE
3;1;0;1;0;1,0;0,5773502691896258;0;0;0,928849909920245409;No HOIs;7,30472110081307e-01;TRUE;TRUE;FALSE
3;1;0;1;0;1,0;0,5773502691896258;0;0;0,928849909920245409;Constrained HOIs;7,87577015712424e-01;TRUE;TRUE;FALSE
3;1;0;1;0;1,0;0,5773502691896258;0;0;0,928849909920245409;Constrained HOIs;8,18409949966919e-01;TRUE;TRUE;FALSE
3;1;0;1;0;1,0;0,5773502691896258;0;0;0,928849909920245409;Constrained HOIs;8,44236692230224e-01;TRUE;TRUE;FALSE
3;1;0;1;0;0,1;0,0577350269189626;0;0;0,684821296483278275;No HOIs;8,66099660348735e-01;TRUE;TRUE;FALSE
3;1;0;1;0;0,1;0,0577350269189626;0;0;0,684821296483278275;No HOIs;8,39869110332293e-01;TRUE;TRUE;FALSE
3;1;0;1;0;0,1;0,0577350269189626;0;0;0,684821296483278275;No HOIs;6,51135131190228e-01;TRUE;TRUE;FALSE
3;1;0;1;0;0,1;0,0577350269189626;0;0;0,684821296483278275;Constrained HOIs;1,00000000000000e+00;TRUE;TRUE;TRUE
3;1;0;1;0;0,1;0,0577350269189626;0;0;0,684821296483278275;Constrained HOIs;1,00000000000000e+00;TRUE;TRUE;TRUE
3;1;0;1;0;0,1;0,0577350269189626;0;0;0,684821296483278275;Constrained HOIs;1,00000000000000e+00;TRUE;TRUE;TRUE
3;1;0;1;0;0,2;0,1154700538379252;0;0;0,900336005492135882;No HOIs;9,93084954189500e-01;TRUE;TRUE;FALSE
3;1;0;1;0;0,2;0,1154700538379252;0;0;0,900336005492135882;No HOIs;8,01886031464763e-01;TRUE;TRUE;FALSE
3;1;0;1;0;0,2;0,1154700538379252;0;0;0,900336005492135882;No HOIs;5,20020187385445e-01;TRUE;TRUE;FALSE
3;1;0;1;0;0,2;0,1154700538379252;0;0;0,900336005492135882;Constrained HOIs;1,00000000000000e+00;TRUE;TRUE;TRUE
3;1;0;1;0;0,2;0,1154700538379252;0;0;0,900336005492135882;Constrained HOIs;1,00000000000000e+00;TRUE;TRUE;TRUE
3;1;0;1;0;0,2;0,1154700538379252;0;0;0,900336005492135882;Constrained HOIs;1,00000000000000e+00;TRUE;TRUE;TRUE
3;1;0;1;0;0,3;0,1732050807568878;0;0;0,843004497000947595;No HOIs;6,45884010936848e-01;TRUE;TRUE;FALSE
3;1;0;1;0;0,3;0,1732050807568878;0;0;0,843004497000947595;No HOIs;8,21233798179714e-01;TRUE;TRUE;FALSE
3;1;0;1;0;0,3;0,1732050807568878;0;0;0,843004497000947595;No HOIs;5,29932643604420e-01;TRUE;TRUE;FALSE
3;1;0;1;0;0,3;0,1732050807568878;0;0;0,843004497000947595;Constrained HOIs;1,00000000000000e+00;TRUE;TRUE;TRUE
3;1;0;1;0;0,3;0,1732050807568878;0;0;0,843004497000947595;Constrained HOIs;1,00000000000000e+00;TRUE;TRUE;TRUE
3;1;0;1;0;0,3;0,1732050807568878;0;0;0,843004497000947595;Constrained HOIs;1,00000000000000e+00;TRUE;TRUE;TRUE
3;1;0;1;0;0,4;0,2309401076758503;0;0;0,658143452601507306;No HOIs;7,28620090782922e-01;TRUE;TRUE;FALSE
3;1;0;1;0;0,4;0,2309401076758503;0;0;0,658143452601507306;No HOIs;1,36695564856158e-01;TRUE;TRUE;FALSE
3;1;0;1;0;0,4;0,2309401076758503;0;0;0,658143452601507306;No HOIs;6,29210697808204e-01;TRUE;TRUE;FALSE
3;1;0;1;0;0,4;0,2309401076758503;0;0;0,658143452601507306;Constrained HOIs;9,99999999999999e-01;TRUE;TRUE;TRUE
3;1;0;1;0;0,4;0,2309401076758503;0;0;0,658143452601507306;Constrained HOIs;9,99999999999999e-01;TRUE;TRUE;TRUE
3;1;0;1;0;0,4;0,2309401076758503;0;0;0,658143452601507306;Constrained HOIs;9,99999999999999e-01;TRUE;TRUE;TRUE
3;1;0;1;0;0,5;0,2886751345948129;0;0;0,495174808194860816;No HOIs;4,01989978305617e-01;TRUE;TRUE;FALSE
3;1;0;1;0;0,5;0,2886751345948129;0;0;0,495174808194860816;No HOIs;5,50143498786815e-01;TRUE;TRUE;FALSE
3;1;0;1;0;0,5;0,2886751345948129;0;0;0,495174808194860816;No HOIs;6,13768533533297e-01;TRUE;TRUE;FALSE
3;1;0;1;0;0,5;0,2886751345948129;0;0;0,495174808194860816;Constrained HOIs;1,00000000000000e+00;TRUE;TRUE;TRUE
3;1;0;1;0;0,5;0,2886751345948129;0;0;0,495174808194860816;Constrained HOIs;1,00000000000000e+00;TRUE;TRUE;TRUE
3;1;0;1;0;0,5;0,2886751345948129;0;0;0,495174808194860816;Constrained HOIs;1,00000000000000e+00;TRUE;TRUE;TRUE
3;1;0;1;0;0,6;0,3464101615137755;0;0;0,948273263638839126;No HOIs;4,40424990718171e-01;TRUE;TRUE;FALSE
3;1;0;1;0;0,6;0,3464101615137755;0;0;0,948273263638839126;No HOIs;1,00000000000000e-14;TRUE;TRUE;FALSE
3;1;0;1;0;0,6;0,3464101615137755;0;0;0,948273263638839126;No HOIs;7,56147394066967e-01;TRUE;TRUE;FALSE
3;1;0;1;0;0,6;0,3464101615137755;0;0;0,948273263638839126;Constrained HOIs;5,83932976582118e-01;TRUE;TRUE;FALSE
3;1;0;1;0;0,6;0,3464101615137755;0;0;0,948273263638839126;Constrained HOIs;3,30949471200074e-01;TRUE;TRUE;FALSE
3;1;0;1;0;0,6;0,3464101615137755;0;0;0,948273263638839126;Constrained HOIs;7,10238979769192e-01;TRUE;TRUE;FALSE
3;1;0;1;0;0,7;0,4041451884327381;0;0;0,698608204256743193;No HOIs;1,00000000000000e-14;TRUE;TRUE;FALSE
3;1;0;1;0;0,7;0,4041451884327381;0;0;0,698608204256743193;No HOIs;1,00000000000000e+00;TRUE;TRUE;FALSE
3;1;0;1;0;0,7;0,4041451884327381;0;0;0,698608204256743193;No HOIs;1,00000000000000e-14;TRUE;TRUE;FALSE
3;1;0;1;0;0,7;0,4041451884327381;0;0;0,698608204256743193;Constrained HOIs;1,00000000000000e-14;TRUE;TRUE;FALSE
3;1;0;1;0;0,7;0,4041451884327381;0;0;0,698608204256743193;Constrained HOIs;9,99999999999894e-01;TRUE;TRUE;FALSE
3;1;0;1;0;0,7;0,4041451884327381;0;0;0,698608204256743193;Constrained HOIs;1,00000000000000e-14;TRUE;TRUE;FALSE
3;1;0;1;0;0,8;0,4618802153517007;0;0;0,534608745016157627;No HOIs;1,00000000000000e-14;TRUE;TRUE;FALSE
3;1;0;1;0;0,8;0,4618802153517007;0;0;0,534608745016157627;No HOIs;1,00000000000000e-14;TRUE;TRUE;FALSE
3;1;0;1;0;0,8;0,4618802153517007;0;0;0,534608745016157627;No HOIs;9,99999999998666e-01;TRUE;TRUE;FALSE
3;1;0;1;0;0,8;0,4618802153517007;0;0;0,534608745016157627;Constrained HOIs;6,07411222744025e-01;TRUE;TRUE;FALSE
3;1;0;1;0;0,8;0,4618802153517007;0;0;0,534608745016157627;Constrained HOIs;6,20656413454315e-01;TRUE;TRUE;FALSE
3;1;0;1;0;0,8;0,4618802153517007;0;0;0,534608745016157627;Constrained HOIs;7,92278160562391e-01;TRUE;TRUE;FALSE
3;1;0;1;0;0,9;0,5196152422706632;0;0;0,699657475808635354;No HOIs;1,00000000000000e-14;TRUE;TRUE;FALSE
3;1;0;1;0;0,9;0,5196152422706632;0;0;0,699657475808635354;No HOIs;9,99999999999956e-01;TRUE;TRUE;FALSE
3;1;0;1;0;0,9;0,5196152422706632;0;0;0,699657475808635354;No HOIs;1,00000000000000e-14;TRUE;TRUE;FALSE
3;1;0;1;0;0,9;0,5196152422706632;0;0;0,699657475808635354;Constrained HOIs;8,36098463936967e-01;TRUE;TRUE;FALSE
3;1;0;1;0;0,9;0,5196152422706632;0;0;0,699657475808635354;Constrained HOIs;7,00680360614433e-01;TRUE;TRUE;FALSE
3;1;0;1;0;0,9;0,5196152422706632;0;0;0,699657475808635354;Constrained HOIs;7,43465866872934e-01;TRUE;TRUE;FALSE
3;1;0;1;0;1,0;0,5773502691896258;0;0;0,307386849075555801;No HOIs;1,00000000000000e-14;TRUE;TRUE;FALSE
3;1;0;1;0;1,0;0,5773502691896258;0;0;0,307386849075555801;No HOIs;9,99999999999953e-01;TRUE;TRUE;FALSE
3;1;0;1;0;1,0;0,5773502691896258;0;0;0,307386849075555801;No HOIs;1,00000000000000e-14;TRUE;TRUE;FALSE
3;1;0;1;0;1,0;0,5773502691896258;0;0;0,307386849075555801;Constrained HOIs;1,00000000000000e-14;TRUE;TRUE;FALSE
3;1;0;1;0;1,0;0,5773502691896258;0;0;0,307386849075555801;Constrained HOIs;1,00000000000081e+00;TRUE;TRUE;FALSE
3;1;0;1;0;1,0;0,5773502691896258;0;0;0,307386849075555801;Constrained HOIs;1,00000000000000e-14;TRUE;TRUE;FALSE
3;1;0;1;0;0,1;0,0577350269189626;0;0;0,950707288924604654;No HOIs;9,63152637934431e-01;TRUE;TRUE;FALSE
3;1;0;1;0;0,1;0,0577350269189626;0;0;0,950707288924604654;No HOIs;8,45765593322417e-01;TRUE;TRUE;FALSE
3;1;0;1;0;0,1;0,0577350269189626;0;0;0,950707288924604654;No HOIs;7,97697215531475e-01;TRUE;TRUE;FALSE
3;1;0;1;0;0,1;0,0577350269189626;0;0;0,950707288924604654;Constrained HOIs;1,00000000000000e+00;TRUE;TRUE;TRUE
3;1;0;1;0;0,1;0,0577350269189626;0;0;0,950707288924604654;Constrained HOIs;1,00000000000000e+00;TRUE;TRUE;TRUE
3;1;0;1;0;0,1;0,0577350269189626;0;0;0,950707288924604654;Constrained HOIs;1,00000000000000e+00;TRUE;TRUE;TRUE
3;1;0;1;0;0,2;0,1154700538379252;0;0;0,311370630981400609;No HOIs;7,21093521592092e-01;TRUE;TRUE;FALSE
3;1;0;1;0;0,2;0,1154700538379252;0;0;0,311370630981400609;No HOIs;7,10871268648533e-01;TRUE;TRUE;FALSE
3;1;0;1;0;0,2;0,1154700538379252;0;0;0,311370630981400609;No HOIs;6,90670947540498e-01;TRUE;TRUE;FALSE
3;1;0;1;0;0,2;0,1154700538379252;0;0;0,311370630981400609;Constrained HOIs;1,00000000000000e+00;TRUE;TRUE;TRUE
3;1;0;1;0;0,2;0,1154700538379252;0;0;0,311370630981400609;Constrained HOIs;1,00000000000000e+00;TRUE;TRUE;TRUE
3;1;0;1;0;0,2;0,1154700538379252;0;0;0,311370630981400609;Constrained HOIs;1,00000000000000e+00;TRUE;TRUE;TRUE
3;1;0;1;0;0,3;0,1732050807568878;0;0;0,944535832619294524;No HOIs;4,55305863321802e-01;TRUE;TRUE;FALSE
3;1;0;1;0;0,3;0,1732050807568878;0;0;0,944535832619294524;No HOIs;7,53970809716351e-01;TRUE;TRUE;FALSE
3;1;0;1;0;0,3;0,1732050807568878;0;0;0,944535832619294524;No HOIs;7,37644161687865e-01;TRUE;TRUE;FALSE
3;1;0;1;0;0,3;0,1732050807568878;0;0;0,944535832619294524;Constrained HOIs;1,00000000000000e+00;TRUE;TRUE;TRUE
3;1;0;1;0;0,3;0,1732050807568878;0;0;0,944535832619294524;Constrained HOIs;1,00000000000000e+00;TRUE;TRUE;TRUE
3;1;0;1;0;0,3;0,1732050807568878;0;0;0,944535832619294524;Constrained HOIs;1,00000000000000e+00;TRUE;TRUE;TRUE
3;1;0;1;0;0,4;0,2309401076758503;0;0;0,806972408434376121;No HOIs;4,32918478009855e-01;TRUE;TRUE;FALSE
