Abd;Equilibrium;Stability;TargetAbd;SpID;MuA;SigmaA
1,00000000000000e+00;TRUE;TRUE;TRUE;3;0,317635270541082;0,5
1,00000000000000e+00;TRUE;TRUE;TRUE;1;0,320140280561122;0,5
1,00000000000000e+00;TRUE;TRUE;TRUE;2;0,320140280561122;0,5
1,00000000000000e+00;TRUE;TRUE;TRUE;3;0,320140280561122;0,5
1,00000000000000e+00;TRUE;TRUE;TRUE;1;0,322645290581162;0,5
1,00000000000000e+00;TRUE;TRUE;TRUE;2;0,322645290581162;0,5
1,00000000000000e+00;TRUE;TRUE;TRUE;3;0,322645290581162;0,5
1,00000000000000e+00;TRUE;TRUE;TRUE;1;0,325150300601202;0,5
1,00000000000000e+00;TRUE;TRUE;TRUE;2;0,325150300601202;0,5
1,00000000000000e+00;TRUE;TRUE;TRUE;3;0,325150300601202;0,5
1,00000000000000e+00;TRUE;TRUE;TRUE;1;0,327655310621242;0,5
1,00000000000000e+00;TRUE;TRUE;TRUE;2;0,327655310621242;0,5
1,00000000000000e+00;TRUE;TRUE;TRUE;3;0,327655310621242;0,5
1,00000000000000e+00;TRUE;TRUE;TRUE;1;0,330160320641283;0,5
1,00000000000000e+00;TRUE;TRUE;TRUE;2;0,330160320641283;0,5
1,00000000000000e+00;TRUE;TRUE;TRUE;3;0,330160320641283;0,5
1,00000000000000e+00;TRUE;TRUE;TRUE;1;0,332665330661323;0,5
1,00000000000000e+00;TRUE;TRUE;TRUE;2;0,332665330661323;0,5
1,00000000000000e+00;TRUE;TRUE;TRUE;3;0,332665330661323;0,5
1,00000000000000e+00;TRUE;TRUE;TRUE;1;0,335170340681363;0,5
1,00000000000000e+00;TRUE;TRUE;TRUE;2;0,335170340681363;0,5
1,00000000000000e+00;TRUE;TRUE;TRUE;3;0,335170340681363;0,5
1,00000000000000e+00;TRUE;TRUE;TRUE;1;0,337675350701403;0,5
1,00000000000000e+00;TRUE;TRUE;TRUE;2;0,337675350701403;0,5
1,00000000000000e+00;TRUE;TRUE;TRUE;3;0,337675350701403;0,5
1,00000000000000e+00;TRUE;TRUE;TRUE;1;0,340180360721443;0,5
1,00000000000000e+00;TRUE;TRUE;TRUE;2;0,340180360721443;0,5
1,00000000000000e+00;TRUE;TRUE;TRUE;3;0,340180360721443;0,5
1,00000000000000e+00;TRUE;TRUE;TRUE;1;0,342685370741483;0,5
1,00000000000000e+00;TRUE;TRUE;TRUE;2;0,342685370741483;0,5
1,00000000000000e+00;TRUE;TRUE;TRUE;3;0,342685370741483;0,5
1,00000000000000e+00;TRUE;TRUE;TRUE;1;0,345190380761523;0,5
1,00000000000000e+00;TRUE;TRUE;TRUE;2;0,345190380761523;0,5
1,00000000000000e+00;TRUE;TRUE;TRUE;3;0,345190380761523;0,5
1,00000000000000e+00;TRUE;TRUE;TRUE;1;0,347695390781563;0,5
1,00000000000000e+00;TRUE;TRUE;TRUE;2;0,347695390781563;0,5
1,00000000000000e+00;TRUE;TRUE;TRUE;3;0,347695390781563;0,5
1,00000000000000e+00;TRUE;TRUE;TRUE;1;0,350200400801603;0,5
1,00000000000000e+00;TRUE;TRUE;TRUE;2;0,350200400801603;0,5
1,00000000000000e+00;TRUE;TRUE;TRUE;3;0,350200400801603;0,5
1,00000000000000e+00;TRUE;TRUE;TRUE;1;0,352705410821643;0,5
9,99999999999999e-01;TRUE;TRUE;TRUE;2;0,352705410821643;0,5
1,00000000000000e+00;TRUE;TRUE;TRUE;3;0,352705410821643;0,5
1,00000000000000e+00;TRUE;TRUE;TRUE;1;0,355210420841683;0,5
1,00000000000000e+00;TRUE;TRUE;TRUE;2;0,355210420841683;0,5
1,00000000000000e+00;TRUE;TRUE;TRUE;3;0,355210420841683;0,5
1,00000000000000e+00;TRUE;TRUE;TRUE;1;0,357715430861723;0,5
1,00000000000000e+00;TRUE;TRUE;TRUE;2;0,357715430861723;0,5
1,00000000000000e+00;TRUE;TRUE;TRUE;3;0,357715430861723;0,5
1,00000000000000e+00;TRUE;TRUE;TRUE;1;0,360220440881764;0,5
1,00000000000000e+00;TRUE;TRUE;TRUE;2;0,360220440881764;0,5
1,00000000000000e+00;TRUE;TRUE;TRUE;3;0,360220440881764;0,5
1,00000000000000e+00;TRUE;TRUE;TRUE;1;0,362725450901804;0,5
1,00000000000000e+00;TRUE;TRUE;TRUE;2;0,362725450901804;0,5
1,00000000000000e+00;TRUE;TRUE;TRUE;3;0,362725450901804;0,5
1,00000000000000e+00;TRUE;TRUE;TRUE;1;0,365230460921844;0,5
9,99999999999999e-01;TRUE;TRUE;TRUE;2;0,365230460921844;0,5
1,00000000000000e+00;TRUE;TRUE;TRUE;3;0,365230460921844;0,5
1,00000000000000e+00;TRUE;TRUE;TRUE;1;0,367735470941884;0,5
9,99999999999999e-01;TRUE;TRUE;TRUE;2;0,367735470941884;0,5
1,00000000000000e+00;TRUE;TRUE;TRUE;3;0,367735470941884;0,5
1,00000000000000e+00;TRUE;TRUE;TRUE;1;0,370240480961924;0,5
1,00000000000000e+00;TRUE;TRUE;TRUE;2;0,370240480961924;0,5
1,00000000000000e+00;TRUE;TRUE;TRUE;3;0,370240480961924;0,5
1,00000000000000e+00;TRUE;TRUE;TRUE;1;0,372745490981964;0,5
1,00000000000000e+00;TRUE;TRUE;TRUE;2;0,372745490981964;0,5
1,00000000000000e+00;TRUE;TRUE;TRUE;3;0,372745490981964;0,5
1,00000000000000e+00;TRUE;TRUE;TRUE;1;0,375250501002004;0,5
1,00000000000000e+00;TRUE;TRUE;TRUE;2;0,375250501002004;0,5
1,00000000000000e+00;TRUE;TRUE;TRUE;3;0,375250501002004;0,5
1,00000000000000e+00;TRUE;TRUE;TRUE;1;0,377755511022044;0,5
1,00000000000000e+00;TRUE;TRUE;TRUE;2;0,377755511022044;0,5
1,00000000000000e+00;TRUE;TRUE;TRUE;3;0,377755511022044;0,5
1,00000000000000e+00;TRUE;TRUE;TRUE;1;0,380260521042084;0,5
9,99999999999999e-01;TRUE;TRUE;TRUE;2;0,380260521042084;0,5
1,00000000000000e+00;TRUE;TRUE;TRUE;3;0,380260521042084;0,5
1,00000000000000e+00;TRUE;TRUE;TRUE;1;0,382765531062124;0,5
1,00000000000000e+00;TRUE;TRUE;TRUE;2;0,382765531062124;0,5
1,00000000000000e+00;TRUE;TRUE;TRUE;3;0,382765531062124;0,5
1,00000000000000e+00;TRUE;TRUE;TRUE;1;0,385270541082164;0,5
1,00000000000000e+00;TRUE;TRUE;TRUE;2;0,385270541082164;0,5
1,00000000000000e+00;TRUE;TRUE;TRUE;3;0,385270541082164;0,5
1,00000000000000e+00;TRUE;TRUE;TRUE;1;0,387775551102204;0,5
1,00000000000000e+00;TRUE;TRUE;TRUE;2;0,387775551102204;0,5
1,00000000000000e+00;TRUE;TRUE;TRUE;3;0,387775551102204;0,5
1,00000000000000e+00;TRUE;TRUE;TRUE;1;0,390280561122245;0,5
9,99999999999999e-01;TRUE;TRUE;TRUE;2;0,390280561122245;0,5
1,00000000000000e+00;TRUE;TRUE;TRUE;3;0,390280561122245;0,5
1,00000000000000e+00;TRUE;TRUE;TRUE;1;0,392785571142285;0,5
1,00000000000000e+00;TRUE;TRUE;TRUE;2;0,392785571142285;0,5
1,00000000000000e+00;TRUE;TRUE;TRUE;3;0,392785571142285;0,5
1,00000000000000e+00;TRUE;TRUE;TRUE;1;0,395290581162325;0,5
1,00000000000000e+00;TRUE;TRUE;TRUE;2;0,395290581162325;0,5
1,00000000000000e+00;TRUE;TRUE;TRUE;3;0,395290581162325;0,5
1,00000000000000e+00;TRUE;TRUE;TRUE;1;0,397795591182365;0,5
1,00000000000000e+00;TRUE;TRUE;TRUE;2;0,397795591182365;0,5
1,00000000000000e+00;TRUE;TRUE;TRUE;3;0,397795591182365;0,5
1,00000000000000e+00;TRUE;TRUE;TRUE;1;0,400300601202405;0,5
1,00000000000000e+00;TRUE;TRUE;TRUE;2;0,400300601202405;0,5
1,00000000000000e+00;TRUE;TRUE;TRUE;3;0,400300601202405;0,5
1,00000000000000e+00;TRUE;TRUE;TRUE;1;0,402805611222445;0,5
9,99999999999999e-01;TRUE;TRUE;TRUE;2;0,402805611222445;0,5
1,00000000000000e+00;TRUE;TRUE;TRUE;3;0,402805611222445;0,5
1,00000000000000e+00;TRUE;TRUE;TRUE;1;0,405310621242485;0,5
1,00000000000000e+00;TRUE;TRUE;TRUE;2;0,405310621242485;0,5
1,00000000000000e+00;TRUE;TRUE;TRUE;3;0,405310621242485;0,5
1,00000000000000e+00;TRUE;TRUE;TRUE;1;0,407815631262525;0,5
9,99999999999999e-01;TRUE;TRUE;TRUE;2;0,407815631262525;0,5
1,00000000000000e+00;TRUE;TRUE;TRUE;3;0,407815631262525;0,5
1,00000000000000e+00;TRUE;TRUE;TRUE;1;0,410320641282565;0,5
1,00000000000000e+00;TRUE;TRUE;TRUE;2;0,410320641282565;0,5
1,00000000000000e+00;TRUE;TRUE;TRUE;3;0,410320641282565;0,5
1,00000000000000e+00;TRUE;TRUE;TRUE;1;0,412825651302605;0,5
1,00000000000000e+00;TRUE;TRUE;TRUE;2;0,412825651302605;0,5
1,00000000000000e+00;TRUE;TRUE;TRUE;3;0,412825651302605;0,5
1,00000000000000e+00;TRUE;TRUE;TRUE;1;0,415330661322645;0,5
1,00000000000000e+00;TRUE;TRUE;TRUE;2;0,415330661322645;0,5
1,00000000000000e+00;TRUE;TRUE;TRUE;3;0,415330661322645;0,5
1,00000000000000e+00;TRUE;TRUE;TRUE;1;0,417835671342685;0,5
1,00000000000000e+00;TRUE;TRUE;TRUE;2;0,417835671342685;0,5
1,00000000000000e+00;TRUE;TRUE;TRUE;3;0,417835671342685;0,5
1,00000000000000e+00;TRUE;TRUE;TRUE;1;0,420340681362725;0,5
1,00000000000000e+00;TRUE;TRUE;TRUE;2;0,420340681362725;0,5
1,00000000000000e+00;TRUE;TRUE;TRUE;3;0,420340681362725;0,5
1,00000000000000e+00;TRUE;TRUE;TRUE;1;0,422845691382766;0,5
9,99999999999999e-01;TRUE;TRUE;TRUE;2;0,422845691382766;0,5
1,00000000000000e+00;TRUE;TRUE;TRUE;3;0,422845691382766;0,5
1,00000000000000e+00;TRUE;TRUE;TRUE;1;0,425350701402806;0,5
1,00000000000000e+00;TRUE;TRUE;TRUE;2;0,425350701402806;0,5
1,00000000000000e+00;TRUE;TRUE;TRUE;3;0,425350701402806;0,5
1,00000000000000e+00;TRUE;TRUE;TRUE;1;0,427855711422846;0,5
1,00000000000000e+00;TRUE;TRUE;TRUE;2;0,427855711422846;0,5
1,00000000000000e+00;TRUE;TRUE;TRUE;3;0,427855711422846;0,5
1,00000000000000e+00;TRUE;TRUE;TRUE;1;0,430360721442886;0,5
1,00000000000000e+00;TRUE;TRUE;TRUE;2;0,430360721442886;0,5
1,00000000000000e+00;TRUE;TRUE;TRUE;3;0,430360721442886;0,5
1,00000000000000e+00;TRUE;TRUE;TRUE;1;0,432865731462926;0,5
9,99999999999999e-01;TRUE;TRUE;TRUE;2;0,432865731462926;0,5
1,00000000000000e+00;TRUE;TRUE;TRUE;3;0,432865731462926;0,5
1,00000000000000e+00;TRUE;TRUE;TRUE;1;0,435370741482966;0,5
1,00000000000000e+00;TRUE;TRUE;TRUE;2;0,435370741482966;0,5
1,00000000000000e+00;TRUE;TRUE;TRUE;3;0,435370741482966;0,5
1,00000000000000e+00;TRUE;TRUE;TRUE;1;0,437875751503006;0,5
9,99999999999999e-01;TRUE;TRUE;TRUE;2;0,437875751503006;0,5
1,00000000000000e+00;TRUE;TRUE;TRUE;3;0,437875751503006;0,5
1,00000000000000e+00;TRUE;TRUE;TRUE;1;0,440380761523046;0,5
1,00000000000000e+00;TRUE;TRUE;TRUE;2;0,440380761523046;0,5
1,00000000000000e+00;TRUE;TRUE;TRUE;3;0,440380761523046;0,5
1,00000000000000e+00;TRUE;TRUE;TRUE;1;0,442885771543086;0,5
1,00000000000000e+00;TRUE;TRUE;TRUE;2;0,442885771543086;0,5
1,00000000000000e+00;TRUE;TRUE;TRUE;3;0,442885771543086;0,5
1,00000000000000e+00;TRUE;TRUE;TRUE;1;0,445390781563126;0,5
1,00000000000000e+00;TRUE;TRUE;TRUE;2;0,445390781563126;0,5
1,00000000000000e+00;TRUE;TRUE;TRUE;3;0,445390781563126;0,5
1,00000000000000e+00;TRUE;TRUE;TRUE;1;0,447895791583166;0,5
1,00000000000000e+00;TRUE;TRUE;TRUE;2;0,447895791583166;0,5
1,00000000000000e+00;TRUE;TRUE;TRUE;3;0,447895791583166;0,5
1,00000000000000e+00;TRUE;TRUE;TRUE;1;0,450400801603206;0,5
1,00000000000000e+00;TRUE;TRUE;TRUE;2;0,450400801603206;0,5
1,00000000000000e+00;TRUE;TRUE;TRUE;3;0,450400801603206;0,5
1,00000000000000e+00;TRUE;TRUE;TRUE;1;0,452905811623247;0,5
1,00000000000000e+00;TRUE;TRUE;TRUE;2;0,452905811623247;0,5
1,00000000000000e+00;TRUE;TRUE;TRUE;3;0,452905811623247;0,5
1,00000000000000e+00;TRUE;TRUE;TRUE;1;0,455410821643287;0,5
1,00000000000000e+00;TRUE;TRUE;TRUE;2;0,455410821643287;0,5
1,00000000000000e+00;TRUE;TRUE;TRUE;3;0,455410821643287;0,5
1,00000000000000e+00;TRUE;TRUE;TRUE;1;0,457915831663327;0,5
9,99999999999999e-01;TRUE;TRUE;TRUE;2;0,457915831663327;0,5
1,00000000000000e+00;TRUE;TRUE;TRUE;3;0,457915831663327;0,5
1,00000000000000e+00;TRUE;TRUE;TRUE;1;0,460420841683367;0,5
1,00000000000000e+00;TRUE;TRUE;TRUE;2;0,460420841683367;0,5
1,00000000000000e+00;TRUE;TRUE;TRUE;3;0,460420841683367;0,5
1,00000000000000e+00;TRUE;TRUE;TRUE;1;0,462925851703407;0,5
9,99999999999999e-01;TRUE;TRUE;TRUE;2;0,462925851703407;0,5
9,99999999999999e-01;TRUE;TRUE;TRUE;3;0,462925851703407;0,5
1,00000000000000e+00;TRUE;TRUE;TRUE;1;0,465430861723447;0,5
1,00000000000000e+00;TRUE;TRUE;TRUE;2;0,465430861723447;0,5
1,00000000000000e+00;TRUE;TRUE;TRUE;3;0,465430861723447;0,5
1,00000000000000e+00;TRUE;TRUE;TRUE;1;0,467935871743487;0,5
1,00000000000000e+00;TRUE;TRUE;TRUE;2;0,467935871743487;0,5
1,00000000000000e+00;TRUE;TRUE;TRUE;3;0,467935871743487;0,5
1,00000000000000e+00;TRUE;TRUE;TRUE;1;0,470440881763527;0,5
1,00000000000000e+00;TRUE;TRUE;TRUE;2;0,470440881763527;0,5
1,00000000000000e+00;TRUE;TRUE;TRUE;3;0,470440881763527;0,5
1,00000000000000e+00;TRUE;TRUE;TRUE;1;0,472945891783567;0,5
1,00000000000000e+00;TRUE;TRUE;TRUE;2;0,472945891783567;0,5
1,00000000000000e+00;TRUE;TRUE;TRUE;3;0,472945891783567;0,5
1,00000000000000e+00;TRUE;TRUE;TRUE;1;0,475450901803607;0,5
1,00000000000000e+00;TRUE;TRUE;TRUE;2;0,475450901803607;0,5
1,00000000000000e+00;TRUE;TRUE;TRUE;3;0,475450901803607;0,5
1,00000000000000e+00;TRUE;TRUE;TRUE;1;0,477955911823647;0,5
1,00000000000000e+00;TRUE;TRUE;TRUE;2;0,477955911823647;0,5
1,00000000000000e+00;TRUE;TRUE;TRUE;3;0,477955911823647;0,5
1,00000000000000e+00;TRUE;TRUE;TRUE;1;0,480460921843687;0,5
1,00000000000000e+00;TRUE;TRUE;TRUE;2;0,480460921843687;0,5
1,00000000000000e+00;TRUE;TRUE;TRUE;3;0,480460921843687;0,5
1,00000000000000e+00;TRUE;TRUE;TRUE;1;0,482965931863727;0,5
1,00000000000000e+00;TRUE;TRUE;TRUE;2;0,482965931863727;0,5
1,00000000000000e+00;TRUE;TRUE;TRUE;3;0,482965931863727;0,5
1,00000000000000e+00;TRUE;TRUE;TRUE;1;0,485470941883767;0,5
1,00000000000000e+00;TRUE;TRUE;TRUE;2;0,485470941883767;0,5
1,00000000000000e+00;TRUE;TRUE;TRUE;3;0,485470941883767;0,5
1,00000000000000e+00;TRUE;TRUE;TRUE;1;0,487975951903808;0,5
1,00000000000000e+00;TRUE;TRUE;TRUE;2;0,487975951903808;0,5
1,00000000000000e+00;TRUE;TRUE;TRUE;3;0,487975951903808;0,5
1,00000000000000e+00;TRUE;TRUE;TRUE;1;0,490480961923848;0,5
1,00000000000000e+00;TRUE;TRUE;TRUE;2;0,490480961923848;0,5
1,00000000000000e+00;TRUE;TRUE;TRUE;3;0,490480961923848;0,5
1,00000000000000e+00;TRUE;TRUE;TRUE;1;0,492985971943888;0,5
1,00000000000000e+00;TRUE;TRUE;TRUE;2;0,492985971943888;0,5
1,00000000000000e+00;TRUE;TRUE;TRUE;3;0,492985971943888;0,5
9,99999999999999e-01;TRUE;TRUE;TRUE;1;0,495490981963928;0,5
9,99999999999998e-01;TRUE;TRUE;TRUE;2;0,495490981963928;0,5
9,99999999999999e-01;TRUE;TRUE;TRUE;3;0,495490981963928;0,5
1,00000000000000e+00;TRUE;TRUE;TRUE;1;0,497995991983968;0,5
9,99999999999998e-01;TRUE;TRUE;TRUE;2;0,497995991983968;0,5
9,99999999999999e-01;TRUE;TRUE;TRUE;3;0,497995991983968;0,5
1,00000000000000e+00;TRUE;TRUE;TRUE;1;0,500501002004008;0,5
1,00000000000000e+00;TRUE;TRUE;TRUE;2;0,500501002004008;0,5
1,00000000000000e+00;TRUE;TRUE;TRUE;3;0,500501002004008;0,5
1,00000000000000e+00;TRUE;TRUE;TRUE;1;0,503006012024048;0,5
1,00000000000000e+00;TRUE;TRUE;TRUE;2;0,503006012024048;0,5
1,00000000000000e+00;TRUE;TRUE;TRUE;3;0,503006012024048;0,5
1,00000000000000e+00;TRUE;TRUE;TRUE;1;0,505511022044088;0,5
1,00000000000000e+00;TRUE;TRUE;TRUE;2;0,505511022044088;0,5
1,00000000000000e+00;TRUE;TRUE;TRUE;3;0,505511022044088;0,5
1,00000000000000e+00;TRUE;TRUE;TRUE;1;0,508016032064128;0,5
1,00000000000000e+00;TRUE;TRUE;TRUE;2;0,508016032064128;0,5
1,00000000000000e+00;TRUE;TRUE;TRUE;3;0,508016032064128;0,5
1,00000000000000e+00;TRUE;TRUE;TRUE;1;0,510521042084168;0,5
1,00000000000000e+00;TRUE;TRUE;TRUE;2;0,510521042084168;0,5
1,00000000000000e+00;TRUE;TRUE;TRUE;3;0,510521042084168;0,5
1,00000000000000e+00;TRUE;TRUE;TRUE;1;0,513026052104208;0,5
1,00000000000000e+00;TRUE;TRUE;TRUE;2;0,513026052104208;0,5
1,00000000000000e+00;TRUE;TRUE;TRUE;3;0,513026052104208;0,5
1,00000000000000e+00;TRUE;TRUE;TRUE;1;0,515531062124248;0,5
9,99999999999998e-01;TRUE;TRUE;TRUE;2;0,515531062124248;0,5
9,99999999999999e-01;TRUE;TRUE;TRUE;3;0,515531062124248;0,5
1,00000000000000e+00;TRUE;TRUE;TRUE;1;0,518036072144288;0,5
1,00000000000000e+00;TRUE;TRUE;TRUE;2;0,518036072144288;0,5
1,00000000000000e+00;TRUE;TRUE;TRUE;3;0,518036072144288;0,5
1,00000000000000e+00;TRUE;TRUE;TRUE;1;0,520541082164329;0,5
1,00000000000000e+00;TRUE;TRUE;TRUE;2;0,520541082164329;0,5
1,00000000000000e+00;TRUE;TRUE;TRUE;3;0,520541082164329;0,5
1,00000000000000e+00;TRUE;TRUE;TRUE;1;0,523046092184369;0,5
1,00000000000000e+00;TRUE;TRUE;TRUE;2;0,523046092184369;0,5
1,00000000000000e+00;TRUE;TRUE;TRUE;3;0,523046092184369;0,5
1,00000000000000e+00;TRUE;TRUE;TRUE;1;0,525551102204409;0,5
1,00000000000001e+00;TRUE;TRUE;TRUE;2;0,525551102204409;0,5
1,00000000000000e+00;TRUE;TRUE;TRUE;3;0,525551102204409;0,5
1,00000000000000e+00;TRUE;TRUE;TRUE;1;0,528056112224449;0,5
1,00000000000000e+00;TRUE;TRUE;TRUE;2;0,528056112224449;0,5
1,00000000000000e+00;TRUE;TRUE;TRUE;3;0,528056112224449;0,5
1,00000000000000e+00;TRUE;TRUE;TRUE;1;0,530561122244489;0,5
9,99999999999997e-01;TRUE;TRUE;TRUE;2;0,530561122244489;0,5
9,99999999999999e-01;TRUE;TRUE;TRUE;3;0,530561122244489;0,5
9,99999999999998e-01;TRUE;TRUE;TRUE;1;0,533066132264529;0,5
9,99999999999992e-01;TRUE;TRUE;TRUE;2;0,533066132264529;0,5
9,99999999999996e-01;TRUE;TRUE;TRUE;3;0,533066132264529;0,5
9,99999999999997e-01;TRUE;TRUE;TRUE;1;0,535571142284569;0,5
9,99999999999987e-01;TRUE;TRUE;TRUE;2;0,535571142284569;0,5
9,99999999999993e-01;TRUE;TRUE;TRUE;3;0,535571142284569;0,5
1,00000000000000e+00;TRUE;TRUE;TRUE;1;0,538076152304609;0,5
1,00000000000000e+00;TRUE;TRUE;TRUE;2;0,538076152304609;0,5
