S;MuR;SigmaR;MuD;SigmaD;MuA;SigmaA;RhoA;MuB;SigmaB;Intra;SelfReg;scaling;DistB;ParsID;Feasible;Eigenvalue;Stable;Type
20;1;0;1;0;0;0,2777777777777778;1;0;0;None;Quadratic;FALSE;Normal;0,99173586582764983;1;1,06279260576046464;FALSE;Feasible Pairwise
20;1;0;1;0;0;0,2777777777777778;1;0;0;None;Quadratic;FALSE;Normal;0,99173586582764983;1;1,04300017210676366;FALSE;Constrained HOIs
20;1;0;1;0;0;0,3333333333333333;-1;0;0;None;Quadratic;FALSE;Normal;0,16118753538466990;1;-0,99999999999999889;TRUE;Feasible Pairwise
20;1;0;1;0;0;0,3333333333333333;-1;0;0;None;Quadratic;FALSE;Normal;0,16118753538466990;1;0,10895354708209327;FALSE;Constrained HOIs
20;1;0;1;0;0;0,3333333333333333;0;0;0;None;Quadratic;FALSE;Normal;0,15592289762571454;1;0,01382783887976504;FALSE;Feasible Pairwise
20;1;0;1;0;0;0,3333333333333333;0;0;0;None;Quadratic;FALSE;Normal;0,15592289762571454;1;0,04991332205177922;FALSE;Constrained HOIs
20;1;0;1;0;0;0,3333333333333333;1;0;0;None;Quadratic;FALSE;Normal;0,69126524357125163;1;1,39458824921368918;FALSE;Feasible Pairwise
20;1;0;1;0;0;0,3333333333333333;1;0;0;None;Quadratic;FALSE;Normal;0,69126524357125163;1;0,96049889758350337;FALSE;Constrained HOIs
20;1;0;1;0;0;0,3888888888888888;-1;0;0;None;Quadratic;FALSE;Normal;0,89504118030890822;1;-0,99999999999999845;TRUE;Feasible Pairwise
20;1;0;1;0;0;0,3888888888888888;-1;0;0;None;Quadratic;FALSE;Normal;0,89504118030890822;1;0,01136836867305365;FALSE;Constrained HOIs
20;1;0;1;0;0;0,3888888888888888;0;0;0;None;Quadratic;FALSE;Normal;0,80380292306654155;1;0,61853729881572816;FALSE;Feasible Pairwise
20;1;0;1;0;0;0,3888888888888888;0;0;0;None;Quadratic;FALSE;Normal;0,80380292306654155;1;0,80849339001691822;FALSE;Constrained HOIs
20;1;0;1;0;0;0,3888888888888888;1;0;0;None;Quadratic;FALSE;Normal;0,58510427223518491;1;2,33548244507310088;FALSE;Feasible Pairwise
20;1;0;1;0;0;0,3888888888888888;1;0;0;None;Quadratic;FALSE;Normal;0,58510427223518491;1;2,13320680376706173;FALSE;Constrained HOIs
20;1;0;1;0;0;0,4444444444444444;-1;0;0;None;Quadratic;FALSE;Normal;0,68625665013678372;1;-0,99999999999999967;TRUE;Feasible Pairwise
20;1;0;1;0;0;0,4444444444444444;-1;0;0;None;Quadratic;FALSE;Normal;0,68625665013678372;1;0,09905108548441326;FALSE;Constrained HOIs
20;1;0;1;0;0;0,4444444444444444;0;0;0;None;Quadratic;FALSE;Normal;0,29128403402864933;1;0,20281871466563739;FALSE;Feasible Pairwise
20;1;0;1;0;0;0,4444444444444444;0;0;0;None;Quadratic;FALSE;Normal;0,29128403402864933;1;0,52607771174067086;FALSE;Constrained HOIs
20;1;0;1;0;0;0,4444444444444444;1;0;0;None;Quadratic;FALSE;Normal;0,29794927476905286;1;2,39606243622545234;FALSE;Feasible Pairwise
20;1;0;1;0;0;0,4444444444444444;1;0;0;None;Quadratic;FALSE;Normal;0,29794927476905286;1;2,31260178331215460;FALSE;Constrained HOIs
20;1;0;1;0;0;0,5000000000000000;-1;0;0;None;Quadratic;FALSE;Normal;0,77510890830308199;1;-0,99999999999999822;TRUE;Feasible Pairwise
20;1;0;1;0;0;0,5000000000000000;-1;0;0;None;Quadratic;FALSE;Normal;0,77510890830308199;1;0,48519266855554277;FALSE;Constrained HOIs
20;1;0;1;0;0;0,5000000000000000;0;0;0;None;Quadratic;FALSE;Normal;0,17384543200023472;1;1,10654584804476541;FALSE;Feasible Pairwise
20;1;0;1;0;0;0,5000000000000000;0;0;0;None;Quadratic;FALSE;Normal;0,17384543200023472;1;1,11520068985574716;FALSE;Constrained HOIs
20;1;0;1;0;0;0,5000000000000000;1;0;0;None;Quadratic;FALSE;Normal;0,35417576762847602;1;3,16175471708735145;FALSE;Feasible Pairwise
20;1;0;1;0;0;0,5000000000000000;1;0;0;None;Quadratic;FALSE;Normal;0,35417576762847602;1;3,20356546369871253;FALSE;Constrained HOIs
20;1;0;1;0;0;0,0000000000000000;-1;0;0;None;Quadratic;FALSE;Normal;0,51634096656925976;1;-1,00000000000000000;TRUE;Feasible Pairwise
20;1;0;1;0;0;0,0000000000000000;-1;0;0;None;Quadratic;FALSE;Normal;0,51634096656925976;1;-1,00000000000000000;TRUE;Constrained HOIs
20;1;0;1;0;0;0,0000000000000000;0;0;0;None;Quadratic;FALSE;Normal;0,20015694829635322;1;-1,00000000000000000;TRUE;Feasible Pairwise
20;1;0;1;0;0;0,0000000000000000;0;0;0;None;Quadratic;FALSE;Normal;0,20015694829635322;1;-1,00000000000000000;TRUE;Constrained HOIs
20;1;0;1;0;0;0,0000000000000000;1;0;0;None;Quadratic;FALSE;Normal;0,02716885041445494;1;-1,00000000000000000;TRUE;Feasible Pairwise
20;1;0;1;0;0;0,0000000000000000;1;0;0;None;Quadratic;FALSE;Normal;0,02716885041445494;1;-1,00000000000000000;TRUE;Constrained HOIs
20;1;0;1;0;0;0,0555555555555556;-1;0;0;None;Quadratic;FALSE;Normal;0,60734997037798166;1;-0,99999999999999845;TRUE;Feasible Pairwise
20;1;0;1;0;0;0,0555555555555556;-1;0;0;None;Quadratic;FALSE;Normal;0,60734997037798166;1;-0,84194721484512713;TRUE;Constrained HOIs
20;1;0;1;0;0;0,0555555555555556;0;0;0;None;Quadratic;FALSE;Normal;0,58342404384166002;1;-0,79236623341677159;TRUE;Feasible Pairwise
20;1;0;1;0;0;0,0555555555555556;0;0;0;None;Quadratic;FALSE;Normal;0,58342404384166002;1;-0,74956953796654568;TRUE;Constrained HOIs
20;1;0;1;0;0;0,0555555555555556;1;0;0;None;Quadratic;FALSE;Normal;0,60851908475160599;1;-0,56869471981482400;TRUE;Feasible Pairwise
20;1;0;1;0;0;0,0555555555555556;1;0;0;None;Quadratic;FALSE;Normal;0,60851908475160599;1;-0,54235648347315846;TRUE;Constrained HOIs
20;1;0;1;0;0;0,1111111111111111;-1;0;0;None;Quadratic;FALSE;Normal;0,04729438992217183;1;-0,99999999999999845;TRUE;Feasible Pairwise
20;1;0;1;0;0;0,1111111111111111;-1;0;0;None;Quadratic;FALSE;Normal;0,04729438992217183;1;-0,84097170601014903;TRUE;Constrained HOIs
20;1;0;1;0;0;0,1111111111111111;0;0;0;None;Quadratic;FALSE;Normal;0,81363319675438106;1;-0,63964128155459399;TRUE;Feasible Pairwise
20;1;0;1;0;0;0,1111111111111111;0;0;0;None;Quadratic;FALSE;Normal;0,81363319675438106;1;-0,60001163907491128;TRUE;Constrained HOIs
20;1;0;1;0;0;0,1111111111111111;1;0;0;None;Quadratic;FALSE;Normal;0,85314776469022036;1;-0,07744957275480806;TRUE;Feasible Pairwise
20;1;0;1;0;0;0,1111111111111111;1;0;0;None;Quadratic;FALSE;Normal;0,85314776469022036;1;-0,08414913472141317;TRUE;Constrained HOIs
20;1;0;1;0;0;0,1666666666666667;-1;0;0;None;Quadratic;FALSE;Normal;0,37145247031003237;1;-0,99999999999999889;TRUE;Feasible Pairwise
20;1;0;1;0;0;0,1666666666666667;-1;0;0;None;Quadratic;FALSE;Normal;0,37145247031003237;1;-0,48951056857200126;TRUE;Constrained HOIs
20;1;0;1;0;0;0,1666666666666667;0;0;0;None;Quadratic;FALSE;Normal;0,45284995762631297;1;-0,38576113087446023;TRUE;Feasible Pairwise
20;1;0;1;0;0;0,1666666666666667;0;0;0;None;Quadratic;FALSE;Normal;0,45284995762631297;1;-0,36731963077390628;TRUE;Constrained HOIs
20;1;0;1;0;0;0,1666666666666667;1;0;0;None;Quadratic;FALSE;Normal;0,42731438251212239;1;0,36110436588637479;FALSE;Feasible Pairwise
20;1;0;1;0;0;0,1666666666666667;1;0;0;None;Quadratic;FALSE;Normal;0,42731438251212239;1;0,16119267709285762;FALSE;Constrained HOIs
20;1;0;1;0;0;0,2222222222222222;-1;0;0;None;Quadratic;FALSE;Normal;0,41472479933872819;1;-0,99999999999999822;TRUE;Feasible Pairwise
20;1;0;1;0;0;0,2222222222222222;-1;0;0;None;Quadratic;FALSE;Normal;0,41472479933872819;1;-0,61596901350100719;TRUE;Constrained HOIs
20;1;0;1;0;0;0,2222222222222222;0;0;0;None;Quadratic;FALSE;Normal;0,44057314912788570;1;-0,20966380325475789;TRUE;Feasible Pairwise
20;1;0;1;0;0;0,2222222222222222;0;0;0;None;Quadratic;FALSE;Normal;0,44057314912788570;1;-0,28776278275441547;TRUE;Constrained HOIs
20;1;0;1;0;0;0,2222222222222222;1;0;0;None;Quadratic;FALSE;Normal;0,03749677632004023;1;0,57552404207763042;FALSE;Feasible Pairwise
20;1;0;1;0;0;0,2222222222222222;1;0;0;None;Quadratic;FALSE;Normal;0,03749677632004023;1;0,34094829208190736;FALSE;Constrained HOIs
20;1;0;1;0;0;0,2777777777777778;-1;0;0;None;Quadratic;FALSE;Normal;0,97286720038391650;1;-0,99999999999999978;TRUE;Feasible Pairwise
20;1;0;1;0;0;0,2777777777777778;-1;0;0;None;Quadratic;FALSE;Normal;0,97286720038391650;1;-0,14481297245455843;TRUE;Constrained HOIs
20;1;0;1;0;0;0,2777777777777778;0;0;0;None;Quadratic;FALSE;Normal;0,19814384053461254;1;0,03169059685165621;FALSE;Feasible Pairwise
20;1;0;1;0;0;0,2777777777777778;0;0;0;None;Quadratic;FALSE;Normal;0,19814384053461254;1;-0,01662221014539274;TRUE;Constrained HOIs
