S;MuR;SigmaR;MuD;SigmaD;MuA;SigmaA;RhoA;b;TargetAbd;Feasible;Eigenvalue;Stable;Type
3;1;0;1;0;-0,25;0,25;0;0;1,638138138138138;1;-1,280717639947415165;TRUE;Constrained HOIs
3;1;0;1;0;-0,25;0,25;0;0;1,639639639639640;1;-1,279588210147641902;TRUE;Constrained HOIs
3;1;0;1;0;-0,25;0,25;0;0;1,641141141141141;1;-1,278464624202469757;TRUE;Constrained HOIs
3;1;0;1;0;-0,25;0,25;0;0;1,642642642642643;1;-1,277346739823603805;TRUE;Constrained HOIs
3;1;0;1;0;-0,25;0,25;0;0;1,644144144144144;1;-1,276234419747092064;TRUE;Constrained HOIs
3;1;0;1;0;-0,25;0,25;0;0;1,645645645645646;1;-1,275127531497848743;TRUE;Constrained HOIs
3;1;0;1;0;-0,25;0,25;0;0;1,647147147147147;1;-1,274025947167987560;TRUE;Constrained HOIs
3;1;0;1;0;-0,25;0,25;0;0;1,648648648648649;1;-1,272929543207975689;TRUE;Constrained HOIs
3;1;0;1;0;-0,25;0,25;0;0;1,650150150150150;1;-1,271838200229734372;TRUE;Constrained HOIs
3;1;0;1;0;-0,25;0,25;0;0;1,651651651651652;1;-1,270751802820835330;TRUE;Constrained HOIs
3;1;0;1;0;-0,25;0,25;0;0;1,653153153153153;1;-1,269670239369085740;TRUE;Constrained HOIs
3;1;0;1;0;-0,25;0,25;0;0;1,654654654654655;1;-1,268593401896757067;TRUE;Constrained HOIs
3;1;0;1;0;-0,25;0,25;0;0;1,656156156156156;1;-1,267521185903883518;TRUE;Constrained HOIs
3;1;0;1;0;-0,25;0,25;0;0;1,657657657657658;1;-1,266453490219967337;TRUE;Constrained HOIs
3;1;0;1;0;-0,25;0,25;0;0;1,659159159159159;1;-1,265390216863601092;TRUE;Constrained HOIs
3;1;0;1;0;-0,25;0,25;0;0;1,660660660660661;1;-1,264331270909477833;TRUE;Constrained HOIs
3;1;0;1;0;-0,25;0,25;0;0;1,662162162162162;1;-1,263276560362327938;TRUE;Constrained HOIs
3;1;0;1;0;-0,25;0,25;0;0;1,663663663663664;1;-1,262225996037349418;TRUE;Constrained HOIs
3;1;0;1;0;-0,25;0,25;0;0;1,665165165165165;1;-1,261179491446728695;TRUE;Constrained HOIs
3;1;0;1;0;-0,25;0,25;0;0;1,666666666666667;1;-1,260136962691885909;TRUE;Constrained HOIs
3;1;0;1;0;-0,25;0,25;0;0;1,668168168168168;1;-1,259098328361088592;TRUE;Constrained HOIs
3;1;0;1;0;-0,25;0,25;0;0;1,669669669669670;1;-1,258063509432120197;TRUE;Constrained HOIs
3;1;0;1;0;-0,25;0,25;0;0;1,671171171171171;1;-1,257032429179718580;TRUE;Constrained HOIs
3;1;0;1;0;-0,25;0,25;0;0;1,672672672672673;1;-1,256005013087459377;TRUE;Constrained HOIs
3;1;0;1;0;-0,25;0,25;0;0;1,674174174174174;1;-1,254981188763877764;TRUE;Constrained HOIs
3;1;0;1;0;-0,25;0,25;0;0;1,675675675675676;1;-1,253960885862565044;TRUE;Constrained HOIs
3;1;0;1;0;-0,25;0,25;0;0;1,677177177177177;1;-1,252944036006002460;TRUE;Constrained HOIs
3;1;0;1;0;-0,25;0,25;0;0;1,678678678678679;1;-1,251930572712937506;TRUE;Constrained HOIs
3;1;0;1;0;-0,25;0,25;0;0;1,680180180180180;1;-1,250920431329110460;TRUE;Constrained HOIs
3;1;0;1;0;-0,25;0,25;0;0;1,681681681681682;1;-1,249913548961104182;TRUE;Constrained HOIs
3;1;0;1;0;-0,25;0,25;0;0;1,683183183183183;1;-1,248909864413240811;TRUE;Constrained HOIs
3;1;0;1;0;-0,25;0,25;0;0;1,684684684684685;1;-1,247909318127229605;TRUE;Constrained HOIs
3;1;0;1;0;-0,25;0,25;0;0;1,686186186186186;1;-1,246911852124531928;TRUE;Constrained HOIs
3;1;0;1;0;-0,25;0,25;0;0;1,687687687687688;1;-1,245917409951238453;TRUE;Constrained HOIs
3;1;0;1;0;-0,25;0,25;0;0;1,689189189189189;1;-1,244925936625359331;TRUE;Constrained HOIs
3;1;0;1;0;-0,25;0,25;0;0;1,690690690690691;1;-1,243937378586353004;TRUE;Constrained HOIs
3;1;0;1;0;-0,25;0,25;0;0;1,692192192192192;1;-1,242951683646854599;TRUE;Constrained HOIs
3;1;0;1;0;-0,25;0,25;0;0;1,693693693693694;1;-1,241968800946395612;TRUE;Constrained HOIs
3;1;0;1;0;-0,25;0,25;0;0;1,695195195195195;1;-1,240988680907117558;TRUE;Constrained HOIs
3;1;0;1;0;-0,25;0,25;0;0;1,696696696696697;1;-1,240011275191291285;TRUE;Constrained HOIs
3;1;0;1;0;-0,25;0,25;0;0;1,698198198198198;1;-1,239036536660594878;TRUE;Constrained HOIs
3;1;0;1;0;-0,25;0,25;0;0;1,699699699699700;1;-1,238064419337072009;TRUE;Constrained HOIs
3;1;0;1;0;-0,25;0,25;0;0;1,701201201201201;1;-1,237094878365642803;TRUE;Constrained HOIs
3;1;0;1;0;-0,25;0,25;0;0;1,702702702702703;1;-1,236127869978161264;TRUE;Constrained HOIs
3;1;0;1;0;-0,25;0,25;0;0;1,704204204204204;1;-1,235163351458859360;TRUE;Constrained HOIs
3;1;0;1;0;-0,25;0,25;0;0;1,705705705705706;1;-1,234201281111204418;TRUE;Constrained HOIs
3;1;0;1;0;-0,25;0,25;0;0;1,707207207207207;1;-1,233241618226015746;TRUE;Constrained HOIs
3;1;0;1;0;-0,25;0,25;0;0;1,708708708708709;1;-1,232284323050840236;TRUE;Constrained HOIs
3;1;0;1;0;-0,25;0,25;0;0;1,710210210210210;1;-1,231329356760513916;TRUE;Constrained HOIs
3;1;0;1;0;-0,25;0,25;0;0;1,711711711711712;1;-1,230376681428837271;TRUE;Constrained HOIs
3;1;0;1;0;-0,25;0,25;0;0;1,713213213213213;1;-1,229426260001336590;TRUE;Constrained HOIs
3;1;0;1;0;-0,25;0,25;0;0;1,714714714714715;1;-1,228478056269038277;TRUE;Constrained HOIs
3;1;0;1;0;-0,25;0,25;0;0;1,716216216216216;1;-1,227532034843242359;TRUE;Constrained HOIs
3;1;0;1;0;-0,25;0,25;0;0;1,717717717717718;1;-1,226588161131220822;TRUE;Constrained HOIs
3;1;0;1;0;-0,25;0,25;0;0;1,719219219219219;1;-1,225646401312793454;TRUE;Constrained HOIs
3;1;0;1;0;-0,25;0,25;0;0;1,720720720720721;1;-1,224706722317806307;TRUE;Constrained HOIs
3;1;0;1;0;-0,25;0,25;0;0;1,722222222222222;1;-1,223769091804376874;TRUE;Constrained HOIs
3;1;0;1;0;-0,25;0,25;0;0;1,723723723723724;1;-1,222833478137943297;TRUE;Constrained HOIs
3;1;0;1;0;-0,25;0,25;0;0;1,725225225225225;1;-1,221899850371078511;TRUE;Constrained HOIs
3;1;0;1;0;-0,25;0,25;0;0;1,726726726726727;1;-1,220968178223984513;TRUE;Constrained HOIs
3;1;0;1;0;-0,25;0,25;0;0;1,728228228228228;1;-1,220038432065705614;TRUE;Constrained HOIs
3;1;0;1;0;-0,25;0,25;0;0;1,729729729729730;1;-1,219110582895973405;TRUE;Constrained HOIs
3;1;0;1;0;-0,25;0,25;0;0;1,731231231231231;1;-1,218184602327707200;TRUE;Constrained HOIs
3;1;0;1;0;-0,25;0,25;0;0;1,732732732732733;1;-1,217260462570098234;TRUE;Constrained HOIs
3;1;0;1;0;-0,25;0,25;0;0;1,734234234234234;1;-1,216338136412270066;TRUE;Constrained HOIs
3;1;0;1;0;-0,25;0,25;0;0;1,735735735735736;1;-1,215417597207517186;TRUE;Constrained HOIs
3;1;0;1;0;-0,25;0,25;0;0;1,737237237237237;1;-1,214498818858053442;TRUE;Constrained HOIs
3;1;0;1;0;-0,25;0,25;0;0;1,738738738738739;1;-1,213581775800272711;TRUE;Constrained HOIs
3;1;0;1;0;-0,25;0,25;0;0;1,740240240240240;1;-1,212666442990519844;TRUE;Constrained HOIs
3;1;0;1;0;-0,25;0,25;0;0;1,741741741741742;1;-1,211752795891303913;TRUE;Constrained HOIs
3;1;0;1;0;-0,25;0,25;0;0;1,743243243243243;1;-1,210840810457996630;TRUE;Constrained HOIs
3;1;0;1;0;-0,25;0,25;0;0;1,744744744744745;1;-1,209930463125930888;TRUE;Constrained HOIs
3;1;0;1;0;-0,25;0,25;0;0;1,746246246246246;1;-1,209021730797935401;TRUE;Constrained HOIs
3;1;0;1;0;-0,25;0,25;0;0;1,747747747747748;1;-1,208114590832279900;TRUE;Constrained HOIs
3;1;0;1;0;-0,25;0,25;0;0;1,749249249249249;1;-1,207209021030974272;TRUE;Constrained HOIs
3;1;0;1;0;-0,25;0,25;0;0;1,750750750750751;1;-1,206304999628487584;TRUE;Constrained HOIs
3;1;0;1;0;-0,25;0,25;0;0;1,752252252252252;1;-1,205402505280763314;TRUE;Constrained HOIs
3;1;0;1;0;-0,25;0,25;0;0;1,753753753753754;1;-1,204501517054636262;TRUE;Constrained HOIs
3;1;0;1;0;-0,25;0,25;0;0;1,755255255255255;1;-1,203602014417542110;TRUE;Constrained HOIs
3;1;0;1;0;-0,25;0,25;0;0;1,756756756756757;1;-1,202703977227557619;TRUE;Constrained HOIs
3;1;0;1;0;-0,25;0,25;0;0;1,758258258258258;1;-1,201807385723753008;TRUE;Constrained HOIs
3;1;0;1;0;-0,25;0,25;0;0;1,759759759759760;1;-1,200912220516826334;TRUE;Constrained HOIs
3;1;0;1;0;-0,25;0,25;0;0;1,761261261261261;1;-1,200018462580036305;TRUE;Constrained HOIs
3;1;0;1;0;-0,25;0,25;0;0;1,762762762762763;1;-1,199126093240399538;TRUE;Constrained HOIs
3;1;0;1;0;-0,25;0,25;0;0;1,764264264264264;1;-1,198235094170157611;TRUE;Constrained HOIs
3;1;0;1;0;-0,25;0,25;0;0;1,765765765765766;1;-1,197345447378495464;TRUE;Constrained HOIs
3;1;0;1;0;-0,25;0,25;0;0;1,767267267267267;1;-1,196457135203499833;TRUE;Constrained HOIs
3;1;0;1;0;-0,25;0,25;0;0;1,768768768768769;1;-1,195570140304374140;TRUE;Constrained HOIs
3;1;0;1;0;-0,25;0,25;0;0;1,770270270270270;1;-1,194684445653857452;TRUE;Constrained HOIs
3;1;0;1;0;-0,25;0,25;0;0;1,771771771771772;1;-1,193800034530887677;TRUE;Constrained HOIs
3;1;0;1;0;-0,25;0,25;0;0;1,773273273273273;1;-1,192916890513452621;TRUE;Constrained HOIs
3;1;0;1;0;-0,25;0,25;0;0;1,774774774774775;1;-1,192034997471669744;TRUE;Constrained HOIs
3;1;0;1;0;-0,25;0,25;0;0;1,776276276276276;1;-1,191154339561046882;TRUE;Constrained HOIs
3;1;0;1;0;-0,25;0,25;0;0;1,777777777777778;1;-1,190274901215951253;TRUE;Constrained HOIs
3;1;0;1;0;-0,25;0,25;0;0;1,779279279279279;1;-1,189396667143242547;TRUE;Constrained HOIs
3;1;0;1;0;-0,25;0,25;0;0;1,780780780780781;1;-1,188519622316112745;TRUE;Constrained HOIs
3;1;0;1;0;-0,25;0,25;0;0;1,782282282282282;1;-1,187643751968066042;TRUE;Constrained HOIs
3;1;0;1;0;-0,25;0,25;0;0;1,783783783783784;1;-1,186769041587094842;TRUE;Constrained HOIs
3;1;0;1;0;-0,25;0,25;0;0;1,785285285285285;1;-1,185895476909998081;TRUE;Constrained HOIs
3;1;0;1;0;-0,25;0,25;0;0;1,786786786786787;1;-1,185023043916876295;TRUE;Constrained HOIs
3;1;0;1;0;-0,25;0,25;0;0;1,788288288288288;1;-1,184151728825733718;TRUE;Constrained HOIs
3;1;0;1;0;-0,25;0,25;0;0;1,789789789789790;1;-1,183281518087301976;TRUE;Constrained HOIs
3;1;0;1;0;-0,25;0,25;0;0;1,791291291291291;1;-1,182412398379921292;TRUE;Constrained HOIs
3;1;0;1;0;-0,25;0,25;0;0;1,792792792792793;1;-1,181544356604622426;TRUE;Constrained HOIs
3;1;0;1;0;-0,25;0,25;0;0;1,794294294294294;1;-1,180677379880294531;TRUE;Constrained HOIs
3;1;0;1;0;-0,25;0,25;0;0;1,795795795795796;1;-1,179811455539028664;TRUE;Constrained HOIs
3;1;0;1;0;-0,25;0,25;0;0;1,797297297297297;1;-1,178946571121540554;TRUE;Constrained HOIs
3;1;0;1;0;-0,25;0,25;0;0;1,798798798798799;1;-1,178082714372739037;TRUE;Constrained HOIs
3;1;0;1;0;-0,25;0,25;0;0;1,800300300300300;1;-1,177219873237407288;TRUE;Constrained HOIs
3;1;0;1;0;-0,25;0,25;0;0;1,801801801801802;1;-1,176358035855988859;TRUE;Constrained HOIs
3;1;0;1;0;-0,25;0,25;0;0;1,803303303303303;1;-1,175497190560492511;TRUE;Constrained HOIs
3;1;0;1;0;-0,25;0,25;0;0;1,804804804804805;1;-1,174637325870497184;TRUE;Constrained HOIs
3;1;0;1;0;-0,25;0,25;0;0;1,806306306306306;1;-1,173778430489258451;TRUE;Constrained HOIs
3;1;0;1;0;-0,25;0,25;0;0;1,807807807807808;1;-1,172920493299924649;TRUE;Constrained HOIs
3;1;0;1;0;-0,25;0,25;0;0;1,809309309309309;1;-1,172063503361836290;TRUE;Constrained HOIs
3;1;0;1;0;-0,25;0,25;0;0;1,810810810810811;1;-1,171207449906921827;TRUE;Constrained HOIs
3;1;0;1;0;-0,25;0,25;0;0;1,812312312312312;1;-1,170352322336195350;TRUE;Constrained HOIs
3;1;0;1;0;-0,25;0,25;0;0;1,813813813813814;1;-1,169498110216325770;TRUE;Constrained HOIs
3;1;0;1;0;-0,25;0,25;0;0;1,815315315315315;1;-1,168644803276306376;TRUE;Constrained HOIs
3;1;0;1;0;-0,25;0,25;0;0;1,816816816816817;1;-1,167792391404194552;TRUE;Constrained HOIs
3;1;0;1;0;-0,25;0,25;0;0;1,818318318318318;1;-1,166940864643937426;TRUE;Constrained HOIs
3;1;0;1;0;-0,25;0,25;0;0;1,819819819819820;1;-1,166090213192282787;TRUE;Constrained HOIs
3;1;0;1;0;-0,25;0,25;0;0;1,821321321321321;1;-1,165240427395751066;TRUE;Constrained HOIs
3;1;0;1;0;-0,25;0,25;0;0;1,822822822822823;1;-1,164391497747689463;TRUE;Constrained HOIs
3;1;0;1;0;-0,25;0,25;0;0;1,824324324324324;1;-1,163543414885402472;TRUE;Constrained HOIs
3;1;0;1;0;-0,25;0,25;0;0;1,825825825825826;1;-1,162696169587336126;TRUE;Constrained HOIs
3;1;0;1;0;-0,25;0,25;0;0;1,827327327327327;1;-1,161849752770340860;TRUE;Constrained HOIs
3;1;0;1;0;-0,25;0,25;0;0;1,828828828828829;1;-1,161004155487012302;TRUE;Constrained HOIs
3;1;0;1;0;-0,25;0,25;0;0;1,830330330330330;1;-1,160159368923058931;TRUE;Constrained HOIs
3;1;0;1;0;-0,25;0,25;0;0;1,831831831831832;1;-1,159315384394765891;TRUE;Constrained HOIs
3;1;0;1;0;-0,25;0,25;0;0;1,833333333333333;1;-1,158472193346506751;TRUE;Constrained HOIs
3;1;0;1;0;-0,25;0,25;0;0;1,834834834834835;1;-1,157629787348314343;TRUE;Constrained HOIs
3;1;0;1;0;-0,25;0,25;0;0;1,836336336336336;1;-1,156788158093497110;TRUE;Constrained HOIs
3;1;0;1;0;-0,25;0,25;0;0;1,837837837837838;1;-1,155947297396338946;TRUE;Constrained HOIs
3;1;0;1;0;-0,25;0,25;0;0;1,839339339339339;1;-1,155107197189814805;TRUE;Constrained HOIs
3;1;0;1;0;-0,25;0,25;0;0;1,840840840840841;1;-1,154267849523393563;TRUE;Constrained HOIs
3;1;0;1;0;-0,25;0,25;0;0;1,842342342342342;1;-1,153429246560869093;TRUE;Constrained HOIs
3;1;0;1;0;-0,25;0,25;0;0;1,843843843843844;1;-1,152591380578244173;TRUE;Constrained HOIs
3;1;0;1;0;-0,25;0,25;0;0;1,845345345345345;1;-1,151754243961679025;TRUE;Constrained HOIs
3;1;0;1;0;-0,25;0,25;0;0;1,846846846846847;1;-1,150917829205458931;TRUE;Constrained HOIs
3;1;0;1;0;-0,25;0,25;0;0;1,848348348348348;1;-1,150082128910029144;TRUE;Constrained HOIs
3;1;0;1;0;-0,25;0,25;0;0;1,849849849849850;1;-1,149247135780064655;TRUE;Constrained HOIs
3;1;0;1;0;-0,25;0,25;0;0;1,851351351351351;1;-1,148412842622587915;TRUE;Constrained HOIs
3;1;0;1;0;-0,25;0,25;0;0;1,852852852852853;1;-1,147579242345122985;TRUE;Constrained HOIs
3;1;0;1;0;-0,25;0,25;0;0;1,854354354354354;1;-1,146746327953890976;TRUE;Constrained HOIs
3;1;0;1;0;-0,25;0,25;0;0;1,855855855855856;1;-1,145914092552049013;TRUE;Constrained HOIs
3;1;0;1;0;-0,25;0,25;0;0;1,857357357357357;1;-1,145082529337972499;TRUE;Constrained HOIs
3;1;0;1;0;-0,25;0,25;0;0;1,858858858858859;1;-1,144251631603553143;TRUE;Constrained HOIs
3;1;0;1;0;-0,25;0,25;0;0;1,860360360360360;1;-1,143421392732567377;TRUE;Constrained HOIs
3;1;0;1;0;-0,25;0,25;0;0;1,861861861861862;1;-1,142591806199045656;TRUE;Constrained HOIs
3;1;0;1;0;-0,25;0,25;0;0;1,863363363363363;1;-1,141762865565705720;TRUE;Constrained HOIs
3;1;0;1;0;-0,25;0,25;0;0;1,864864864864865;1;-1,140934564482402269;TRUE;Constrained HOIs
3;1;0;1;0;-0,25;0,25;0;0;1,866366366366366;1;-1,140106896684606408;TRUE;Constrained HOIs
3;1;0;1;0;-0,25;0,25;0;0;1,867867867867868;1;-1,139279855991945034;TRUE;Constrained HOIs
3;1;0;1;0;-0,25;0,25;0;0;1,869369369369369;1;-1,138453436306728683;TRUE;Constrained HOIs
3;1;0;1;0;-0,25;0,25;0;0;1,870870870870871;1;-1,137627631612556645;TRUE;Constrained HOIs
3;1;0;1;0;-0,25;0,25;0;0;1,872372372372372;1;-1,136802435972908309;TRUE;Constrained HOIs
3;1;0;1;0;-0,25;0,25;0;0;1,873873873873874;1;-1,135977843529794029;TRUE;Constrained HOIs
3;1;0;1;0;-0,25;0,25;0;0;1,875375375375375;1;-1,135153848502421514;TRUE;Constrained HOIs
3;1;0;1;0;-0,25;0,25;0;0;1,876876876876877;1;-1,134330445185901093;TRUE;Constrained HOIs
3;1;0;1;0;-0,25;0,25;0;0;1,878378378378378;1;-1,133507627949955188;TRUE;Constrained HOIs
3;1;0;1;0;-0,25;0,25;0;0;1,879879879879880;1;-1,132685391237671979;TRUE;Constrained HOIs
3;1;0;1;0;-0,25;0,25;0;0;1,881381381381381;1;-1,131863729564294374;TRUE;Constrained HOIs
3;1;0;1;0;-0,25;0,25;0;0;1,882882882882883;1;-1,131042637516002536;TRUE;Constrained HOIs
3;1;0;1;0;-0,25;0,25;0;0;1,884384384384384;1;-1,130222109748750814;TRUE;Constrained HOIs
3;1;0;1;0;-0,25;0,25;0;0;1,885885885885886;1;-1,129402140987109782;TRUE;Constrained HOIs
3;1;0;1;0;-0,25;0,25;0;0;1,887387387387387;1;-1,128582726023142246;TRUE;Constrained HOIs
3;1;0;1;0;-0,25;0,25;0;0;1,888888888888889;1;-1,127763859715306349;TRUE;Constrained HOIs
3;1;0;1;0;-0,25;0,25;0;0;1,890390390390390;1;-1,126945536987350671;TRUE;Constrained HOIs
3;1;0;1;0;-0,25;0,25;0;0;1,891891891891892;1;-1,126127752827272399;TRUE;Constrained HOIs
3;1;0;1;0;-0,25;0,25;0;0;1,893393393393393;1;-1,125310502286275716;TRUE;Constrained HOIs
3;1;0;1;0;-0,25;0,25;0;0;1,894894894894895;1;-1,124493780477741067;TRUE;Constrained HOIs
3;1;0;1;0;-0,25;0,25;0;0;1,896396396396396;1;-1,123677582576236844;TRUE;Constrained HOIs
3;1;0;1;0;-0,25;0,25;0;0;1,897897897897898;1;-1,122861903816530393;TRUE;Constrained HOIs
3;1;0;1;0;-0,25;0,25;0;0;1,899399399399399;1;-1,122046739492637890;TRUE;Constrained HOIs
3;1;0;1;0;-0,25;0,25;0;0;1,900900900900901;1;-1,121232084956876207;TRUE;Constrained HOIs
3;1;0;1;0;-0,25;0,25;0;0;1,902402402402402;1;-1,120417935618938765;TRUE;Constrained HOIs
3;1;0;1;0;-0,25;0,25;0;0;1,903903903903904;1;-1,119604286944994698;TRUE;Constrained HOIs
3;1;0;1;0;-0,25;0,25;0;0;1,905405405405405;1;-1,118791134456794678;TRUE;Constrained HOIs
3;1;0;1;0;-0,25;0,25;0;0;1,906906906906907;1;-1,117978473730808719;TRUE;Constrained HOIs
3;1;0;1;0;-0,25;0,25;0;0;1,908408408408408;1;-1,117166300397359757;TRUE;Constrained HOIs
3;1;0;1;0;-0,25;0,25;0;0;1,909909909909910;1;-1,116354610139799419;TRUE;Constrained HOIs
3;1;0;1;0;-0,25;0,25;0;0;1,911411411411411;1;-1,115543398693673582;TRUE;Constrained HOIs
3;1;0;1;0;-0,25;0,25;0;0;1,912912912912913;1;-1,114732661845928563;TRUE;Constrained HOIs
3;1;0;1;0;-0,25;0,25;0;0;1,914414414414414;1;-1,113922395434108648;TRUE;Constrained HOIs
3;1;0;1;0;-0,25;0,25;0;0;1,915915915915916;1;-1,113112595345582045;TRUE;Constrained HOIs
3;1;0;1;0;-0,25;0,25;0;0;1,917417417417417;1;-1,112303257516788602;TRUE;Constrained HOIs
3;1;0;1;0;-0,25;0,25;0;0;1,918918918918919;1;-1,111494377932481736;TRUE;Constrained HOIs
3;1;0;1;0;-0,25;0,25;0;0;1,920420420420420;1;-1,110685952624999917;TRUE;Constrained HOIs
3;1;0;1;0;-0,25;0,25;0;0;1,921921921921922;1;-1,109877977673543459;TRUE;Constrained HOIs
3;1;0;1;0;-0,25;0,25;0;0;1,923423423423423;1;-1,109070449203472641;TRUE;Constrained HOIs
3;1;0;1;0;-0,25;0,25;0;0;1,924924924924925;1;-1,108263363385608047;TRUE;Constrained HOIs
3;1;0;1;0;-0,25;0,25;0;0;1,926426426426426;1;-1,107456716435561539;TRUE;Constrained HOIs
3;1;0;1;0;-0,25;0,25;0;0;1,927927927927928;1;-1,106650504613050146;TRUE;Constrained HOIs
3;1;0;1;0;-0,25;0,25;0;0;1,929429429429429;1;-1,105844724221253905;TRUE;Constrained HOIs
3;1;0;1;0;-0,25;0,25;0;0;1,930930930930931;1;-1,105039371606170606;TRUE;Constrained HOIs
3;1;0;1;0;-0,25;0,25;0;0;1,932432432432432;1;-1,104234443155972745;TRUE;Constrained HOIs
3;1;0;1;0;-0,25;0,25;0;0;1,933933933933934;1;-1,103429935300398457;TRUE;Constrained HOIs
3;1;0;1;0;-0,25;0,25;0;0;1,935435435435436;1;-1,102625844510138009;TRUE;Constrained HOIs
3;1;0;1;0;-0,25;0,25;0;0;1,936936936936937;1;-1,101822167296228949;TRUE;Constrained HOIs
3;1;0;1;0;-0,25;0,25;0;0;1,938438438438438;1;-1,101018900209476126;TRUE;Constrained HOIs
3;1;0;1;0;-0,25;0,25;0;0;1,939939939939940;1;-1,100216039839869264;TRUE;Constrained HOIs
3;1;0;1;0;-0,25;0,25;0;0;1,941441441441441;1;-1,099413582816014756;TRUE;Constrained HOIs
3;1;0;1;0;-0,25;0,25;0;0;1,942942942942943;1;-1,098611525804582101;TRUE;Constrained HOIs
3;1;0;1;0;-0,25;0,25;0;0;1,944444444444444;1;-1,097809865509751681;TRUE;Constrained HOIs
3;1;0;1;0;-0,25;0,25;0;0;1,945945945945946;1;-1,097008598672681412;TRUE;Constrained HOIs
3;1;0;1;0;-0,25;0,25;0;0;1,947447447447447;1;-1,096207722070970947;TRUE;Constrained HOIs
3;1;0;1;0;-0,25;0,25;0;0;1,948948948948949;1;-1,095407232518150087;TRUE;Constrained HOIs
3;1;0;1;0;-0,25;0,25;0;0;1,950450450450451;1;-1,094607126863164082;TRUE;Constrained HOIs
3;1;0;1;0;-0,25;0,25;0;0;1,951951951951952;1;-1,093807401989877359;TRUE;Constrained HOIs
3;1;0;1;0;-0,25;0,25;0;0;1,953453453453453;1;-1,093008054816568819;TRUE;Constrained HOIs
3;1;0;1;0;-0,25;0,25;0;0;1,954954954954955;1;-1,092209082295460432;TRUE;Constrained HOIs
3;1;0;1;0;-0,25;0,25;0;0;1,956456456456456;1;-1,091410481412235844;TRUE;Constrained HOIs
3;1;0;1;0;-0,25;0,25;0;0;1,957957957957958;1;-1,090612249185567872;TRUE;Constrained HOIs
3;1;0;1;0;-0,25;0,25;0;0;1,959459459459459;1;-1,089814382666667303;TRUE;Constrained HOIs
3;1;0;1;0;-0,25;0,25;0;0;1,960960960960961;1;-1,089016878938827704;TRUE;Constrained HOIs
3;1;0;1;0;-0,25;0,25;0;0;1,962462462462462;1;-1,088219735116976006;TRUE;Constrained HOIs
3;1;0;1;0;-0,25;0,25;0;0;1,963963963963964;1;-1,087422948347243068;TRUE;Constrained HOIs
3;1;0;1;0;-0,25;0,25;0;0;1,965465465465466;1;-1,086626515806528026;TRUE;Constrained HOIs
3;1;0;1;0;-0,25;0,25;0;0;1,966966966966967;1;-1,085830434702080627;TRUE;Constrained HOIs
3;1;0;1;0;-0,25;0,25;0;0;1,968468468468468;1;-1,085034702271088225;TRUE;Constrained HOIs
3;1;0;1;0;-0,25;0,25;0;0;1,969969969969970;1;-1,084239315780247903;TRUE;Constrained HOIs
3;1;0;1;0;-0,25;0,25;0;0;1,971471471471471;1;-1,083444272525402319;TRUE;Constrained HOIs
3;1;0;1;0;-0,25;0,25;0;0;1,972972972972973;1;-1,082649569831100944;TRUE;Constrained HOIs
3;1;0;1;0;-0,25;0,25;0;0;1,974474474474474;1;-1,081855205050247681;TRUE;Constrained HOIs
3;1;0;1;0;-0,25;0,25;0;0;1,975975975975976;1;-1,081061175563703181;TRUE;Constrained HOIs
3;1;0;1;0;-0,25;0,25;0;0;1,977477477477477;1;-1,080267478779905588;TRUE;Constrained HOIs
3;1;0;1;0;-0,25;0,25;0;0;1,978978978978979;1;-1,079474112134507058;TRUE;Constrained HOIs
3;1;0;1;0;-0,25;0,25;0;0;1,980480480480481;1;-1,078681073090013820;TRUE;Constrained HOIs
3;1;0;1;0;-0,25;0,25;0;0;1,981981981981982;1;-1,077888359135421803;TRUE;Constrained HOIs
3;1;0;1;0;-0,25;0,25;0;0;1,983483483483484;1;-1,077095967785864916;TRUE;Constrained HOIs
3;1;0;1;0;-0,25;0,25;0;0;1,984984984984985;1;-1,076303896582277986;TRUE;Constrained HOIs
3;1;0;1;0;-0,25;0,25;0;0;1,986486486486486;1;-1,075512143091040596;TRUE;Constrained HOIs
3;1;0;1;0;-0,25;0,25;0;0;1,987987987987988;1;-1,074720704903656676;TRUE;Constrained HOIs
3;1;0;1;0;-0,25;0,25;0;0;1,989489489489489;1;-1,073929579636418108;TRUE;Constrained HOIs
3;1;0;1;0;-0,25;0,25;0;0;1,990990990990991;1;-1,073138764930086531;TRUE;Constrained HOIs
3;1;0;1;0;-0,25;0,25;0;0;1,992492492492492;1;-1,072348258449560277;TRUE;Constrained HOIs
3;1;0;1;0;-0,25;0,25;0;0;1,993993993993994;1;-1,071558057883573722;TRUE;Constrained HOIs
3;1;0;1;0;-0,25;0,25;0;0;1,995495495495496;1;-1,070768160944384428;TRUE;Constrained HOIs
3;1;0;1;0;-0,25;0,25;0;0;1,996996996996997;1;-1,069978565367469603;TRUE;Constrained HOIs
3;1;0;1;0;-0,25;0,25;0;0;1,998498498498499;1;-1,069189268911221014;TRUE;Constrained HOIs
3;1;0;1;0;-0,25;0,25;0;0;2,000000000000000;1;-1,068400269356653665;TRUE;Constrained HOIs
3;1;0;1;0;0,00;0,25;0;0;0,500000000000000;1;0,033251366052518092;FALSE;Constrained HOIs
3;1;0;1;0;0,00;0,25;0;0;0,501501501501502;1;0,030344509589062180;FALSE;Constrained HOIs
