S;MuR;SigmaR;MuD;SigmaD;MuA;SigmaA;RhoA;MuB;SigmaB;Intra;SelfReg;scaling;DistB;ParsID;Stable;SAD;SD
20;1;0;1;0;-0,2361111111111111;0,1;0;0;0;None;Quadratic;FALSE;Normal;0,122437567217275500;FALSE;Log Normal;0,75
20;1;0;1;0;-0,2361111111111111;0,1;0;0;0;None;Quadratic;FALSE;Normal;0,122437567217275500;TRUE;Geometric Series;0,10
20;1;0;1;0;-0,2361111111111111;0,1;0;0;0;None;Quadratic;FALSE;Normal;0,122437567217275500;FALSE;Geometric Series;0,75
20;1;0;1;0;-0,2361111111111111;0,1;0;0;0;None;Quadratic;FALSE;Normal;0,122437567217275500;TRUE;Zipf;0,10
20;1;0;1;0;-0,2361111111111111;0,1;0;0;0;None;Quadratic;FALSE;Normal;0,122437567217275500;FALSE;Zipf;0,75
20;1;0;1;0;-0,1388888888888889;0,0;0;0;0;None;Quadratic;FALSE;Normal;0,817751483526080847;TRUE;Carrying Capacities;0,10
20;1;0;1;0;-0,1388888888888889;0,0;0;0;0;None;Quadratic;FALSE;Normal;0,817751483526080847;TRUE;Carrying Capacities;0,75
20;1;0;1;0;-0,1388888888888889;0,0;0;0;0;None;Quadratic;FALSE;Normal;0,817751483526080847;TRUE;Log Normal;0,10
20;1;0;1;0;-0,1388888888888889;0,0;0;0;0;None;Quadratic;FALSE;Normal;0,817751483526080847;FALSE;Log Normal;0,75
20;1;0;1;0;-0,1388888888888889;0,0;0;0;0;None;Quadratic;FALSE;Normal;0,817751483526080847;TRUE;Geometric Series;0,10
20;1;0;1;0;-0,1388888888888889;0,0;0;0;0;None;Quadratic;FALSE;Normal;0,817751483526080847;FALSE;Geometric Series;0,75
20;1;0;1;0;-0,1388888888888889;0,0;0;0;0;None;Quadratic;FALSE;Normal;0,817751483526080847;TRUE;Zipf;0,10
20;1;0;1;0;-0,1388888888888889;0,0;0;0;0;None;Quadratic;FALSE;Normal;0,817751483526080847;TRUE;Zipf;0,75
20;1;0;1;0;-0,1388888888888889;0,1;0;0;0;None;Quadratic;FALSE;Normal;0,992936045629903674;TRUE;Carrying Capacities;0,10
20;1;0;1;0;-0,1388888888888889;0,1;0;0;0;None;Quadratic;FALSE;Normal;0,992936045629903674;TRUE;Carrying Capacities;0,75
20;1;0;1;0;-0,1388888888888889;0,1;0;0;0;None;Quadratic;FALSE;Normal;0,992936045629903674;TRUE;Log Normal;0,10
20;1;0;1;0;-0,1388888888888889;0,1;0;0;0;None;Quadratic;FALSE;Normal;0,992936045629903674;FALSE;Log Normal;0,75
20;1;0;1;0;-0,1388888888888889;0,1;0;0;0;None;Quadratic;FALSE;Normal;0,992936045629903674;TRUE;Geometric Series;0,10
20;1;0;1;0;-0,1388888888888889;0,1;0;0;0;None;Quadratic;FALSE;Normal;0,992936045629903674;FALSE;Geometric Series;0,75
20;1;0;1;0;-0,1388888888888889;0,1;0;0;0;None;Quadratic;FALSE;Normal;0,992936045629903674;TRUE;Zipf;0,10
20;1;0;1;0;-0,1388888888888889;0,1;0;0;0;None;Quadratic;FALSE;Normal;0,992936045629903674;TRUE;Zipf;0,75
20;1;0;1;0;-0,0416666666666667;0,0;0;0;0;None;Quadratic;FALSE;Normal;0,450922121759504080;TRUE;Carrying Capacities;0,10
20;1;0;1;0;-0,0416666666666667;0,0;0;0;0;None;Quadratic;FALSE;Normal;0,450922121759504080;FALSE;Carrying Capacities;0,75
20;1;0;1;0;-0,0416666666666667;0,0;0;0;0;None;Quadratic;FALSE;Normal;0,450922121759504080;TRUE;Log Normal;0,10
20;1;0;1;0;-0,0416666666666667;0,0;0;0;0;None;Quadratic;FALSE;Normal;0,450922121759504080;TRUE;Log Normal;0,75
20;1;0;1;0;-0,0416666666666667;0,0;0;0;0;None;Quadratic;FALSE;Normal;0,450922121759504080;TRUE;Geometric Series;0,10
20;1;0;1;0;-0,0416666666666667;0,0;0;0;0;None;Quadratic;FALSE;Normal;0,450922121759504080;TRUE;Geometric Series;0,75
20;1;0;1;0;-0,0416666666666667;0,0;0;0;0;None;Quadratic;FALSE;Normal;0,450922121759504080;TRUE;Zipf;0,10
20;1;0;1;0;-0,0416666666666667;0,0;0;0;0;None;Quadratic;FALSE;Normal;0,450922121759504080;TRUE;Zipf;0,75
20;1;0;1;0;-0,0416666666666667;0,1;0;0;0;None;Quadratic;FALSE;Normal;0,521518196910619736;TRUE;Carrying Capacities;0,10
20;1;0;1;0;-0,0416666666666667;0,1;0;0;0;None;Quadratic;FALSE;Normal;0,521518196910619736;TRUE;Carrying Capacities;0,75
20;1;0;1;0;-0,0416666666666667;0,1;0;0;0;None;Quadratic;FALSE;Normal;0,521518196910619736;TRUE;Log Normal;0,10
20;1;0;1;0;-0,0416666666666667;0,1;0;0;0;None;Quadratic;FALSE;Normal;0,521518196910619736;TRUE;Log Normal;0,75
20;1;0;1;0;-0,0416666666666667;0,1;0;0;0;None;Quadratic;FALSE;Normal;0,521518196910619736;TRUE;Geometric Series;0,10
20;1;0;1;0;-0,0416666666666667;0,1;0;0;0;None;Quadratic;FALSE;Normal;0,521518196910619736;TRUE;Geometric Series;0,75
20;1;0;1;0;-0,0416666666666667;0,1;0;0;0;None;Quadratic;FALSE;Normal;0,521518196910619736;TRUE;Zipf;0,10
20;1;0;1;0;-0,0416666666666667;0,1;0;0;0;None;Quadratic;FALSE;Normal;0,521518196910619736;TRUE;Zipf;0,75
20;1;0;1;0;0,0555555555555555;0,0;0;0;0;None;Quadratic;FALSE;Normal;0,302303709089756012;FALSE;Carrying Capacities;0,10
20;1;0;1;0;0,0555555555555555;0,0;0;0;0;None;Quadratic;FALSE;Normal;0,302303709089756012;FALSE;Carrying Capacities;0,75
20;1;0;1;0;0,0555555555555555;0,0;0;0;0;None;Quadratic;FALSE;Normal;0,302303709089756012;FALSE;Log Normal;0,10
20;1;0;1;0;0,0555555555555555;0,0;0;0;0;None;Quadratic;FALSE;Normal;0,302303709089756012;FALSE;Log Normal;0,75
20;1;0;1;0;0,0555555555555555;0,0;0;0;0;None;Quadratic;FALSE;Normal;0,302303709089756012;FALSE;Geometric Series;0,10
20;1;0;1;0;0,0555555555555555;0,0;0;0;0;None;Quadratic;FALSE;Normal;0,302303709089756012;FALSE;Geometric Series;0,75
20;1;0;1;0;0,0555555555555555;0,0;0;0;0;None;Quadratic;FALSE;Normal;0,302303709089756012;FALSE;Zipf;0,10
20;1;0;1;0;0,0555555555555555;0,0;0;0;0;None;Quadratic;FALSE;Normal;0,302303709089756012;FALSE;Zipf;0,75
20;1;0;1;0;0,0555555555555555;0,1;0;0;0;None;Quadratic;FALSE;Normal;0,045421826420351863;FALSE;Carrying Capacities;0,10
20;1;0;1;0;0,0555555555555555;0,1;0;0;0;None;Quadratic;FALSE;Normal;0,045421826420351863;FALSE;Carrying Capacities;0,75
20;1;0;1;0;0,0555555555555555;0,1;0;0;0;None;Quadratic;FALSE;Normal;0,045421826420351863;FALSE;Log Normal;0,10
20;1;0;1;0;0,0555555555555555;0,1;0;0;0;None;Quadratic;FALSE;Normal;0,045421826420351863;FALSE;Log Normal;0,75
20;1;0;1;0;0,0555555555555555;0,1;0;0;0;None;Quadratic;FALSE;Normal;0,045421826420351863;FALSE;Geometric Series;0,10
20;1;0;1;0;0,0555555555555555;0,1;0;0;0;None;Quadratic;FALSE;Normal;0,045421826420351863;FALSE;Geometric Series;0,75
20;1;0;1;0;0,0555555555555555;0,1;0;0;0;None;Quadratic;FALSE;Normal;0,045421826420351863;FALSE;Zipf;0,10
20;1;0;1;0;0,0555555555555555;0,1;0;0;0;None;Quadratic;FALSE;Normal;0,045421826420351863;FALSE;Zipf;0,75
20;1;0;1;0;0,1527777777777778;0,0;0;0;0;None;Quadratic;FALSE;Normal;0,607736171688884497;FALSE;Carrying Capacities;0,10
20;1;0;1;0;0,1527777777777778;0,0;0;0;0;None;Quadratic;FALSE;Normal;0,607736171688884497;FALSE;Carrying Capacities;0,75
20;1;0;1;0;0,1527777777777778;0,0;0;0;0;None;Quadratic;FALSE;Normal;0,607736171688884497;FALSE;Log Normal;0,10
20;1;0;1;0;0,1527777777777778;0,0;0;0;0;None;Quadratic;FALSE;Normal;0,607736171688884497;FALSE;Log Normal;0,75
20;1;0;1;0;0,1527777777777778;0,0;0;0;0;None;Quadratic;FALSE;Normal;0,607736171688884497;FALSE;Geometric Series;0,10
20;1;0;1;0;0,1527777777777778;0,0;0;0;0;None;Quadratic;FALSE;Normal;0,607736171688884497;FALSE;Geometric Series;0,75
20;1;0;1;0;0,1527777777777778;0,0;0;0;0;None;Quadratic;FALSE;Normal;0,607736171688884497;FALSE;Zipf;0,10
20;1;0;1;0;0,1527777777777778;0,0;0;0;0;None;Quadratic;FALSE;Normal;0,607736171688884497;FALSE;Zipf;0,75
20;1;0;1;0;0,1527777777777778;0,1;0;0;0;None;Quadratic;FALSE;Normal;0,965719220694154501;FALSE;Carrying Capacities;0,10
20;1;0;1;0;0,1527777777777778;0,1;0;0;0;None;Quadratic;FALSE;Normal;0,965719220694154501;FALSE;Carrying Capacities;0,75
20;1;0;1;0;0,1527777777777778;0,1;0;0;0;None;Quadratic;FALSE;Normal;0,965719220694154501;FALSE;Log Normal;0,10
20;1;0;1;0;0,1527777777777778;0,1;0;0;0;None;Quadratic;FALSE;Normal;0,965719220694154501;FALSE;Log Normal;0,75
20;1;0;1;0;0,1527777777777778;0,1;0;0;0;None;Quadratic;FALSE;Normal;0,965719220694154501;FALSE;Geometric Series;0,10
20;1;0;1;0;0,1527777777777778;0,1;0;0;0;None;Quadratic;FALSE;Normal;0,965719220694154501;FALSE;Geometric Series;0,75
20;1;0;1;0;0,1527777777777778;0,1;0;0;0;None;Quadratic;FALSE;Normal;0,965719220694154501;FALSE;Zipf;0,10
20;1;0;1;0;0,1527777777777778;0,1;0;0;0;None;Quadratic;FALSE;Normal;0,965719220694154501;FALSE;Zipf;0,75
20;1;0;1;0;0,2500000000000000;0,0;0;0;0;None;Quadratic;FALSE;Normal;0,584544303128495812;FALSE;Carrying Capacities;0,10
20;1;0;1;0;0,2500000000000000;0,0;0;0;0;None;Quadratic;FALSE;Normal;0,584544303128495812;FALSE;Carrying Capacities;0,75
20;1;0;1;0;0,2500000000000000;0,0;0;0;0;None;Quadratic;FALSE;Normal;0,584544303128495812;FALSE;Log Normal;0,10
20;1;0;1;0;0,2500000000000000;0,0;0;0;0;None;Quadratic;FALSE;Normal;0,584544303128495812;FALSE;Log Normal;0,75
20;1;0;1;0;0,2500000000000000;0,0;0;0;0;None;Quadratic;FALSE;Normal;0,584544303128495812;FALSE;Geometric Series;0,10
20;1;0;1;0;0,2500000000000000;0,0;0;0;0;None;Quadratic;FALSE;Normal;0,584544303128495812;FALSE;Geometric Series;0,75
20;1;0;1;0;0,2500000000000000;0,0;0;0;0;None;Quadratic;FALSE;Normal;0,584544303128495812;FALSE;Zipf;0,10
20;1;0;1;0;0,2500000000000000;0,0;0;0;0;None;Quadratic;FALSE;Normal;0,584544303128495812;FALSE;Zipf;0,75
20;1;0;1;0;0,2500000000000000;0,1;0;0;0;None;Quadratic;FALSE;Normal;0,634450271725654602;FALSE;Carrying Capacities;0,10
20;1;0;1;0;0,2500000000000000;0,1;0;0;0;None;Quadratic;FALSE;Normal;0,634450271725654602;FALSE;Carrying Capacities;0,75
20;1;0;1;0;0,2500000000000000;0,1;0;0;0;None;Quadratic;FALSE;Normal;0,634450271725654602;FALSE;Log Normal;0,10
20;1;0;1;0;0,2500000000000000;0,1;0;0;0;None;Quadratic;FALSE;Normal;0,634450271725654602;FALSE;Log Normal;0,75
20;1;0;1;0;0,2500000000000000;0,1;0;0;0;None;Quadratic;FALSE;Normal;0,634450271725654602;FALSE;Geometric Series;0,10
20;1;0;1;0;0,2500000000000000;0,1;0;0;0;None;Quadratic;FALSE;Normal;0,634450271725654602;FALSE;Geometric Series;0,75
20;1;0;1;0;0,2500000000000000;0,1;0;0;0;None;Quadratic;FALSE;Normal;0,634450271725654602;FALSE;Zipf;0,10
20;1;0;1;0;0,2500000000000000;0,1;0;0;0;None;Quadratic;FALSE;Normal;0,634450271725654602;FALSE;Zipf;0,75
20;1;0;1;0;-0,6250000000000000;0,0;0;0;0;None;Quadratic;FALSE;Normal;0,376880027819424868;FALSE;Carrying Capacities;0,10
20;1;0;1;0;-0,6250000000000000;0,0;0;0;0;None;Quadratic;FALSE;Normal;0,376880027819424868;FALSE;Carrying Capacities;0,75
20;1;0;1;0;-0,6250000000000000;0,0;0;0;0;None;Quadratic;FALSE;Normal;0,376880027819424868;FALSE;Log Normal;0,10
20;1;0;1;0;-0,6250000000000000;0,0;0;0;0;None;Quadratic;FALSE;Normal;0,376880027819424868;FALSE;Log Normal;0,75
20;1;0;1;0;-0,6250000000000000;0,0;0;0;0;None;Quadratic;FALSE;Normal;0,376880027819424868;FALSE;Geometric Series;0,10
20;1;0;1;0;-0,6250000000000000;0,0;0;0;0;None;Quadratic;FALSE;Normal;0,376880027819424868;FALSE;Geometric Series;0,75
20;1;0;1;0;-0,6250000000000000;0,0;0;0;0;None;Quadratic;FALSE;Normal;0,376880027819424868;FALSE;Zipf;0,10
20;1;0;1;0;-0,6250000000000000;0,0;0;0;0;None;Quadratic;FALSE;Normal;0,376880027819424868;FALSE;Zipf;0,75
20;1;0;1;0;-0,6250000000000000;0,1;0;0;0;None;Quadratic;FALSE;Normal;0,755838478915393353;FALSE;Carrying Capacities;0,10
20;1;0;1;0;-0,6250000000000000;0,1;0;0;0;None;Quadratic;FALSE;Normal;0,755838478915393353;FALSE;Carrying Capacities;0,75
20;1;0;1;0;-0,6250000000000000;0,1;0;0;0;None;Quadratic;FALSE;Normal;0,755838478915393353;FALSE;Log Normal;0,10
20;1;0;1;0;-0,6250000000000000;0,1;0;0;0;None;Quadratic;FALSE;Normal;0,755838478915393353;FALSE;Log Normal;0,75
20;1;0;1;0;-0,6250000000000000;0,1;0;0;0;None;Quadratic;FALSE;Normal;0,755838478915393353;FALSE;Geometric Series;0,10
20;1;0;1;0;-0,6250000000000000;0,1;0;0;0;None;Quadratic;FALSE;Normal;0,755838478915393353;FALSE;Geometric Series;0,75
20;1;0;1;0;-0,6250000000000000;0,1;0;0;0;None;Quadratic;FALSE;Normal;0,755838478915393353;FALSE;Zipf;0,10
20;1;0;1;0;-0,6250000000000000;0,1;0;0;0;None;Quadratic;FALSE;Normal;0,755838478915393353;FALSE;Zipf;0,75
20;1;0;1;0;-0,5277777777777778;0,0;0;0;0;None;Quadratic;FALSE;Normal;0,499119877116754651;FALSE;Carrying Capacities;0,10
20;1;0;1;0;-0,5277777777777778;0,0;0;0;0;None;Quadratic;FALSE;Normal;0,499119877116754651;FALSE;Carrying Capacities;0,75
20;1;0;1;0;-0,5277777777777778;0,0;0;0;0;None;Quadratic;FALSE;Normal;0,499119877116754651;FALSE;Log Normal;0,10
20;1;0;1;0;-0,5277777777777778;0,0;0;0;0;None;Quadratic;FALSE;Normal;0,499119877116754651;FALSE;Log Normal;0,75
20;1;0;1;0;-0,5277777777777778;0,0;0;0;0;None;Quadratic;FALSE;Normal;0,499119877116754651;FALSE;Geometric Series;0,10
20;1;0;1;0;-0,5277777777777778;0,0;0;0;0;None;Quadratic;FALSE;Normal;0,499119877116754651;FALSE;Geometric Series;0,75
20;1;0;1;0;-0,5277777777777778;0,0;0;0;0;None;Quadratic;FALSE;Normal;0,499119877116754651;FALSE;Zipf;0,10
20;1;0;1;0;-0,5277777777777778;0,0;0;0;0;None;Quadratic;FALSE;Normal;0,499119877116754651;FALSE;Zipf;0,75
20;1;0;1;0;-0,5277777777777778;0,1;0;0;0;None;Quadratic;FALSE;Normal;0,141464371001347899;FALSE;Carrying Capacities;0,10
20;1;0;1;0;-0,5277777777777778;0,1;0;0;0;None;Quadratic;FALSE;Normal;0,141464371001347899;FALSE;Carrying Capacities;0,75
20;1;0;1;0;-0,5277777777777778;0,1;0;0;0;None;Quadratic;FALSE;Normal;0,141464371001347899;FALSE;Log Normal;0,10
20;1;0;1;0;-0,5277777777777778;0,1;0;0;0;None;Quadratic;FALSE;Normal;0,141464371001347899;FALSE;Log Normal;0,75
20;1;0;1;0;-0,5277777777777778;0,1;0;0;0;None;Quadratic;FALSE;Normal;0,141464371001347899;FALSE;Geometric Series;0,10
20;1;0;1;0;-0,5277777777777778;0,1;0;0;0;None;Quadratic;FALSE;Normal;0,141464371001347899;FALSE;Geometric Series;0,75
20;1;0;1;0;-0,5277777777777778;0,1;0;0;0;None;Quadratic;FALSE;Normal;0,141464371001347899;FALSE;Zipf;0,10
20;1;0;1;0;-0,5277777777777778;0,1;0;0;0;None;Quadratic;FALSE;Normal;0,141464371001347899;FALSE;Zipf;0,75
