S;MuR;SigmaR;MuD;SigmaD;MuA;SigmaA;RhoA;MuB;SigmaB;Intra;SelfReg;scaling;DistB;ParsID;Stable;TargetAbd;Type
5;1;0;1;0;0,1;0,15;0;0;0;None;Quadratic;FALSE;Normal;0,1361952710431069;FALSE;3,112222222222222;Carrying Capacity
5;1;0;1;0;0,1;0,15;0;0;0;None;Quadratic;FALSE;Normal;0,1361952710431069;FALSE;3,500000000000000;Carrying Capacity
5;1;0;1;0;-0,1;0,15;0;0;0;None;Quadratic;FALSE;Normal;0,8498980007134378;FALSE;0,010000000000000;Carrying Capacity
5;1;0;1;0;-0,1;0,15;0;0;0;None;Quadratic;FALSE;Normal;0,8498980007134378;FALSE;0,397777777777778;Carrying Capacity
5;1;0;1;0;-0,1;0,15;0;0;0;None;Quadratic;FALSE;Normal;0,8498980007134378;TRUE;0,785555555555556;Carrying Capacity
5;1;0;1;0;-0,1;0,15;0;0;0;None;Quadratic;FALSE;Normal;0,8498980007134378;TRUE;1,173333333333333;Carrying Capacity
5;1;0;1;0;-0,1;0,15;0;0;0;None;Quadratic;FALSE;Normal;0,8498980007134378;TRUE;1,561111111111111;Carrying Capacity
5;1;0;1;0;-0,1;0,15;0;0;0;None;Quadratic;FALSE;Normal;0,8498980007134378;TRUE;1,948888888888889;Carrying Capacity
5;1;0;1;0;-0,1;0,15;0;0;0;None;Quadratic;FALSE;Normal;0,8498980007134378;TRUE;2,336666666666666;Carrying Capacity
5;1;0;1;0;-0,1;0,15;0;0;0;None;Quadratic;FALSE;Normal;0,8498980007134378;FALSE;2,724444444444444;Carrying Capacity
5;1;0;1;0;-0,1;0,15;0;0;0;None;Quadratic;FALSE;Normal;0,8498980007134378;FALSE;3,112222222222222;Carrying Capacity
5;1;0;1;0;-0,1;0,15;0;0;0;None;Quadratic;FALSE;Normal;0,8498980007134378;FALSE;3,500000000000000;Carrying Capacity
5;1;0;1;0;0,1;0,15;0;0;0;None;Quadratic;FALSE;Normal;0,6423775258008391;FALSE;0,010000000000000;Carrying Capacity
5;1;0;1;0;0,1;0,15;0;0;0;None;Quadratic;FALSE;Normal;0,6423775258008391;TRUE;0,397777777777778;Carrying Capacity
5;1;0;1;0;0,1;0,15;0;0;0;None;Quadratic;FALSE;Normal;0,6423775258008391;TRUE;0,785555555555556;Carrying Capacity
5;1;0;1;0;0,1;0,15;0;0;0;None;Quadratic;FALSE;Normal;0,6423775258008391;TRUE;1,173333333333333;Carrying Capacity
5;1;0;1;0;0,1;0,15;0;0;0;None;Quadratic;FALSE;Normal;0,6423775258008391;FALSE;1,561111111111111;Carrying Capacity
5;1;0;1;0;0,1;0,15;0;0;0;None;Quadratic;FALSE;Normal;0,6423775258008391;FALSE;1,948888888888889;Carrying Capacity
5;1;0;1;0;0,1;0,15;0;0;0;None;Quadratic;FALSE;Normal;0,6423775258008391;FALSE;2,336666666666666;Carrying Capacity
5;1;0;1;0;0,1;0,15;0;0;0;None;Quadratic;FALSE;Normal;0,6423775258008391;FALSE;2,724444444444444;Carrying Capacity
5;1;0;1;0;0,1;0,15;0;0;0;None;Quadratic;FALSE;Normal;0,6423775258008391;FALSE;3,112222222222222;Carrying Capacity
5;1;0;1;0;0,1;0,15;0;0;0;None;Quadratic;FALSE;Normal;0,6423775258008391;FALSE;3,500000000000000;Carrying Capacity
5;1;0;1;0;-0,1;0,15;0;0;0;None;Quadratic;FALSE;Normal;0,4568657279014587;FALSE;0,010000000000000;Carrying Capacity
5;1;0;1;0;-0,1;0,15;0;0;0;None;Quadratic;FALSE;Normal;0,4568657279014587;TRUE;0,397777777777778;Carrying Capacity
5;1;0;1;0;-0,1;0,15;0;0;0;None;Quadratic;FALSE;Normal;0,4568657279014587;TRUE;0,785555555555556;Carrying Capacity
5;1;0;1;0;-0,1;0,15;0;0;0;None;Quadratic;FALSE;Normal;0,4568657279014587;TRUE;1,173333333333333;Carrying Capacity
5;1;0;1;0;-0,1;0,15;0;0;0;None;Quadratic;FALSE;Normal;0,4568657279014587;TRUE;1,561111111111111;Carrying Capacity
5;1;0;1;0;-0,1;0,15;0;0;0;None;Quadratic;FALSE;Normal;0,4568657279014587;TRUE;1,948888888888889;Carrying Capacity
5;1;0;1;0;-0,1;0,15;0;0;0;None;Quadratic;FALSE;Normal;0,4568657279014587;TRUE;2,336666666666666;Carrying Capacity
5;1;0;1;0;-0,1;0,15;0;0;0;None;Quadratic;FALSE;Normal;0,4568657279014587;TRUE;2,724444444444444;Carrying Capacity
5;1;0;1;0;-0,1;0,15;0;0;0;None;Quadratic;FALSE;Normal;0,4568657279014587;TRUE;3,112222222222222;Carrying Capacity
5;1;0;1;0;-0,1;0,15;0;0;0;None;Quadratic;FALSE;Normal;0,4568657279014587;TRUE;3,500000000000000;Carrying Capacity
5;1;0;1;0;0,1;0,15;0;0;0;None;Quadratic;FALSE;Normal;0,8397282734513283;FALSE;0,010000000000000;Carrying Capacity
5;1;0;1;0;0,1;0,15;0;0;0;None;Quadratic;FALSE;Normal;0,8397282734513283;TRUE;0,397777777777778;Carrying Capacity
5;1;0;1;0;0,1;0,15;0;0;0;None;Quadratic;FALSE;Normal;0,8397282734513283;TRUE;0,785555555555556;Carrying Capacity
5;1;0;1;0;0,1;0,15;0;0;0;None;Quadratic;FALSE;Normal;0,8397282734513283;TRUE;1,173333333333333;Carrying Capacity
5;1;0;1;0;0,1;0,15;0;0;0;None;Quadratic;FALSE;Normal;0,8397282734513283;FALSE;1,561111111111111;Carrying Capacity
5;1;0;1;0;0,1;0,15;0;0;0;None;Quadratic;FALSE;Normal;0,8397282734513283;FALSE;1,948888888888889;Carrying Capacity
5;1;0;1;0;0,1;0,15;0;0;0;None;Quadratic;FALSE;Normal;0,8397282734513283;FALSE;2,336666666666666;Carrying Capacity
5;1;0;1;0;0,1;0,15;0;0;0;None;Quadratic;FALSE;Normal;0,8397282734513283;FALSE;2,724444444444444;Carrying Capacity
5;1;0;1;0;0,1;0,15;0;0;0;None;Quadratic;FALSE;Normal;0,8397282734513283;FALSE;3,112222222222222;Carrying Capacity
5;1;0;1;0;0,1;0,15;0;0;0;None;Quadratic;FALSE;Normal;0,8397282734513283;FALSE;3,500000000000000;Carrying Capacity
5;1;0;1;0;-0,1;0,15;0;0;0;None;Quadratic;FALSE;Normal;0,3470508561003953;FALSE;0,010000000000000;Carrying Capacity
5;1;0;1;0;-0,1;0,15;0;0;0;None;Quadratic;FALSE;Normal;0,3470508561003953;TRUE;0,397777777777778;Carrying Capacity
5;1;0;1;0;-0,1;0,15;0;0;0;None;Quadratic;FALSE;Normal;0,3470508561003953;TRUE;0,785555555555556;Carrying Capacity
5;1;0;1;0;-0,1;0,15;0;0;0;None;Quadratic;FALSE;Normal;0,3470508561003953;TRUE;1,173333333333333;Carrying Capacity
5;1;0;1;0;-0,1;0,15;0;0;0;None;Quadratic;FALSE;Normal;0,3470508561003953;TRUE;1,561111111111111;Carrying Capacity
5;1;0;1;0;-0,1;0,15;0;0;0;None;Quadratic;FALSE;Normal;0,3470508561003953;TRUE;1,948888888888889;Carrying Capacity
5;1;0;1;0;-0,1;0,15;0;0;0;None;Quadratic;FALSE;Normal;0,3470508561003953;TRUE;2,336666666666666;Carrying Capacity
5;1;0;1;0;-0,1;0,15;0;0;0;None;Quadratic;FALSE;Normal;0,3470508561003953;TRUE;2,724444444444444;Carrying Capacity
5;1;0;1;0;-0,1;0,15;0;0;0;None;Quadratic;FALSE;Normal;0,3470508561003953;FALSE;3,112222222222222;Carrying Capacity
5;1;0;1;0;-0,1;0,15;0;0;0;None;Quadratic;FALSE;Normal;0,3470508561003953;FALSE;3,500000000000000;Carrying Capacity
5;1;0;1;0;0,1;0,15;0;0;0;None;Quadratic;FALSE;Normal;0,0565623377915472;FALSE;0,010000000000000;Carrying Capacity
5;1;0;1;0;0,1;0,15;0;0;0;None;Quadratic;FALSE;Normal;0,0565623377915472;TRUE;0,397777777777778;Carrying Capacity
5;1;0;1;0;0,1;0,15;0;0;0;None;Quadratic;FALSE;Normal;0,0565623377915472;TRUE;0,785555555555556;Carrying Capacity
5;1;0;1;0;0,1;0,15;0;0;0;None;Quadratic;FALSE;Normal;0,0565623377915472;TRUE;1,173333333333333;Carrying Capacity
5;1;0;1;0;0,1;0,15;0;0;0;None;Quadratic;FALSE;Normal;0,0565623377915472;FALSE;1,561111111111111;Carrying Capacity
5;1;0;1;0;0,1;0,15;0;0;0;None;Quadratic;FALSE;Normal;0,0565623377915472;FALSE;1,948888888888889;Carrying Capacity
5;1;0;1;0;0,1;0,15;0;0;0;None;Quadratic;FALSE;Normal;0,0565623377915472;FALSE;2,336666666666666;Carrying Capacity
5;1;0;1;0;0,1;0,15;0;0;0;None;Quadratic;FALSE;Normal;0,0565623377915472;FALSE;2,724444444444444;Carrying Capacity
5;1;0;1;0;0,1;0,15;0;0;0;None;Quadratic;FALSE;Normal;0,0565623377915472;FALSE;3,112222222222222;Carrying Capacity
5;1;0;1;0;0,1;0,15;0;0;0;None;Quadratic;FALSE;Normal;0,0565623377915472;FALSE;3,500000000000000;Carrying Capacity
5;1;0;1;0;-0,1;0,15;0;0;0;None;Quadratic;FALSE;Normal;0,9607037841342390;FALSE;0,010000000000000;Carrying Capacity
5;1;0;1;0;-0,1;0,15;0;0;0;None;Quadratic;FALSE;Normal;0,9607037841342390;FALSE;0,397777777777778;Carrying Capacity
5;1;0;1;0;-0,1;0,15;0;0;0;None;Quadratic;FALSE;Normal;0,9607037841342390;TRUE;0,785555555555556;Carrying Capacity
5;1;0;1;0;-0,1;0,15;0;0;0;None;Quadratic;FALSE;Normal;0,9607037841342390;TRUE;1,173333333333333;Carrying Capacity
5;1;0;1;0;-0,1;0,15;0;0;0;None;Quadratic;FALSE;Normal;0,9607037841342390;TRUE;1,561111111111111;Carrying Capacity
5;1;0;1;0;-0,1;0,15;0;0;0;None;Quadratic;FALSE;Normal;0,9607037841342390;TRUE;1,948888888888889;Carrying Capacity
5;1;0;1;0;-0,1;0,15;0;0;0;None;Quadratic;FALSE;Normal;0,9607037841342390;TRUE;2,336666666666666;Carrying Capacity
5;1;0;1;0;-0,1;0,15;0;0;0;None;Quadratic;FALSE;Normal;0,9607037841342390;TRUE;2,724444444444444;Carrying Capacity
5;1;0;1;0;-0,1;0,15;0;0;0;None;Quadratic;FALSE;Normal;0,9607037841342390;TRUE;3,112222222222222;Carrying Capacity
5;1;0;1;0;-0,1;0,15;0;0;0;None;Quadratic;FALSE;Normal;0,9607037841342390;TRUE;3,500000000000000;Carrying Capacity
5;1;0;1;0;0,1;0,15;0;0;0;None;Quadratic;FALSE;Normal;0,8992458223365247;FALSE;0,010000000000000;Carrying Capacity
5;1;0;1;0;0,1;0,15;0;0;0;None;Quadratic;FALSE;Normal;0,8992458223365247;FALSE;0,397777777777778;Carrying Capacity
5;1;0;1;0;0,1;0,15;0;0;0;None;Quadratic;FALSE;Normal;0,8992458223365247;TRUE;0,785555555555556;Carrying Capacity
5;1;0;1;0;0,1;0,15;0;0;0;None;Quadratic;FALSE;Normal;0,8992458223365247;TRUE;1,173333333333333;Carrying Capacity
5;1;0;1;0;0,1;0,15;0;0;0;None;Quadratic;FALSE;Normal;0,8992458223365247;FALSE;1,561111111111111;Carrying Capacity
5;1;0;1;0;0,1;0,15;0;0;0;None;Quadratic;FALSE;Normal;0,8992458223365247;FALSE;1,948888888888889;Carrying Capacity
5;1;0;1;0;0,1;0,15;0;0;0;None;Quadratic;FALSE;Normal;0,8992458223365247;FALSE;2,336666666666666;Carrying Capacity
5;1;0;1;0;0,1;0,15;0;0;0;None;Quadratic;FALSE;Normal;0,8992458223365247;FALSE;2,724444444444444;Carrying Capacity
5;1;0;1;0;0,1;0,15;0;0;0;None;Quadratic;FALSE;Normal;0,8992458223365247;FALSE;3,112222222222222;Carrying Capacity
5;1;0;1;0;0,1;0,15;0;0;0;None;Quadratic;FALSE;Normal;0,8992458223365247;FALSE;3,500000000000000;Carrying Capacity
5;1;0;1;0;-0,1;0,15;0;0;0;None;Quadratic;FALSE;Normal;0,1491336948238313;FALSE;0,010000000000000;Carrying Capacity
5;1;0;1;0;-0,1;0,15;0;0;0;None;Quadratic;FALSE;Normal;0,1491336948238313;FALSE;0,397777777777778;Carrying Capacity
5;1;0;1;0;-0,1;0,15;0;0;0;None;Quadratic;FALSE;Normal;0,1491336948238313;TRUE;0,785555555555556;Carrying Capacity
5;1;0;1;0;-0,1;0,15;0;0;0;None;Quadratic;FALSE;Normal;0,1491336948238313;TRUE;1,173333333333333;Carrying Capacity
5;1;0;1;0;-0,1;0,15;0;0;0;None;Quadratic;FALSE;Normal;0,1491336948238313;TRUE;1,561111111111111;Carrying Capacity
5;1;0;1;0;-0,1;0,15;0;0;0;None;Quadratic;FALSE;Normal;0,1491336948238313;TRUE;1,948888888888889;Carrying Capacity
5;1;0;1;0;-0,1;0,15;0;0;0;None;Quadratic;FALSE;Normal;0,1491336948238313;TRUE;2,336666666666666;Carrying Capacity
5;1;0;1;0;-0,1;0,15;0;0;0;None;Quadratic;FALSE;Normal;0,1491336948238313;TRUE;2,724444444444444;Carrying Capacity
5;1;0;1;0;-0,1;0,15;0;0;0;None;Quadratic;FALSE;Normal;0,1491336948238313;FALSE;3,112222222222222;Carrying Capacity
5;1;0;1;0;-0,1;0,15;0;0;0;None;Quadratic;FALSE;Normal;0,1491336948238313;FALSE;3,500000000000000;Carrying Capacity
5;1;0;1;0;0,1;0,15;0;0;0;None;Quadratic;FALSE;Normal;0,6085824931506068;FALSE;0,010000000000000;Carrying Capacity
5;1;0;1;0;0,1;0,15;0;0;0;None;Quadratic;FALSE;Normal;0,6085824931506068;FALSE;0,397777777777778;Carrying Capacity
5;1;0;1;0;0,1;0,15;0;0;0;None;Quadratic;FALSE;Normal;0,6085824931506068;TRUE;0,785555555555556;Carrying Capacity
5;1;0;1;0;0,1;0,15;0;0;0;None;Quadratic;FALSE;Normal;0,6085824931506068;TRUE;1,173333333333333;Carrying Capacity
5;1;0;1;0;0,1;0,15;0;0;0;None;Quadratic;FALSE;Normal;0,6085824931506068;FALSE;1,561111111111111;Carrying Capacity
5;1;0;1;0;0,1;0,15;0;0;0;None;Quadratic;FALSE;Normal;0,6085824931506068;FALSE;1,948888888888889;Carrying Capacity
5;1;0;1;0;0,1;0,15;0;0;0;None;Quadratic;FALSE;Normal;0,6085824931506068;FALSE;2,336666666666666;Carrying Capacity
5;1;0;1;0;0,1;0,15;0;0;0;None;Quadratic;FALSE;Normal;0,6085824931506068;FALSE;2,724444444444444;Carrying Capacity
5;1;0;1;0;0,1;0,15;0;0;0;None;Quadratic;FALSE;Normal;0,6085824931506068;FALSE;3,112222222222222;Carrying Capacity
5;1;0;1;0;0,1;0,15;0;0;0;None;Quadratic;FALSE;Normal;0,6085824931506068;FALSE;3,500000000000000;Carrying Capacity
5;1;0;1;0;-0,1;0,15;0;0;0;None;Quadratic;FALSE;Normal;0,4747177502140403;FALSE;0,010000000000000;Carrying Capacity
5;1;0;1;0;-0,1;0,15;0;0;0;None;Quadratic;FALSE;Normal;0,4747177502140403;FALSE;0,397777777777778;Carrying Capacity
5;1;0;1;0;-0,1;0,15;0;0;0;None;Quadratic;FALSE;Normal;0,4747177502140403;FALSE;0,785555555555556;Carrying Capacity
5;1;0;1;0;-0,1;0,15;0;0;0;None;Quadratic;FALSE;Normal;0,4747177502140403;TRUE;1,173333333333333;Carrying Capacity
5;1;0;1;0;-0,1;0,15;0;0;0;None;Quadratic;FALSE;Normal;0,4747177502140403;TRUE;1,561111111111111;Carrying Capacity
5;1;0;1;0;-0,1;0,15;0;0;0;None;Quadratic;FALSE;Normal;0,4747177502140403;TRUE;1,948888888888889;Carrying Capacity
5;1;0;1;0;-0,1;0,15;0;0;0;None;Quadratic;FALSE;Normal;0,4747177502140403;TRUE;2,336666666666666;Carrying Capacity
5;1;0;1;0;-0,1;0,15;0;0;0;None;Quadratic;FALSE;Normal;0,4747177502140403;TRUE;2,724444444444444;Carrying Capacity
5;1;0;1;0;-0,1;0,15;0;0;0;None;Quadratic;FALSE;Normal;0,4747177502140403;TRUE;3,112222222222222;Carrying Capacity
5;1;0;1;0;-0,1;0,15;0;0;0;None;Quadratic;FALSE;Normal;0,4747177502140403;TRUE;3,500000000000000;Carrying Capacity
5;1;0;1;0;0,1;0,15;0;0;0;None;Quadratic;FALSE;Normal;0,4389255372807384;FALSE;0,010000000000000;Carrying Capacity
5;1;0;1;0;0,1;0,15;0;0;0;None;Quadratic;FALSE;Normal;0,4389255372807384;TRUE;0,397777777777778;Carrying Capacity
5;1;0;1;0;0,1;0,15;0;0;0;None;Quadratic;FALSE;Normal;0,4389255372807384;TRUE;0,785555555555556;Carrying Capacity
5;1;0;1;0;0,1;0,15;0;0;0;None;Quadratic;FALSE;Normal;0,4389255372807384;TRUE;1,173333333333333;Carrying Capacity
5;1;0;1;0;0,1;0,15;0;0;0;None;Quadratic;FALSE;Normal;0,4389255372807384;FALSE;1,561111111111111;Carrying Capacity
5;1;0;1;0;0,1;0,15;0;0;0;None;Quadratic;FALSE;Normal;0,4389255372807384;FALSE;1,948888888888889;Carrying Capacity
5;1;0;1;0;0,1;0,15;0;0;0;None;Quadratic;FALSE;Normal;0,4389255372807384;FALSE;2,336666666666666;Carrying Capacity
5;1;0;1;0;0,1;0,15;0;0;0;None;Quadratic;FALSE;Normal;0,4389255372807384;FALSE;2,724444444444444;Carrying Capacity
5;1;0;1;0;0,1;0,15;0;0;0;None;Quadratic;FALSE;Normal;0,4389255372807384;FALSE;3,112222222222222;Carrying Capacity
5;1;0;1;0;0,1;0,15;0;0;0;None;Quadratic;FALSE;Normal;0,4389255372807384;FALSE;3,500000000000000;Carrying Capacity
5;1;0;1;0;-0,1;0,15;0;0;0;None;Quadratic;FALSE;Normal;0,3466400159522891;FALSE;0,010000000000000;Carrying Capacity
5;1;0;1;0;-0,1;0,15;0;0;0;None;Quadratic;FALSE;Normal;0,3466400159522891;FALSE;0,397777777777778;Carrying Capacity
5;1;0;1;0;-0,1;0,15;0;0;0;None;Quadratic;FALSE;Normal;0,3466400159522891;TRUE;0,785555555555556;Carrying Capacity
5;1;0;1;0;-0,1;0,15;0;0;0;None;Quadratic;FALSE;Normal;0,3466400159522891;TRUE;1,173333333333333;Carrying Capacity
5;1;0;1;0;-0,1;0,15;0;0;0;None;Quadratic;FALSE;Normal;0,3466400159522891;TRUE;1,561111111111111;Carrying Capacity
5;1;0;1;0;-0,1;0,15;0;0;0;None;Quadratic;FALSE;Normal;0,3466400159522891;TRUE;1,948888888888889;Carrying Capacity
5;1;0;1;0;-0,1;0,15;0;0;0;None;Quadratic;FALSE;Normal;0,3466400159522891;TRUE;2,336666666666666;Carrying Capacity
5;1;0;1;0;-0,1;0,15;0;0;0;None;Quadratic;FALSE;Normal;0,3466400159522891;TRUE;2,724444444444444;Carrying Capacity
5;1;0;1;0;-0,1;0,15;0;0;0;None;Quadratic;FALSE;Normal;0,3466400159522891;FALSE;3,112222222222222;Carrying Capacity
5;1;0;1;0;-0,1;0,15;0;0;0;None;Quadratic;FALSE;Normal;0,3466400159522891;FALSE;3,500000000000000;Carrying Capacity
5;1;0;1;0;0,1;0,15;0;0;0;None;Quadratic;FALSE;Normal;0,9107708791270852;FALSE;0,010000000000000;Carrying Capacity
5;1;0;1;0;0,1;0,15;0;0;0;None;Quadratic;FALSE;Normal;0,9107708791270852;TRUE;0,397777777777778;Carrying Capacity
5;1;0;1;0;0,1;0,15;0;0;0;None;Quadratic;FALSE;Normal;0,9107708791270852;TRUE;0,785555555555556;Carrying Capacity
5;1;0;1;0;0,1;0,15;0;0;0;None;Quadratic;FALSE;Normal;0,9107708791270852;TRUE;1,173333333333333;Carrying Capacity
5;1;0;1;0;0,1;0,15;0;0;0;None;Quadratic;FALSE;Normal;0,9107708791270852;FALSE;1,561111111111111;Carrying Capacity
5;1;0;1;0;0,1;0,15;0;0;0;None;Quadratic;FALSE;Normal;0,9107708791270852;FALSE;1,948888888888889;Carrying Capacity
5;1;0;1;0;0,1;0,15;0;0;0;None;Quadratic;FALSE;Normal;0,9107708791270852;FALSE;2,336666666666666;Carrying Capacity
5;1;0;1;0;0,1;0,15;0;0;0;None;Quadratic;FALSE;Normal;0,9107708791270852;FALSE;2,724444444444444;Carrying Capacity
5;1;0;1;0;0,1;0,15;0;0;0;None;Quadratic;FALSE;Normal;0,9107708791270852;FALSE;3,112222222222222;Carrying Capacity
5;1;0;1;0;0,1;0,15;0;0;0;None;Quadratic;FALSE;Normal;0,9107708791270852;FALSE;3,500000000000000;Carrying Capacity
5;1;0;1;0;-0,1;0,15;0;0;0;None;Quadratic;FALSE;Normal;0,5977112350519747;FALSE;0,010000000000000;Carrying Capacity
5;1;0;1;0;-0,1;0,15;0;0;0;None;Quadratic;FALSE;Normal;0,5977112350519747;FALSE;0,397777777777778;Carrying Capacity
5;1;0;1;0;-0,1;0,15;0;0;0;None;Quadratic;FALSE;Normal;0,5977112350519747;TRUE;0,785555555555556;Carrying Capacity
5;1;0;1;0;-0,1;0,15;0;0;0;None;Quadratic;FALSE;Normal;0,5977112350519747;TRUE;1,173333333333333;Carrying Capacity
5;1;0;1;0;-0,1;0,15;0;0;0;None;Quadratic;FALSE;Normal;0,5977112350519747;TRUE;1,561111111111111;Carrying Capacity
5;1;0;1;0;-0,1;0,15;0;0;0;None;Quadratic;FALSE;Normal;0,5977112350519747;TRUE;1,948888888888889;Carrying Capacity
5;1;0;1;0;-0,1;0,15;0;0;0;None;Quadratic;FALSE;Normal;0,5977112350519747;TRUE;2,336666666666666;Carrying Capacity
5;1;0;1;0;-0,1;0,15;0;0;0;None;Quadratic;FALSE;Normal;0,5977112350519747;FALSE;2,724444444444444;Carrying Capacity
5;1;0;1;0;-0,1;0,15;0;0;0;None;Quadratic;FALSE;Normal;0,5977112350519747;FALSE;3,112222222222222;Carrying Capacity
5;1;0;1;0;-0,1;0,15;0;0;0;None;Quadratic;FALSE;Normal;0,5977112350519747;FALSE;3,500000000000000;Carrying Capacity
5;1;0;1;0;0,1;0,15;0;0;0;None;Quadratic;FALSE;Normal;0,6314350145403296;FALSE;0,010000000000000;Carrying Capacity
5;1;0;1;0;0,1;0,15;0;0;0;None;Quadratic;FALSE;Normal;0,6314350145403296;TRUE;0,397777777777778;Carrying Capacity
5;1;0;1;0;0,1;0,15;0;0;0;None;Quadratic;FALSE;Normal;0,6314350145403296;TRUE;0,785555555555556;Carrying Capacity
5;1;0;1;0;0,1;0,15;0;0;0;None;Quadratic;FALSE;Normal;0,6314350145403296;TRUE;1,173333333333333;Carrying Capacity
5;1;0;1;0;0,1;0,15;0;0;0;None;Quadratic;FALSE;Normal;0,6314350145403296;FALSE;1,561111111111111;Carrying Capacity
5;1;0;1;0;0,1;0,15;0;0;0;None;Quadratic;FALSE;Normal;0,6314350145403296;FALSE;1,948888888888889;Carrying Capacity
5;1;0;1;0;0,1;0,15;0;0;0;None;Quadratic;FALSE;Normal;0,6314350145403296;FALSE;2,336666666666666;Carrying Capacity
5;1;0;1;0;0,1;0,15;0;0;0;None;Quadratic;FALSE;Normal;0,6314350145403296;FALSE;2,724444444444444;Carrying Capacity
5;1;0;1;0;0,1;0,15;0;0;0;None;Quadratic;FALSE;Normal;0,6314350145403296;FALSE;3,112222222222222;Carrying Capacity
5;1;0;1;0;0,1;0,15;0;0;0;None;Quadratic;FALSE;Normal;0,6314350145403296;FALSE;3,500000000000000;Carrying Capacity
5;1;0;1;0;-0,1;0,15;0;0;0;None;Quadratic;FALSE;Normal;0,5945417485199869;FALSE;0,010000000000000;Carrying Capacity
5;1;0;1;0;-0,1;0,15;0;0;0;None;Quadratic;FALSE;Normal;0,5945417485199869;TRUE;0,397777777777778;Carrying Capacity
5;1;0;1;0;-0,1;0,15;0;0;0;None;Quadratic;FALSE;Normal;0,5945417485199869;TRUE;0,785555555555556;Carrying Capacity
5;1;0;1;0;-0,1;0,15;0;0;0;None;Quadratic;FALSE;Normal;0,5945417485199869;TRUE;1,173333333333333;Carrying Capacity
5;1;0;1;0;-0,1;0,15;0;0;0;None;Quadratic;FALSE;Normal;0,5945417485199869;TRUE;1,561111111111111;Carrying Capacity
5;1;0;1;0;-0,1;0,15;0;0;0;None;Quadratic;FALSE;Normal;0,5945417485199869;TRUE;1,948888888888889;Carrying Capacity
5;1;0;1;0;-0,1;0,15;0;0;0;None;Quadratic;FALSE;Normal;0,5945417485199869;TRUE;2,336666666666666;Carrying Capacity
5;1;0;1;0;-0,1;0,15;0;0;0;None;Quadratic;FALSE;Normal;0,5945417485199869;TRUE;2,724444444444444;Carrying Capacity
5;1;0;1;0;-0,1;0,15;0;0;0;None;Quadratic;FALSE;Normal;0,5945417485199869;TRUE;3,112222222222222;Carrying Capacity
5;1;0;1;0;-0,1;0,15;0;0;0;None;Quadratic;FALSE;Normal;0,5945417485199869;TRUE;3,500000000000000;Carrying Capacity
5;1;0;1;0;0,1;0,15;0;0;0;None;Quadratic;FALSE;Normal;0,4486603601835668;FALSE;0,010000000000000;Carrying Capacity
5;1;0;1;0;0,1;0,15;0;0;0;None;Quadratic;FALSE;Normal;0,4486603601835668;TRUE;0,397777777777778;Carrying Capacity
5;1;0;1;0;0,1;0,15;0;0;0;None;Quadratic;FALSE;Normal;0,4486603601835668;TRUE;0,785555555555556;Carrying Capacity
5;1;0;1;0;0,1;0,15;0;0;0;None;Quadratic;FALSE;Normal;0,4486603601835668;TRUE;1,173333333333333;Carrying Capacity
5;1;0;1;0;0,1;0,15;0;0;0;None;Quadratic;FALSE;Normal;0,4486603601835668;FALSE;1,561111111111111;Carrying Capacity
5;1;0;1;0;0,1;0,15;0;0;0;None;Quadratic;FALSE;Normal;0,4486603601835668;FALSE;1,948888888888889;Carrying Capacity
5;1;0;1;0;0,1;0,15;0;0;0;None;Quadratic;FALSE;Normal;0,4486603601835668;FALSE;2,336666666666666;Carrying Capacity
5;1;0;1;0;0,1;0,15;0;0;0;None;Quadratic;FALSE;Normal;0,4486603601835668;FALSE;2,724444444444444;Carrying Capacity
5;1;0;1;0;0,1;0,15;0;0;0;None;Quadratic;FALSE;Normal;0,4486603601835668;FALSE;3,112222222222222;Carrying Capacity
5;1;0;1;0;0,1;0,15;0;0;0;None;Quadratic;FALSE;Normal;0,4486603601835668;FALSE;3,500000000000000;Carrying Capacity
5;1;0;1;0;-0,1;0,15;0;0;0;None;Quadratic;FALSE;Normal;0,1144802554044873;FALSE;0,010000000000000;Carrying Capacity
5;1;0;1;0;-0,1;0,15;0;0;0;None;Quadratic;FALSE;Normal;0,1144802554044873;FALSE;0,397777777777778;Carrying Capacity
5;1;0;1;0;-0,1;0,15;0;0;0;None;Quadratic;FALSE;Normal;0,1144802554044873;TRUE;0,785555555555556;Carrying Capacity
5;1;0;1;0;-0,1;0,15;0;0;0;None;Quadratic;FALSE;Normal;0,1144802554044873;TRUE;1,173333333333333;Carrying Capacity
5;1;0;1;0;-0,1;0,15;0;0;0;None;Quadratic;FALSE;Normal;0,1144802554044873;TRUE;1,561111111111111;Carrying Capacity
5;1;0;1;0;-0,1;0,15;0;0;0;None;Quadratic;FALSE;Normal;0,1144802554044873;TRUE;1,948888888888889;Carrying Capacity
5;1;0;1;0;-0,1;0,15;0;0;0;None;Quadratic;FALSE;Normal;0,1144802554044873;TRUE;2,336666666666666;Carrying Capacity
5;1;0;1;0;-0,1;0,15;0;0;0;None;Quadratic;FALSE;Normal;0,1144802554044873;TRUE;2,724444444444444;Carrying Capacity
5;1;0;1;0;-0,1;0,15;0;0;0;None;Quadratic;FALSE;Normal;0,1144802554044873;TRUE;3,112222222222222;Carrying Capacity
