S;MuR;SigmaR;MuD;SigmaD;MuA;SigmaA;RhoA;MuB;SigmaB;Intra;SelfReg;scaling;DistB;ParsID;Stable;Type
20;1;0;1;0;-5,578947368421053;0,0;0;0;0;None;Quadratic;FALSE;Normal;8,45745449420065e-01;TRUE;All Terms
20;1;0;1;0;-5,578947368421053;0,1;0;0;0;None;Quadratic;FALSE;Normal;9,07189354766160e-01;FALSE;All Terms
20;1;0;1;0;-4,947368421052632;0,0;0;0;0;None;Quadratic;FALSE;Normal;9,46716535137966e-01;TRUE;All Terms
20;1;0;1;0;-4,947368421052632;0,1;0;0;0;None;Quadratic;FALSE;Normal;9,15127800777555e-01;TRUE;All Terms
20;1;0;1;0;-4,315789473684211;0,0;0;0;0;None;Quadratic;FALSE;Normal;2,51281986245885e-01;TRUE;All Terms
20;1;0;1;0;-4,315789473684211;0,1;0;0;0;None;Quadratic;FALSE;Normal;8,16821182146668e-01;FALSE;All Terms
20;1;0;1;0;-3,684210526315789;0,0;0;0;0;None;Quadratic;FALSE;Normal;2,91477169608697e-01;TRUE;All Terms
20;1;0;1;0;-3,684210526315789;0,1;0;0;0;None;Quadratic;FALSE;Normal;1,50687762536108e-01;TRUE;All Terms
20;1;0;1;0;-3,052631578947369;0,0;0;0;0;None;Quadratic;FALSE;Normal;3,80853813840076e-01;TRUE;All Terms
20;1;0;1;0;-3,052631578947369;0,1;0;0;0;None;Quadratic;FALSE;Normal;6,98660306166857e-01;TRUE;All Terms
20;1;0;1;0;-2,421052631578948;0,0;0;0;0;None;Quadratic;FALSE;Normal;1,70357465744019e-01;TRUE;All Terms
20;1;0;1;0;-2,421052631578948;0,1;0;0;0;None;Quadratic;FALSE;Normal;1,78166596917436e-01;FALSE;All Terms
20;1;0;1;0;-1,789473684210526;0,0;0;0;0;None;Quadratic;FALSE;Normal;4,31076843524352e-01;TRUE;All Terms
20;1;0;1;0;-1,789473684210526;0,1;0;0;0;None;Quadratic;FALSE;Normal;3,44742440152913e-01;TRUE;All Terms
20;1;0;1;0;-1,157894736842106;0,0;0;0;0;None;Quadratic;FALSE;Normal;9,96107558021322e-01;TRUE;All Terms
20;1;0;1;0;-1,157894736842106;0,1;0;0;0;None;Quadratic;FALSE;Normal;2,34227959066629e-01;TRUE;All Terms
20;1;0;1;0;-0,526315789473684;0,0;0;0;0;None;Quadratic;FALSE;Normal;7,21095051383600e-01;TRUE;All Terms
20;1;0;1;0;-0,526315789473684;0,1;0;0;0;None;Quadratic;FALSE;Normal;8,40459903003648e-01;TRUE;All Terms
20;1;0;1;0;0,105263157894737;0,0;0;0;0;None;Quadratic;FALSE;Normal;6,94956920575351e-01;FALSE;All Terms
20;1;0;1;0;0,105263157894737;0,1;0;0;0;None;Quadratic;FALSE;Normal;8,45192869659513e-01;FALSE;All Terms
20;1;0;1;0;0,736842105263158;0,0;0;0;0;None;Quadratic;FALSE;Normal;6,93170848069713e-01;FALSE;All Terms
20;1;0;1;0;0,736842105263158;0,1;0;0;0;None;Quadratic;FALSE;Normal;4,31011284235865e-01;FALSE;All Terms
20;1;0;1;0;1,368421052631579;0,0;0;0;0;None;Quadratic;FALSE;Normal;4,15001609595492e-01;FALSE;All Terms
20;1;0;1;0;1,368421052631579;0,1;0;0;0;None;Quadratic;FALSE;Normal;5,53372354945168e-01;FALSE;All Terms
20;1;0;1;0;2,000000000000000;0,0;0;0;0;None;Quadratic;FALSE;Normal;5,21854334743693e-01;FALSE;All Terms
20;1;0;1;0;2,000000000000000;0,1;0;0;0;None;Quadratic;FALSE;Normal;5,08598008425906e-01;FALSE;All Terms
20;1;0;1;0;-10,000000000000000;0,0;0;0;0;None;Quadratic;FALSE;Normal;8,77024432877079e-01;FALSE;All Terms
20;1;0;1;0;-10,000000000000000;0,1;0;0;0;None;Quadratic;FALSE;Normal;4,34655424673110e-01;FALSE;All Terms
20;1;0;1;0;-9,368421052631579;0,0;0;0;0;None;Quadratic;FALSE;Normal;5,27578425826505e-01;FALSE;All Terms
20;1;0;1;0;-9,368421052631579;0,1;0;0;0;None;Quadratic;FALSE;Normal;7,89996521547437e-01;FALSE;All Terms
20;1;0;1;0;-8,736842105263158;0,0;0;0;0;None;Quadratic;FALSE;Normal;3,50389916449785e-01;TRUE;All Terms
20;1;0;1;0;-8,736842105263158;0,1;0;0;0;None;Quadratic;FALSE;Normal;4,31244111154228e-01;FALSE;All Terms
20;1;0;1;0;-8,105263157894736;0,0;0;0;0;None;Quadratic;FALSE;Normal;9,94841555599123e-01;FALSE;All Terms
20;1;0;1;0;-8,105263157894736;0,1;0;0;0;None;Quadratic;FALSE;Normal;3,42160286381841e-02;FALSE;All Terms
20;1;0;1;0;-7,473684210526315;0,0;0;0;0;None;Quadratic;FALSE;Normal;8,37396487826481e-01;FALSE;All Terms
20;1;0;1;0;-7,473684210526315;0,1;0;0;0;None;Quadratic;FALSE;Normal;1,47944186348468e-01;FALSE;All Terms
20;1;0;1;0;-6,842105263157895;0,0;0;0;0;None;Quadratic;FALSE;Normal;8,89638339867815e-01;FALSE;All Terms
20;1;0;1;0;-6,842105263157895;0,1;0;0;0;None;Quadratic;FALSE;Normal;4,75432152859867e-01;FALSE;All Terms
20;1;0;1;0;-6,210526315789474;0,0;0;0;0;None;Quadratic;FALSE;Normal;3,39651696383953e-01;FALSE;All Terms
20;1;0;1;0;-6,210526315789474;0,1;0;0;0;None;Quadratic;FALSE;Normal;6,94222997408360e-02;TRUE;All Terms
20;1;0;1;0;-5,578947368421053;0,0;0;0;0;None;Quadratic;FALSE;Normal;3,58899888349697e-01;FALSE;All Terms
20;1;0;1;0;-5,578947368421053;0,1;0;0;0;None;Quadratic;FALSE;Normal;7,85892859566957e-01;TRUE;All Terms
20;1;0;1;0;-4,947368421052632;0,0;0;0;0;None;Quadratic;FALSE;Normal;5,28304425068200e-01;TRUE;All Terms
20;1;0;1;0;-4,947368421052632;0,1;0;0;0;None;Quadratic;FALSE;Normal;5,02266986994073e-01;FALSE;All Terms
20;1;0;1;0;-4,315789473684211;0,0;0;0;0;None;Quadratic;FALSE;Normal;2,06025120103732e-01;FALSE;All Terms
20;1;0;1;0;-4,315789473684211;0,1;0;0;0;None;Quadratic;FALSE;Normal;1,93499374436215e-01;TRUE;All Terms
20;1;0;1;0;-3,684210526315789;0,0;0;0;0;None;Quadratic;FALSE;Normal;3,63921709591523e-01;TRUE;All Terms
20;1;0;1;0;-3,684210526315789;0,1;0;0;0;None;Quadratic;FALSE;Normal;8,34791995119303e-01;FALSE;All Terms
20;1;0;1;0;-3,052631578947369;0,0;0;0;0;None;Quadratic;FALSE;Normal;9,27154896315187e-01;FALSE;All Terms
20;1;0;1;0;-3,052631578947369;0,1;0;0;0;None;Quadratic;FALSE;Normal;3,73178983107209e-01;TRUE;All Terms
20;1;0;1;0;-2,421052631578948;0,0;0;0;0;None;Quadratic;FALSE;Normal;9,07639480195940e-01;TRUE;All Terms
20;1;0;1;0;-2,421052631578948;0,1;0;0;0;None;Quadratic;FALSE;Normal;4,74724448984489e-01;TRUE;All Terms
20;1;0;1;0;-1,789473684210526;0,0;0;0;0;None;Quadratic;FALSE;Normal;8,62904051318765e-01;TRUE;All Terms
20;1;0;1;0;-1,789473684210526;0,1;0;0;0;None;Quadratic;FALSE;Normal;7,30488197412342e-01;TRUE;All Terms
20;1;0;1;0;-1,157894736842106;0,0;0;0;0;None;Quadratic;FALSE;Normal;5,12473261449486e-01;TRUE;All Terms
20;1;0;1;0;-1,157894736842106;0,1;0;0;0;None;Quadratic;FALSE;Normal;2,36867306986824e-01;TRUE;All Terms
20;1;0;1;0;-0,526315789473684;0,0;0;0;0;None;Quadratic;FALSE;Normal;1,13444597925991e-01;TRUE;All Terms
20;1;0;1;0;-0,526315789473684;0,1;0;0;0;None;Quadratic;FALSE;Normal;4,51552508166060e-01;TRUE;All Terms
20;1;0;1;0;0,105263157894737;0,0;0;0;0;None;Quadratic;FALSE;Normal;6,28903913078830e-01;FALSE;All Terms
20;1;0;1;0;0,105263157894737;0,1;0;0;0;None;Quadratic;FALSE;Normal;5,59880338609219e-01;FALSE;All Terms
20;1;0;1;0;0,736842105263158;0,0;0;0;0;None;Quadratic;FALSE;Normal;9,23238445539027e-02;FALSE;All Terms
20;1;0;1;0;0,736842105263158;0,1;0;0;0;None;Quadratic;FALSE;Normal;6,71411604620516e-01;FALSE;All Terms
20;1;0;1;0;1,368421052631579;0,0;0;0;0;None;Quadratic;FALSE;Normal;4,33976061409339e-01;FALSE;All Terms
20;1;0;1;0;1,368421052631579;0,1;0;0;0;None;Quadratic;FALSE;Normal;9,00399737292901e-01;FALSE;All Terms
20;1;0;1;0;2,000000000000000;0,0;0;0;0;None;Quadratic;FALSE;Normal;8,06936182081699e-01;FALSE;All Terms
20;1;0;1;0;2,000000000000000;0,1;0;0;0;None;Quadratic;FALSE;Normal;2,68199080834165e-01;FALSE;All Terms
20;1;0;1;0;-10,000000000000000;0,0;0;0;0;None;Quadratic;FALSE;Normal;3,61550164408982e-01;FALSE;All Terms
20;1;0;1;0;-10,000000000000000;0,1;0;0;0;None;Quadratic;FALSE;Normal;9,94052181486040e-01;TRUE;All Terms
20;1;0;1;0;-9,368421052631579;0,0;0;0;0;None;Quadratic;FALSE;Normal;7,87792612100020e-01;FALSE;All Terms
20;1;0;1;0;-9,368421052631579;0,1;0;0;0;None;Quadratic;FALSE;Normal;9,48090869234875e-01;FALSE;All Terms
20;1;0;1;0;-8,736842105263158;0,0;0;0;0;None;Quadratic;FALSE;Normal;5,11289909482002e-02;FALSE;All Terms
20;1;0;1;0;-8,736842105263158;0,1;0;0;0;None;Quadratic;FALSE;Normal;7,90901950793341e-01;FALSE;All Terms
20;1;0;1;0;-8,105263157894736;0,0;0;0;0;None;Quadratic;FALSE;Normal;8,82869437802583e-01;TRUE;All Terms
20;1;0;1;0;-8,105263157894736;0,1;0;0;0;None;Quadratic;FALSE;Normal;2,09770868532360e-02;FALSE;All Terms
20;1;0;1;0;-7,473684210526315;0,0;0;0;0;None;Quadratic;FALSE;Normal;4,69985083676875e-01;TRUE;All Terms
20;1;0;1;0;-7,473684210526315;0,1;0;0;0;None;Quadratic;FALSE;Normal;5,85807020310313e-01;FALSE;All Terms
20;1;0;1;0;-6,842105263157895;0,0;0;0;0;None;Quadratic;FALSE;Normal;2,37126101041213e-01;FALSE;All Terms
20;1;0;1;0;-6,842105263157895;0,1;0;0;0;None;Quadratic;FALSE;Normal;8,33624300081283e-01;TRUE;All Terms
20;1;0;1;0;-6,210526315789474;0,0;0;0;0;None;Quadratic;FALSE;Normal;2,95022828504443e-01;TRUE;All Terms
20;1;0;1;0;-6,210526315789474;0,1;0;0;0;None;Quadratic;FALSE;Normal;1,02130139945075e-01;FALSE;All Terms
20;1;0;1;0;-5,578947368421053;0,0;0;0;0;None;Quadratic;FALSE;Normal;9,14109610719606e-01;FALSE;All Terms
20;1;0;1;0;-5,578947368421053;0,1;0;0;0;None;Quadratic;FALSE;Normal;7,66603865195066e-01;FALSE;All Terms
20;1;0;1;0;-4,947368421052632;0,0;0;0;0;None;Quadratic;FALSE;Normal;7,25866951048374e-01;TRUE;All Terms
20;1;0;1;0;-4,947368421052632;0,1;0;0;0;None;Quadratic;FALSE;Normal;9,36553728999570e-01;FALSE;All Terms
20;1;0;1;0;-4,315789473684211;0,0;0;0;0;None;Quadratic;FALSE;Normal;3,90638524433598e-01;FALSE;All Terms
20;1;0;1;0;-4,315789473684211;0,1;0;0;0;None;Quadratic;FALSE;Normal;1,67153206653893e-01;TRUE;All Terms
20;1;0;1;0;-3,684210526315789;0,0;0;0;0;None;Quadratic;FALSE;Normal;9,64566212613136e-01;FALSE;All Terms
20;1;0;1;0;-3,684210526315789;0,1;0;0;0;None;Quadratic;FALSE;Normal;3,78605623031035e-01;TRUE;All Terms
20;1;0;1;0;-3,052631578947369;0,0;0;0;0;None;Quadratic;FALSE;Normal;3,67289674701169e-01;TRUE;All Terms
20;1;0;1;0;-3,052631578947369;0,1;0;0;0;None;Quadratic;FALSE;Normal;9,95977859478444e-01;TRUE;All Terms
20;1;0;1;0;-2,421052631578948;0,0;0;0;0;None;Quadratic;FALSE;Normal;9,30311674484983e-01;TRUE;All Terms
20;1;0;1;0;-2,421052631578948;0,1;0;0;0;None;Quadratic;FALSE;Normal;4,56633636262268e-01;TRUE;All Terms
20;1;0;1;0;-1,789473684210526;0,0;0;0;0;None;Quadratic;FALSE;Normal;2,42592201102525e-01;TRUE;All Terms
20;1;0;1;0;-1,789473684210526;0,1;0;0;0;None;Quadratic;FALSE;Normal;5,00692294677719e-01;TRUE;All Terms
20;1;0;1;0;-1,157894736842106;0,0;0;0;0;None;Quadratic;FALSE;Normal;4,34900205582380e-01;TRUE;All Terms
20;1;0;1;0;-1,157894736842106;0,1;0;0;0;None;Quadratic;FALSE;Normal;7,61088726343587e-01;TRUE;All Terms
20;1;0;1;0;-0,526315789473684;0,0;0;0;0;None;Quadratic;FALSE;Normal;1,58851624932140e-01;TRUE;All Terms
20;1;0;1;0;-0,526315789473684;0,1;0;0;0;None;Quadratic;FALSE;Normal;2,37704309402034e-01;TRUE;All Terms
20;1;0;1;0;0,105263157894737;0,0;0;0;0;None;Quadratic;FALSE;Normal;6,94526995066553e-02;FALSE;All Terms
20;1;0;1;0;0,105263157894737;0,1;0;0;0;None;Quadratic;FALSE;Normal;4,88149205222726e-01;FALSE;All Terms
20;1;0;1;0;0,736842105263158;0,0;0;0;0;None;Quadratic;FALSE;Normal;6,14916772115976e-01;FALSE;All Terms
20;1;0;1;0;0,736842105263158;0,1;0;0;0;None;Quadratic;FALSE;Normal;5,59928563423455e-01;FALSE;All Terms
20;1;0;1;0;1,368421052631579;0,0;0;0;0;None;Quadratic;FALSE;Normal;8,05056510725990e-01;FALSE;All Terms
20;1;0;1;0;1,368421052631579;0,1;0;0;0;None;Quadratic;FALSE;Normal;1,48945657070726e-01;FALSE;All Terms
20;1;0;1;0;2,000000000000000;0,0;0;0;0;None;Quadratic;FALSE;Normal;5,25911452714354e-01;FALSE;All Terms
20;1;0;1;0;2,000000000000000;0,1;0;0;0;None;Quadratic;FALSE;Normal;6,72368301777169e-01;FALSE;All Terms
20;1;0;1;0;-10,000000000000000;0,0;0;0;0;None;Quadratic;FALSE;Normal;9,72754900343716e-01;TRUE;All Terms
20;1;0;1;0;-10,000000000000000;0,1;0;0;0;None;Quadratic;FALSE;Normal;9,17570096673444e-01;TRUE;All Terms
20;1;0;1;0;-9,368421052631579;0,0;0;0;0;None;Quadratic;FALSE;Normal;6,77760184276849e-01;FALSE;All Terms
20;1;0;1;0;-9,368421052631579;0,1;0;0;0;None;Quadratic;FALSE;Normal;5,45984170399606e-01;FALSE;All Terms
20;1;0;1;0;-8,736842105263158;0,0;0;0;0;None;Quadratic;FALSE;Normal;6,04062596568838e-01;FALSE;All Terms
20;1;0;1;0;-8,736842105263158;0,1;0;0;0;None;Quadratic;FALSE;Normal;5,16092560254037e-01;TRUE;All Terms
20;1;0;1;0;-8,105263157894736;0,0;0;0;0;None;Quadratic;FALSE;Normal;2,09477553609759e-01;FALSE;All Terms
20;1;0;1;0;-8,105263157894736;0,1;0;0;0;None;Quadratic;FALSE;Normal;2,39991176640615e-01;TRUE;All Terms
20;1;0;1;0;-7,473684210526315;0,0;0;0;0;None;Quadratic;FALSE;Normal;5,93722904101014e-01;FALSE;All Terms
20;1;0;1;0;-7,473684210526315;0,1;0;0;0;None;Quadratic;FALSE;Normal;1,76819601329044e-01;FALSE;All Terms
20;1;0;1;0;-6,842105263157895;0,0;0;0;0;None;Quadratic;FALSE;Normal;6,03568231686950e-01;TRUE;All Terms
20;1;0;1;0;-6,842105263157895;0,1;0;0;0;None;Quadratic;FALSE;Normal;6,14175014197826e-03;FALSE;All Terms
20;1;0;1;0;-6,210526315789474;0,0;0;0;0;None;Quadratic;FALSE;Normal;5,99870956735685e-01;FALSE;All Terms
20;1;0;1;0;-6,210526315789474;0,1;0;0;0;None;Quadratic;FALSE;Normal;8,55325198732316e-01;FALSE;All Terms
20;1;0;1;0;-5,578947368421053;0,0;0;0;0;None;Quadratic;FALSE;Normal;1,19503147900105e-01;FALSE;All Terms
20;1;0;1;0;-5,578947368421053;0,1;0;0;0;None;Quadratic;FALSE;Normal;4,97322496026754e-01;TRUE;All Terms
20;1;0;1;0;-4,947368421052632;0,0;0;0;0;None;Quadratic;FALSE;Normal;5,86247081169859e-01;TRUE;All Terms
20;1;0;1;0;-4,947368421052632;0,1;0;0;0;None;Quadratic;FALSE;Normal;7,61510209413245e-01;TRUE;All Terms
20;1;0;1;0;-4,315789473684211;0,0;0;0;0;None;Quadratic;FALSE;Normal;2,93210328323767e-01;TRUE;All Terms
20;1;0;1;0;-4,315789473684211;0,1;0;0;0;None;Quadratic;FALSE;Normal;8,19219408789650e-01;TRUE;All Terms
20;1;0;1;0;-3,684210526315789;0,0;0;0;0;None;Quadratic;FALSE;Normal;1,33392838062719e-01;TRUE;All Terms
20;1;0;1;0;-3,684210526315789;0,1;0;0;0;None;Quadratic;FALSE;Normal;4,36306885210797e-01;FALSE;All Terms
20;1;0;1;0;-3,052631578947369;0,0;0;0;0;None;Quadratic;FALSE;Normal;5,94804869033396e-01;TRUE;All Terms
20;1;0;1;0;-3,052631578947369;0,1;0;0;0;None;Quadratic;FALSE;Normal;5,71448621805757e-01;TRUE;All Terms
20;1;0;1;0;-2,421052631578948;0,0;0;0;0;None;Quadratic;FALSE;Normal;5,02451899927109e-01;TRUE;All Terms
20;1;0;1;0;-2,421052631578948;0,1;0;0;0;None;Quadratic;FALSE;Normal;2,14102117810398e-01;TRUE;All Terms
20;1;0;1;0;-1,789473684210526;0,0;0;0;0;None;Quadratic;FALSE;Normal;1,23893194599077e-01;TRUE;All Terms
20;1;0;1;0;-1,789473684210526;0,1;0;0;0;None;Quadratic;FALSE;Normal;3,70969065232202e-01;TRUE;All Terms
20;1;0;1;0;-1,157894736842106;0,0;0;0;0;None;Quadratic;FALSE;Normal;9,90744330687448e-01;TRUE;All Terms
20;1;0;1;0;-1,157894736842106;0,1;0;0;0;None;Quadratic;FALSE;Normal;5,77801299048588e-01;TRUE;All Terms
20;1;0;1;0;-0,526315789473684;0,0;0;0;0;None;Quadratic;FALSE;Normal;7,59635356487706e-01;TRUE;All Terms
20;1;0;1;0;-0,526315789473684;0,1;0;0;0;None;Quadratic;FALSE;Normal;1,82194879744202e-02;TRUE;All Terms
20;1;0;1;0;0,105263157894737;0,0;0;0;0;None;Quadratic;FALSE;Normal;9,60457239300013e-01;FALSE;All Terms
20;1;0;1;0;0,105263157894737;0,1;0;0;0;None;Quadratic;FALSE;Normal;5,54389191558585e-01;FALSE;All Terms
20;1;0;1;0;0,736842105263158;0,0;0;0;0;None;Quadratic;FALSE;Normal;1,46967985201627e-01;FALSE;All Terms
20;1;0;1;0;0,736842105263158;0,1;0;0;0;None;Quadratic;FALSE;Normal;4,29397247964516e-01;FALSE;All Terms
20;1;0;1;0;1,368421052631579;0,0;0;0;0;None;Quadratic;FALSE;Normal;9,16620929026976e-01;FALSE;All Terms
20;1;0;1;0;1,368421052631579;0,1;0;0;0;None;Quadratic;FALSE;Normal;9,20832756673917e-01;FALSE;All Terms
20;1;0;1;0;2,000000000000000;0,0;0;0;0;None;Quadratic;FALSE;Normal;6,78734853165224e-01;FALSE;All Terms
20;1;0;1;0;2,000000000000000;0,1;0;0;0;None;Quadratic;FALSE;Normal;9,87252539256588e-01;FALSE;All Terms
20;1;0;1;0;-10,000000000000000;0,0;0;0;0;None;Quadratic;FALSE;Normal;9,57978270947933e-01;FALSE;All Terms
20;1;0;1;0;-10,000000000000000;0,1;0;0;0;None;Quadratic;FALSE;Normal;4,59399566520005e-01;FALSE;All Terms
20;1;0;1;0;-9,368421052631579;0,0;0;0;0;None;Quadratic;FALSE;Normal;9,61296176537871e-01;FALSE;All Terms
20;1;0;1;0;-9,368421052631579;0,1;0;0;0;None;Quadratic;FALSE;Normal;5,22779428632930e-01;FALSE;All Terms
20;1;0;1;0;-8,736842105263158;0,0;0;0;0;None;Quadratic;FALSE;Normal;2,54473604029045e-01;TRUE;All Terms
20;1;0;1;0;-8,736842105263158;0,1;0;0;0;None;Quadratic;FALSE;Normal;3,60329035902396e-01;FALSE;All Terms
20;1;0;1;0;-8,105263157894736;0,0;0;0;0;None;Quadratic;FALSE;Normal;2,53920338815078e-01;FALSE;All Terms
20;1;0;1;0;-8,105263157894736;0,1;0;0;0;None;Quadratic;FALSE;Normal;3,12851393828169e-01;FALSE;All Terms
20;1;0;1;0;-7,473684210526315;0,0;0;0;0;None;Quadratic;FALSE;Normal;2,05950460629538e-01;FALSE;All Terms
20;1;0;1;0;-7,473684210526315;0,1;0;0;0;None;Quadratic;FALSE;Normal;4,05640874756500e-01;FALSE;All Terms
20;1;0;1;0;-6,842105263157895;0,0;0;0;0;None;Quadratic;FALSE;Normal;1,14229255588725e-01;FALSE;All Terms
20;1;0;1;0;-6,842105263157895;0,1;0;0;0;None;Quadratic;FALSE;Normal;2,34308848390356e-01;TRUE;All Terms
20;1;0;1;0;-6,210526315789474;0,0;0;0;0;None;Quadratic;FALSE;Normal;4,31348267244175e-01;FALSE;All Terms
20;1;0;1;0;-6,210526315789474;0,1;0;0;0;None;Quadratic;FALSE;Normal;9,12380626657978e-01;TRUE;All Terms
20;1;0;1;0;-5,578947368421053;0,0;0;0;0;None;Quadratic;FALSE;Normal;5,49827259033918e-01;TRUE;All Terms
20;1;0;1;0;-5,578947368421053;0,1;0;0;0;None;Quadratic;FALSE;Normal;7,79673973796889e-01;FALSE;All Terms
20;1;0;1;0;-4,947368421052632;0,0;0;0;0;None;Quadratic;FALSE;Normal;4,31374141480774e-02;TRUE;All Terms
20;1;0;1;0;-4,947368421052632;0,1;0;0;0;None;Quadratic;FALSE;Normal;6,47667102515697e-01;TRUE;All Terms
20;1;0;1;0;-4,315789473684211;0,0;0;0;0;None;Quadratic;FALSE;Normal;5,34836486913264e-01;TRUE;All Terms
20;1;0;1;0;-4,315789473684211;0,1;0;0;0;None;Quadratic;FALSE;Normal;6,01256914902478e-01;TRUE;All Terms
20;1;0;1;0;-3,684210526315789;0,0;0;0;0;None;Quadratic;FALSE;Normal;1,65645351167768e-01;TRUE;All Terms
20;1;0;1;0;-3,684210526315789;0,1;0;0;0;None;Quadratic;FALSE;Normal;9,62043930310756e-01;FALSE;All Terms
20;1;0;1;0;-3,052631578947369;0,0;0;0;0;None;Quadratic;FALSE;Normal;2,56534827174619e-01;TRUE;All Terms
20;1;0;1;0;-3,052631578947369;0,1;0;0;0;None;Quadratic;FALSE;Normal;9,38805759651586e-01;TRUE;All Terms
20;1;0;1;0;-2,421052631578948;0,0;0;0;0;None;Quadratic;FALSE;Normal;3,78234022296965e-01;TRUE;All Terms
20;1;0;1;0;-2,421052631578948;0,1;0;0;0;None;Quadratic;FALSE;Normal;8,52001491701230e-01;FALSE;All Terms
20;1;0;1;0;-1,789473684210526;0,0;0;0;0;None;Quadratic;FALSE;Normal;1,42682937439531e-01;TRUE;All Terms
20;1;0;1;0;-1,789473684210526;0,1;0;0;0;None;Quadratic;FALSE;Normal;4,93596384068951e-01;TRUE;All Terms
20;1;0;1;0;-1,157894736842106;0,0;0;0;0;None;Quadratic;FALSE;Normal;1,62049556616694e-01;TRUE;All Terms
20;1;0;1;0;-1,157894736842106;0,1;0;0;0;None;Quadratic;FALSE;Normal;6,90793261164799e-01;TRUE;All Terms
20;1;0;1;0;-0,526315789473684;0,0;0;0;0;None;Quadratic;FALSE;Normal;3,01731555256993e-01;TRUE;All Terms
20;1;0;1;0;-0,526315789473684;0,1;0;0;0;None;Quadratic;FALSE;Normal;1,93873539101332e-01;TRUE;All Terms
20;1;0;1;0;0,105263157894737;0,0;0;0;0;None;Quadratic;FALSE;Normal;7,65405520796776e-01;FALSE;All Terms
20;1;0;1;0;0,105263157894737;0,1;0;0;0;None;Quadratic;FALSE;Normal;8,06761609856039e-01;FALSE;All Terms
20;1;0;1;0;0,736842105263158;0,0;0;0;0;None;Quadratic;FALSE;Normal;3,31246692221612e-02;FALSE;All Terms
20;1;0;1;0;0,736842105263158;0,1;0;0;0;None;Quadratic;FALSE;Normal;8,59853640198708e-01;FALSE;All Terms
20;1;0;1;0;1,368421052631579;0,0;0;0;0;None;Quadratic;FALSE;Normal;3,51559090660885e-01;FALSE;All Terms
20;1;0;1;0;1,368421052631579;0,1;0;0;0;None;Quadratic;FALSE;Normal;5,06927242036909e-01;FALSE;All Terms
20;1;0;1;0;2,000000000000000;0,0;0;0;0;None;Quadratic;FALSE;Normal;9,47854240192100e-01;FALSE;All Terms
20;1;0;1;0;2,000000000000000;0,1;0;0;0;None;Quadratic;FALSE;Normal;8,26563449809328e-01;FALSE;All Terms
20;1;0;1;0;-10,000000000000000;0,0;0;0;0;None;Quadratic;FALSE;Normal;6,23670103261247e-01;TRUE;All Terms
20;1;0;1;0;-10,000000000000000;0,1;0;0;0;None;Quadratic;FALSE;Normal;2,10947727551684e-01;FALSE;All Terms
20;1;0;1;0;-9,368421052631579;0,0;0;0;0;None;Quadratic;FALSE;Normal;3,07960711885244e-01;TRUE;All Terms
20;1;0;1;0;-9,368421052631579;0,1;0;0;0;None;Quadratic;FALSE;Normal;8,90666721854359e-01;FALSE;All Terms
20;1;0;1;0;-8,736842105263158;0,0;0;0;0;None;Quadratic;FALSE;Normal;5,27854722924531e-01;FALSE;All Terms
20;1;0;1;0;-8,736842105263158;0,1;0;0;0;None;Quadratic;FALSE;Normal;6,23956799274310e-01;TRUE;All Terms
20;1;0;1;0;-8,105263157894736;0,0;0;0;0;None;Quadratic;FALSE;Normal;1,64416842628270e-01;FALSE;All Terms
20;1;0;1;0;-8,105263157894736;0,1;0;0;0;None;Quadratic;FALSE;Normal;7,17371310573071e-01;FALSE;All Terms
20;1;0;1;0;-7,473684210526315;0,0;0;0;0;None;Quadratic;FALSE;Normal;5,66971867112443e-01;FALSE;All Terms
20;1;0;1;0;-7,473684210526315;0,1;0;0;0;None;Quadratic;FALSE;Normal;8,57235930394381e-01;TRUE;All Terms
20;1;0;1;0;-6,842105263157895;0,0;0;0;0;None;Quadratic;FALSE;Normal;2,78070984408259e-01;FALSE;All Terms
20;1;0;1;0;-6,842105263157895;0,1;0;0;0;None;Quadratic;FALSE;Normal;3,76730139134452e-01;TRUE;All Terms
20;1;0;1;0;-6,210526315789474;0,0;0;0;0;None;Quadratic;FALSE;Normal;8,93345954129472e-01;FALSE;All Terms
20;1;0;1;0;-6,210526315789474;0,1;0;0;0;None;Quadratic;FALSE;Normal;1,55341760488227e-01;TRUE;All Terms
20;1;0;1;0;-5,578947368421053;0,0;0;0;0;None;Quadratic;FALSE;Normal;8,73273948673159e-02;FALSE;All Terms
20;1;0;1;0;-5,578947368421053;0,1;0;0;0;None;Quadratic;FALSE;Normal;2,08057278767228e-01;TRUE;All Terms
20;1;0;1;0;-4,947368421052632;0,0;0;0;0;None;Quadratic;FALSE;Normal;9,20284430729225e-01;FALSE;All Terms
20;1;0;1;0;-4,947368421052632;0,1;0;0;0;None;Quadratic;FALSE;Normal;1,00438625086099e-01;TRUE;All Terms
20;1;0;1;0;-4,315789473684211;0,0;0;0;0;None;Quadratic;FALSE;Normal;5,31884589698166e-01;TRUE;All Terms
20;1;0;1;0;-4,315789473684211;0,1;0;0;0;None;Quadratic;FALSE;Normal;8,03954285569489e-01;TRUE;All Terms
20;1;0;1;0;-3,684210526315789;0,0;0;0;0;None;Quadratic;FALSE;Normal;9,08977212151513e-01;TRUE;All Terms
20;1;0;1;0;-3,684210526315789;0,1;0;0;0;None;Quadratic;FALSE;Normal;4,37876636628062e-01;FALSE;All Terms
