S;MuR;SigmaR;MuD;SigmaD;MuA;SigmaA;RhoA;MuB;SigmaB;Intra;SelfReg;scaling;DistB;ParsID;TargetAbd;Eigenvalue;Stable;Type
3;1;0;1;0;0,000000000000000;0,5625;0;0;0;None;Quadratic;FALSE;Normal;0,13242560322396457;3,261040467409281;-2,22927444866043256;TRUE;Minimized
3;1;0;1;0;0,000000000000000;0,5625;0;0;0;None;Quadratic;FALSE;Normal;0,13242560322396457;1,000000000000000;0,00405162959804844;FALSE;Carrying Capacity
3;1;0;1;0;0,000000000000000;0,7500;0;0;0;None;Quadratic;FALSE;Normal;0,84647277370095253;1,626885143726092;-0,68115396792451999;TRUE;Minimized
3;1;0;1;0;0,000000000000000;0,7500;0;0;0;None;Quadratic;FALSE;Normal;0,84647277370095253;1,000000000000000;1,04515453980665352;FALSE;Carrying Capacity
3;1;0;1;0;0,166666666666667;0,0000;0;0;0;None;Quadratic;FALSE;Normal;0,93339164135977626;0,857134076719156;-0,85712383289150562;TRUE;Minimized
3;1;0;1;0;0,166666666666667;0,0000;0;0;0;None;Quadratic;FALSE;Normal;0,93339164135977626;1,000000000000000;0,66666666666666652;FALSE;Carrying Capacity
3;1;0;1;0;0,166666666666667;0,1875;0;0;0;None;Quadratic;FALSE;Normal;0,61949842702597380;0,969109818118213;-0,94704210701530478;TRUE;Minimized
3;1;0;1;0;0,166666666666667;0,1875;0;0;0;None;Quadratic;FALSE;Normal;0,61949842702597380;1,000000000000000;-0,27764242048980914;TRUE;Carrying Capacity
3;1;0;1;0;0,166666666666667;0,3750;0;0;0;None;Quadratic;FALSE;Normal;0,42541884281672537;0,958363821117818;-0,75918344155627626;TRUE;Minimized
3;1;0;1;0;0,166666666666667;0,3750;0;0;0;None;Quadratic;FALSE;Normal;0,42541884281672537;1,000000000000000;0,52027010201927726;FALSE;Carrying Capacity
3;1;0;1;0;0,166666666666667;0,5625;0;0;0;None;Quadratic;FALSE;Normal;0,59153633774258196;0,768654087794859;-0,76864519468759007;TRUE;Minimized
3;1;0;1;0;0,166666666666667;0,5625;0;0;0;None;Quadratic;FALSE;Normal;0,59153633774258196;1,000000000000000;-0,40789845332281804;TRUE;Carrying Capacity
3;1;0;1;0;0,166666666666667;0,7500;0;0;0;None;Quadratic;FALSE;Normal;0,82798491953872144;0,933443737675187;-0,64160937910119242;TRUE;Minimized
3;1;0;1;0;0,166666666666667;0,7500;0;0;0;None;Quadratic;FALSE;Normal;0,82798491953872144;1,000000000000000;-0,22202954462476354;TRUE;Carrying Capacity
