S;MuR;SigmaR;MuD;SigmaD;MuA;SigmaA;RhoA;b;Coexist;TargetAbd;Eigenvalue;Stable;Type
3;1;0;1;0;0,25;3,888888888888889;0;0;0;1,79716979981646e+39;-1,13360048442239e+39;TRUE;Minimized
3;1;0;1;0;0,25;4,444444444444445;0;0;0;1,88649878502713e+40;-1,00612188535516e+40;TRUE;Minimized
3;1;0;1;0;0,25;5,000000000000000;0;0;0;2,11731874629570e+41;-1,21456179502766e+41;TRUE;Minimized
3;1;0;1;0;0,50;0,000000000000000;0;0;0;4,60442608118286e+39;-4,52312359981779e+39;TRUE;Minimized
3;1;0;1;0;0,50;0,555555555555556;0;0;0;1,34642985319020e+00;-1,34642968515487e+00;TRUE;Minimized
3;1;0;1;0;0,50;1,111111111111111;0;0;1;1,08800649035536e+00;-1,08800648967855e+00;TRUE;Minimized
3;1;0;1;0;0,50;1,666666666666667;0;0;1;1,29860784379172e+40;-6,24331300032005e+39;TRUE;Minimized
3;1;0;1;0;0,50;2,222222222222222;0;0;1;7,91002032560299e+41;-6,89521116324403e+41;TRUE;Minimized
3;1;0;1;0;0,50;2,777777777777778;0;0;0;6,90647260529572e+40;-1,18632541992510e+40;TRUE;Minimized
3;1;0;1;0;0,50;3,333333333333333;0;0;1;2,66780842968037e+40;-2,57548194003403e+40;TRUE;Minimized
3;1;0;1;0;0,50;3,888888888888889;0;0;1;2,97414622372433e+30;-1,76351470544396e+30;TRUE;Minimized
3;1;0;1;0;0,50;4,444444444444445;0;0;0;6,57180945347023e+34;-3,34805060692628e+34;TRUE;Minimized
3;1;0;1;0;0,50;5,000000000000000;0;0;0;4,27810227399399e+38;-2,12169318065790e+38;TRUE;Minimized
3;1;0;1;0;0,00;0,000000000000000;0;0;1;1,00000000000000e+00;-1,00000000000000e+00;TRUE;Minimized
3;1;0;1;0;0,00;0,555555555555556;0;0;1;1,90658484056554e+00;-1,90658483146505e+00;TRUE;Minimized
3;1;0;1;0;0,00;1,111111111111111;0;0;1;1,84364449595785e+37;-6,80266479250099e+36;TRUE;Minimized
3;1;0;1;0;0,00;1,666666666666667;0;0;1;1,91113144697986e+00;-1,91113140510569e+00;TRUE;Minimized
3;1;0;1;0;0,00;2,222222222222222;0;0;0;8,82112754336331e+07;-4,07936107483348e+05;TRUE;Minimized
3;1;0;1;0;0,00;2,777777777777778;0;0;1;1,89298730997507e+40;-1,67629586013947e+40;TRUE;Minimized
3;1;0;1;0;0,00;3,333333333333333;0;0;1;3,23427159330441e+42;-2,86154980794211e+42;TRUE;Minimized
3;1;0;1;0;0,00;3,888888888888889;0;0;0;4,87283906163382e+40;-9,24132850978960e+39;TRUE;Minimized
3;1;0;1;0;0,00;4,444444444444445;0;0;0;2,40116483070723e+24;-1,85077014442799e+24;TRUE;Minimized
3;1;0;1;0;0,00;5,000000000000000;0;0;0;9,06938406460795e+30;-8,29699069466353e+30;TRUE;Minimized
3;1;0;1;0;0,25;0,000000000000000;0;0;0;9,44093725113966e+36;-8,20518830968676e+36;TRUE;Minimized
3;1;0;1;0;0,25;0,555555555555556;0;0;0;9,39374250785937e-01;-8,39276029326271e-01;TRUE;Minimized
3;1;0;1;0;0,25;1,111111111111111;0;0;0;7,58126576406968e-01;-7,58126573175943e-01;TRUE;Minimized
3;1;0;1;0;0,25;1,666666666666667;0;0;0;3,12341322084601e+40;-1,15702066940865e+40;TRUE;Minimized
3;1;0;1;0;0,25;2,222222222222222;0;0;1;4,95904956203382e+41;-3,00389404468145e+41;TRUE;Minimized
3;1;0;1;0;0,25;2,777777777777778;0;0;1;2,00613989769830e+43;-1,98727224971354e+43;TRUE;Minimized
3;1;0;1;0;0,25;3,333333333333333;0;0;0;2,07727369536061e-01;-1,35843729381953e-01;TRUE;Minimized
3;1;0;1;0;0,25;3,888888888888889;0;0;0;7,78161848771379e-01;7,49866643963502e-01;FALSE;Minimized
3;1;0;1;0;0,25;4,444444444444445;0;0;0;1,06352257630029e+37;-1,77378135985029e+36;TRUE;Minimized
3;1;0;1;0;0,25;5,000000000000000;0;0;0;8,19565383968234e+38;-2,31023927579160e+38;TRUE;Minimized
3;1;0;1;0;0,50;0,000000000000000;0;0;0;4,60442608118286e+39;-4,52312359981779e+39;TRUE;Minimized
3;1;0;1;0;0,50;0,555555555555556;0;0;1;1,47711506192077e+00;-1,47711505080917e+00;TRUE;Minimized
3;1;0;1;0;0,50;1,111111111111111;0;0;0;9,63708311847169e+36;-2,46078595987959e+36;TRUE;Minimized
3;1;0;1;0;0,50;1,666666666666667;0;0;1;5,38738669943478e-01;-5,38738113551839e-01;TRUE;Minimized
3;1;0;1;0;0,50;2,222222222222222;0;0;1;8,12852809640663e+41;-3,36483945395696e+41;TRUE;Minimized
3;1;0;1;0;0,50;2,777777777777778;0;0;1;4,16346228060754e+38;-4,10611841272760e+38;TRUE;Minimized
3;1;0;1;0;0,50;3,333333333333333;0;0;0;1,70608171766248e-01;-1,70608163562067e-01;TRUE;Minimized
3;1;0;1;0;0,50;3,888888888888889;0;0;0;2,58848235122006e+23;-1,79839676683291e+23;TRUE;Minimized
3;1;0;1;0;0,50;4,444444444444445;0;0;0;1,11722780157064e+40;-6,58350325824694e+39;TRUE;Minimized
3;1;0;1;0;0,50;5,000000000000000;0;0;0;2,39853066374396e+38;-2,05490941848798e+38;TRUE;Minimized
3;1;0;1;0;0,00;0,000000000000000;0;0;1;1,00000000000000e+00;-1,00000000000000e+00;TRUE;Minimized
3;1;0;1;0;0,00;0,555555555555556;0;0;0;1,28794991951732e+00;-1,28794991274172e+00;TRUE;Minimized
3;1;0;1;0;0,00;1,111111111111111;0;0;1;7,88851995296310e-01;-7,88851383907810e-01;TRUE;Minimized
3;1;0;1;0;0,00;1,666666666666667;0;0;1;1,20585761015834e+42;-1,19821512276527e+42;TRUE;Minimized
3;1;0;1;0;0,00;2,222222222222222;0;0;0;2,56347098457911e+43;-1,72561249347581e+43;TRUE;Minimized
3;1;0;1;0;0,00;2,777777777777778;0;0;0;3,73320443742207e+40;-2,82728717852374e+40;TRUE;Minimized
3;1;0;1;0;0,00;3,333333333333333;0;0;0;3,23223180007237e+42;-3,17892789128800e+42;TRUE;Minimized
3;1;0;1;0;0,00;3,888888888888889;0;0;1;1,98571596680873e-01;1,69049253192231e+00;FALSE;Minimized
3;1;0;1;0;0,00;4,444444444444445;0;0;1;1,07614311519348e+00;-1,07611407447185e+00;TRUE;Minimized
3;1;0;1;0;0,00;5,000000000000000;0;0;1;2,28485109316520e-01;-2,28485017128285e-01;TRUE;Minimized
3;1;0;1;0;0,25;0,000000000000000;0;0;0;9,44093725113966e+36;-8,20518830968676e+36;TRUE;Minimized
3;1;0;1;0;0,25;0,555555555555556;0;0;1;4,23531733359154e+38;-1,83154719180359e+38;TRUE;Minimized
3;1;0;1;0;0,25;1,111111111111111;0;0;1;1,80459558733849e+00;-1,80454278947318e+00;TRUE;Minimized
3;1;0;1;0;0,25;1,666666666666667;0;0;0;2,04017890298714e+39;-1,42416119401728e+39;TRUE;Minimized
3;1;0;1;0;0,25;2,222222222222222;0;0;1;1,47204476109232e+00;-1,17607111984437e+00;TRUE;Minimized
3;1;0;1;0;0,25;2,777777777777778;0;0;0;3,53458435059675e+25;-3,52438233489805e+25;TRUE;Minimized
3;1;0;1;0;0,25;3,333333333333333;0;0;0;5,19775377393774e+39;-1,51203336435838e+39;TRUE;Minimized
3;1;0;1;0;0,25;3,888888888888889;0;0;1;1,14931171961526e+40;-1,11105883709352e+40;TRUE;Minimized
3;1;0;1;0;0,25;4,444444444444445;0;0;0;5,35921040098112e+31;-2,03550920316382e+31;TRUE;Minimized
3;1;0;1;0;0,25;5,000000000000000;0;0;1;8,87090786491669e+39;-2,06161659170563e+39;TRUE;Minimized
3;1;0;1;0;0,50;0,000000000000000;0;0;0;4,60442608118286e+39;-4,52312359981779e+39;TRUE;Minimized
3;1;0;1;0;0,50;0,555555555555556;0;0;0;1,91888872147025e+36;-1,08820385208151e+36;TRUE;Minimized
3;1;0;1;0;0,50;1,111111111111111;0;0;1;1,02760631739161e+42;-8,99754683847253e+41;TRUE;Minimized
3;1;0;1;0;0,50;1,666666666666667;0;0;1;1,90505233432163e+41;-1,14871720787792e+41;TRUE;Minimized
3;1;0;1;0;0,50;2,222222222222222;0;0;0;9,95877261126696e+35;-4,94397981467285e+35;TRUE;Minimized
3;1;0;1;0;0,50;2,777777777777778;0;0;1;1,43471954010611e+43;-2,54933537182621e+42;TRUE;Minimized
3;1;0;1;0;0,50;3,333333333333333;0;0;0;4,37495425576300e+36;-2,53839651154271e+36;TRUE;Minimized
3;1;0;1;0;0,50;3,888888888888889;0;0;0;7,77316329653063e+14;-3,25661437102258e+13;TRUE;Minimized
3;1;0;1;0;0,50;4,444444444444445;0;0;0;8,53178670802992e+37;-8,33202151449904e+37;TRUE;Minimized
3;1;0;1;0;0,50;5,000000000000000;0;0;1;3,78782009538402e+39;-2,10700223854873e+39;TRUE;Minimized
3;1;0;1;0;0,00;0,000000000000000;0;0;1;1,00000000000000e+00;-1,00000000000000e+00;TRUE;Minimized
3;1;0;1;0;0,00;0,555555555555556;0;0;1;5,41169323764895e+00;-5,41169323495399e+00;TRUE;Minimized
3;1;0;1;0;0,00;1,111111111111111;0;0;1;4,39963897842181e+42;-2,54543735503511e+42;TRUE;Minimized
3;1;0;1;0;0,00;1,666666666666667;0;0;1;6,90899763628076e+43;-6,30250038694627e+43;TRUE;Minimized
3;1;0;1;0;0,00;2,222222222222222;0;0;0;8,36040112770078e-01;-8,33951857861761e-01;TRUE;Minimized
3;1;0;1;0;0,00;2,777777777777778;0;0;1;3,02030151012637e+37;-3,08754158476145e+36;TRUE;Minimized
3;1;0;1;0;0,00;3,333333333333333;0;0;0;4,89082086791151e+38;-2,25739884176171e+38;TRUE;Minimized
3;1;0;1;0;0,00;3,888888888888889;0;0;0;9,87104307670445e+39;-7,88560316973398e+39;TRUE;Minimized
3;1;0;1;0;0,00;4,444444444444445;0;0;0;7,41919213613142e+40;-4,48011500567237e+40;TRUE;Minimized
3;1;0;1;0;0,00;5,000000000000000;0;0;1;7,28297842015797e-01;9,75281538920737e-01;FALSE;Minimized
3;1;0;1;0;0,25;0,000000000000000;0;0;0;9,44093725113966e+36;-8,20518830968676e+36;TRUE;Minimized
3;1;0;1;0;0,25;0,555555555555556;0;0;1;9,53720377073532e-01;-9,53720373309855e-01;TRUE;Minimized
3;1;0;1;0;0,25;1,111111111111111;0;0;0;2,54181159418174e+40;-2,43789206387000e+40;TRUE;Minimized
3;1;0;1;0;0,25;1,666666666666667;0;0;1;8,88618408748651e-01;-8,88618402718570e-01;TRUE;Minimized
3;1;0;1;0;0,25;2,222222222222222;0;0;0;2,91016770167773e+43;-1,93098707588902e+43;TRUE;Minimized
3;1;0;1;0;0,25;2,777777777777778;0;0;1;7,57552899113924e+37;-4,42674325071269e+37;TRUE;Minimized
3;1;0;1;0;0,25;3,333333333333333;0;0;1;7,46971017289414e+37;-3,21818614601427e+37;TRUE;Minimized
3;1;0;1;0;0,25;3,888888888888889;0;0;0;6,64762324931113e+28;-5,91058197292741e+28;TRUE;Minimized
3;1;0;1;0;0,25;4,444444444444445;0;0;1;1,63134680732413e+00;-1,63134679842863e+00;TRUE;Minimized
3;1;0;1;0;0,25;5,000000000000000;0;0;1;9,81043118720751e-01;2,10422825125572e+00;FALSE;Minimized
3;1;0;1;0;0,50;0,000000000000000;0;0;0;4,60442608118286e+39;-4,52312359981779e+39;TRUE;Minimized
3;1;0;1;0;0,50;0,555555555555556;0;0;0;1,15065167495109e+00;-1,15065167122700e+00;TRUE;Minimized
3;1;0;1;0;0,50;1,111111111111111;0;0;1;9,71552874186160e+13;-4,71286140299995e+13;TRUE;Minimized
3;1;0;1;0;0,50;1,666666666666667;0;0;1;1,27826434374644e+00;-1,27623472056901e+00;TRUE;Minimized
3;1;0;1;0;0,50;2,222222222222222;0;0;0;5,27633051795764e-01;-5,27632969635582e-01;TRUE;Minimized
3;1;0;1;0;0,50;2,777777777777778;0;0;0;1,00786942675834e+00;-1,00786935926226e+00;TRUE;Minimized
3;1;0;1;0;0,50;3,333333333333333;0;0;1;1,37448914866729e+00;-1,37448914865281e+00;TRUE;Minimized
3;1;0;1;0;0,50;3,888888888888889;0;0;0;1,96441139852104e+32;-6,74926393706221e+31;TRUE;Minimized
3;1;0;1;0;0,50;4,444444444444445;0;0;0;7,33562347271001e-01;1,85305026957203e+00;FALSE;Minimized
3;1;0;1;0;0,50;5,000000000000000;0;0;0;4,82587458532083e+40;-3,70461390094096e+40;TRUE;Minimized
3;1;0;1;0;0,00;0,000000000000000;0;0;1;1,00000000000000e+00;-1,00000000000000e+00;TRUE;Minimized
3;1;0;1;0;0,00;0,555555555555556;0;0;0;2,21125817873153e+30;-1,72810313215721e+30;TRUE;Minimized
3;1;0;1;0;0,00;1,111111111111111;0;0;0;2,86334954045670e+39;-2,53089138241042e+39;TRUE;Minimized
3;1;0;1;0;0,00;1,666666666666667;0;0;0;7,80893228215531e-01;-7,80863736266123e-01;TRUE;Minimized
3;1;0;1;0;0,00;2,222222222222222;0;0;0;1,30744413048059e+40;-2,08774149525278e+39;TRUE;Minimized
3;1;0;1;0;0,00;2,777777777777778;0;0;1;1,09985157093233e+00;-1,09985140097868e+00;TRUE;Minimized
3;1;0;1;0;0,00;3,333333333333333;0;0;0;9,86492740761147e+28;-7,44573697066934e+28;TRUE;Minimized
3;1;0;1;0;0,00;3,888888888888889;0;0;0;1,53032733816155e+40;-6,42879303552605e+39;TRUE;Minimized
3;1;0;1;0;0,00;4,444444444444445;0;0;1;8,45355516745111e+39;-5,81594427443994e+39;TRUE;Minimized
3;1;0;1;0;0,00;5,000000000000000;0;0;1;6,03861277479226e+36;-3,94374075298871e+36;TRUE;Minimized
3;1;0;1;0;0,25;0,000000000000000;0;0;0;9,44093725113966e+36;-8,20518830968676e+36;TRUE;Minimized
3;1;0;1;0;0,25;0,555555555555556;0;0;1;8,68278302470827e-01;-8,00634523589207e-01;TRUE;Minimized
3;1;0;1;0;0,25;1,111111111111111;0;0;1;6,51211907466813e+42;-6,32963717619990e+42;TRUE;Minimized
3;1;0;1;0;0,25;1,666666666666667;0;0;1;1,61864983578657e+00;-1,61864983568365e+00;TRUE;Minimized
3;1;0;1;0;0,25;2,222222222222222;0;0;1;1,71260109711610e+14;-1,30162201306154e+14;TRUE;Minimized
3;1;0;1;0;0,25;2,777777777777778;0;0;0;2,35364541032378e+41;-2,03788507834880e+41;TRUE;Minimized
3;1;0;1;0;0,25;3,333333333333333;0;0;0;5,85475668021450e+39;-5,83815843535571e+39;TRUE;Minimized
3;1;0;1;0;0,25;3,888888888888889;0;0;1;2,96941140011605e+39;-2,36093965935049e+39;TRUE;Minimized
3;1;0;1;0;0,25;4,444444444444445;0;0;0;8,60008176050427e+00;-8,60008176016270e+00;TRUE;Minimized
3;1;0;1;0;0,25;5,000000000000000;0;0;0;2,94291339916791e+35;-5,12046952155380e+34;TRUE;Minimized
3;1;0;1;0;0,50;0,000000000000000;0;0;0;4,60442608118286e+39;-4,52312359981779e+39;TRUE;Minimized
3;1;0;1;0;0,50;0,555555555555556;0;0;0;1,27750268123084e+00;-1,27750266659535e+00;TRUE;Minimized
3;1;0;1;0;0,50;1,111111111111111;0;0;0;3,00499707109054e+37;-6,44397381139858e+36;TRUE;Minimized
3;1;0;1;0;0,50;1,666666666666667;0;0;1;5,15825919751186e+37;-5,07626384937110e+37;TRUE;Minimized
3;1;0;1;0;0,50;2,222222222222222;0;0;0;6,71882224137963e+37;-3,34009865958273e+37;TRUE;Minimized
3;1;0;1;0;0,50;2,777777777777778;0;0;0;5,52511639418663e+41;-4,94632816604092e+41;TRUE;Minimized
3;1;0;1;0;0,50;3,333333333333333;0;0;1;1,63516696486093e+41;-9,94762353015720e+40;TRUE;Minimized
3;1;0;1;0;0,50;3,888888888888889;0;0;0;1,80424171149125e+40;-1,45110085983249e+40;TRUE;Minimized
3;1;0;1;0;0,50;4,444444444444445;0;0;1;2,08446352257796e+00;-2,08446351260142e+00;TRUE;Minimized
3;1;0;1;0;0,50;5,000000000000000;0;0;1;3,03048432842954e+37;-1,07053367652472e+37;TRUE;Minimized
3;1;0;1;0;0,00;0,000000000000000;0;0;1;1,00000000000000e+00;-1,00000000000000e+00;TRUE;Minimized
3;1;0;1;0;0,00;0,555555555555556;0;0;1;1,26065340775798e+00;-1,26065339627378e+00;TRUE;Minimized
3;1;0;1;0;0,00;1,111111111111111;0;0;1;2,04489610878447e+00;-2,04489610703232e+00;TRUE;Minimized
3;1;0;1;0;0,00;1,666666666666667;0;0;1;9,75671270750348e+34;-2,48204439805296e+34;TRUE;Minimized
3;1;0;1;0;0,00;2,222222222222222;0;0;1;2,42872136945661e+38;-2,34900847809947e+38;TRUE;Minimized
3;1;0;1;0;0,00;2,777777777777778;0;0;1;1,57977778800496e+41;-9,13149637837393e+40;TRUE;Minimized
3;1;0;1;0;0,00;3,333333333333333;0;0;1;1,16757693523974e+00;2,78026069565759e-01;FALSE;Minimized
3;1;0;1;0;0,00;3,888888888888889;0;0;0;2,69803942447106e+38;-1,18069281897679e+38;TRUE;Minimized
3;1;0;1;0;0,00;4,444444444444445;0;0;0;8,12100052382234e+37;-4,12704060046582e+37;TRUE;Minimized
3;1;0;1;0;0,00;5,000000000000000;0;0;0;8,97161990208156e+35;-4,50122681237351e+35;TRUE;Minimized
3;1;0;1;0;0,25;0,000000000000000;0;0;0;9,44093725113966e+36;-8,20518830968676e+36;TRUE;Minimized
3;1;0;1;0;0,25;0,555555555555556;0;0;1;1,26942549665121e+00;-1,26938758894102e+00;TRUE;Minimized
3;1;0;1;0;0,25;1,111111111111111;0;0;0;6,05053630255449e+42;-5,03921334933700e+42;TRUE;Minimized
3;1;0;1;0;0,25;1,666666666666667;0;0;0;8,79029417323349e-01;1,30066407107342e-01;FALSE;Minimized
3;1;0;1;0;0,25;2,222222222222222;0;0;0;6,02179173527979e+26;-1,44605835535657e+26;TRUE;Minimized
3;1;0;1;0;0,25;2,777777777777778;0;0;1;1,38703885352511e+43;-8,33106941371271e+42;TRUE;Minimized
3;1;0;1;0;0,25;3,333333333333333;0;0;1;1,00989253645170e+00;-1,00989248880070e+00;TRUE;Minimized
3;1;0;1;0;0,25;3,888888888888889;0;0;0;1,77303719673661e+42;-1,55478425013802e+42;TRUE;Minimized
3;1;0;1;0;0,25;4,444444444444445;0;0;0;2,02770587712844e+42;-1,51122401943835e+42;TRUE;Minimized
3;1;0;1;0;0,25;5,000000000000000;0;0;0;6,33537743865149e+35;-9,43584924543132e+34;TRUE;Minimized
3;1;0;1;0;0,50;0,000000000000000;0;0;0;4,60442608118286e+39;-4,52312359981779e+39;TRUE;Minimized
3;1;0;1;0;0,50;0,555555555555556;0;0;1;1,21145164061228e+00;-1,21145163785011e+00;TRUE;Minimized
3;1;0;1;0;0,50;1,111111111111111;0;0;1;4,15565242298883e+04;-1,40257378419017e+04;TRUE;Minimized
3;1;0;1;0;0,50;1,666666666666667;0;0;0;8,93435475837924e-01;-8,93425357839440e-01;TRUE;Minimized
3;1;0;1;0;0,50;2,222222222222222;0;0;0;5,80544755434934e+40;-4,49257512819496e+40;TRUE;Minimized
3;1;0;1;0;0,50;2,777777777777778;0;0;1;1,24093185298808e+43;-2,49543028635107e+42;TRUE;Minimized
3;1;0;1;0;0,50;3,333333333333333;0;0;0;4,22040821628365e+35;-2,59244714811839e+35;TRUE;Minimized
3;1;0;1;0;0,50;3,888888888888889;0;0;1;1,26209237201635e+41;-1,24344449861757e+41;TRUE;Minimized
3;1;0;1;0;0,50;4,444444444444445;0;0;0;7,02197427203131e-01;1,15037408269593e+00;FALSE;Minimized
3;1;0;1;0;0,50;5,000000000000000;0;0;0;1,84891164199340e+39;-1,39225306148002e+39;TRUE;Minimized
3;1;0;1;0;0,00;0,000000000000000;0;0;1;1,00000000000000e+00;-1,00000000000000e+00;TRUE;Minimized
3;1;0;1;0;0,00;0,555555555555556;0;0;1;1,64993270253180e+00;-1,64993270230374e+00;TRUE;Minimized
3;1;0;1;0;0,00;1,111111111111111;0;0;1;9,44610519806942e-01;-7,15569571905937e-01;TRUE;Minimized
3;1;0;1;0;0,00;1,666666666666667;0;0;0;7,29620832636403e+39;-5,81800530345271e+38;TRUE;Minimized
3;1;0;1;0;0,00;2,222222222222222;0;0;0;3,02436095081911e-01;-3,02365183863884e-01;TRUE;Minimized
3;1;0;1;0;0,00;2,777777777777778;0;0;1;2,90440946827959e+39;-2,17445970043115e+39;TRUE;Minimized
3;1;0;1;0;0,00;3,333333333333333;0;0;1;1,01957479617426e+00;-1,01957468199931e+00;TRUE;Minimized
3;1;0;1;0;0,00;3,888888888888889;0;0;0;4,21513369399217e+39;-3,28613076312163e+39;TRUE;Minimized
3;1;0;1;0;0,00;4,444444444444445;0;0;1;6,52825345786469e+42;-5,96645244694525e+42;TRUE;Minimized
3;1;0;1;0;0,00;5,000000000000000;0;0;1;2,71430303930583e+00;-2,71430303649741e+00;TRUE;Minimized
3;1;0;1;0;0,25;0,000000000000000;0;0;0;9,44093725113966e+36;-8,20518830968676e+36;TRUE;Minimized
3;1;0;1;0;0,25;0,555555555555556;0;0;1;1,21515090424370e+00;-1,21515089465022e+00;TRUE;Minimized
3;1;0;1;0;0,25;1,111111111111111;0;0;1;1,05515501702356e+00;-1,05515501599244e+00;TRUE;Minimized
3;1;0;1;0;0,25;1,666666666666667;0;0;1;4,02462574250114e+41;-2,64501639011910e+41;TRUE;Minimized
3;1;0;1;0;0,25;2,222222222222222;0;0;1;1,05366897189694e+37;-1,93473327151970e+36;TRUE;Minimized
3;1;0;1;0;0,25;2,777777777777778;0;0;0;2,85582191269052e-01;-2,85582187835745e-01;TRUE;Minimized
3;1;0;1;0;0,25;3,333333333333333;0;0;0;2,14078137433959e+39;-2,14038772398192e+39;TRUE;Minimized
3;1;0;1;0;0,25;3,888888888888889;0;0;0;9,94517703229456e-01;-9,94517669082238e-01;TRUE;Minimized
3;1;0;1;0;0,25;4,444444444444445;0;0;0;1,21046629754121e+42;-1,01740850907090e+41;TRUE;Minimized
3;1;0;1;0;0,25;5,000000000000000;0;0;0;2,23306925089704e+36;-9,11640337250010e+35;TRUE;Minimized
3;1;0;1;0;0,50;0,000000000000000;0;0;0;4,60442608118286e+39;-4,52312359981779e+39;TRUE;Minimized
3;1;0;1;0;0,50;0,555555555555556;0;0;0;1,04663015586818e+41;-1,01564026095666e+41;TRUE;Minimized
3;1;0;1;0;0,50;1,111111111111111;0;0;0;1,01815405336180e+40;-6,92800924627635e+39;TRUE;Minimized
3;1;0;1;0;0,50;1,666666666666667;0;0;1;3,69470889059065e+41;-3,52667045234113e+41;TRUE;Minimized
3;1;0;1;0;0,50;2,222222222222222;0;0;0;4,13239084757979e+39;-2,17399642489244e+39;TRUE;Minimized
3;1;0;1;0;0,50;2,777777777777778;0;0;0;5,56372509241298e+37;-4,77236131294452e+37;TRUE;Minimized
3;1;0;1;0;0,50;3,333333333333333;0;0;1;1,10864842841582e+00;-1,10864842392493e+00;TRUE;Minimized
3;1;0;1;0;0,50;3,888888888888889;0;0;0;3,78662710239453e+33;-1,63345336111114e+33;TRUE;Minimized
3;1;0;1;0;0,50;4,444444444444445;0;0;0;8,76252659436329e+40;-4,76636863518958e+40;TRUE;Minimized
3;1;0;1;0;0,50;5,000000000000000;0;0;0;7,38738116526032e+38;-6,43478751038326e+38;TRUE;Minimized
3;1;0;1;0;0,00;0,000000000000000;0;0;1;1,00000000000000e+00;-1,00000000000000e+00;TRUE;Minimized
3;1;0;1;0;0,00;0,555555555555556;0;0;0;1,96619492119550e+32;-9,42825591415857e+31;TRUE;Minimized
3;1;0;1;0;0,00;1,111111111111111;0;0;1;2,18501359310347e+00;-2,18501359002611e+00;TRUE;Minimized
3;1;0;1;0;0,00;1,666666666666667;0;0;0;7,63555929712267e+38;-5,55465759138681e+38;TRUE;Minimized
3;1;0;1;0;0,00;2,222222222222222;0;0;1;3,28122256139732e+38;-2,26148436066257e+38;TRUE;Minimized
3;1;0;1;0;0,00;2,777777777777778;0;0;0;1,56229907183085e+38;-1,50896002688088e+38;TRUE;Minimized
3;1;0;1;0;0,00;3,333333333333333;0;0;1;7,09661177222133e-01;-7,09619145103677e-01;TRUE;Minimized
3;1;0;1;0;0,00;3,888888888888889;0;0;1;6,09104481345592e+43;-4,00098811566267e+43;TRUE;Minimized
3;1;0;1;0;0,00;4,444444444444445;0;0;1;3,39211608760922e+39;-1,22867599016741e+39;TRUE;Minimized
3;1;0;1;0;0,00;5,000000000000000;0;0;1;1,45946221448051e+41;-7,72038710760066e+40;TRUE;Minimized
3;1;0;1;0;0,25;0,000000000000000;0;0;0;9,44093725113966e+36;-8,20518830968676e+36;TRUE;Minimized
3;1;0;1;0;0,25;0,555555555555556;0;0;0;8,75811128182922e-01;-6,93637097406173e-01;TRUE;Minimized
3;1;0;1;0;0,25;1,111111111111111;0;0;0;3,75392001637187e+38;-2,80916715158248e+37;TRUE;Minimized
3;1;0;1;0;0,25;1,666666666666667;0;0;1;5,79919448995700e-01;-1,02353420813278e-01;TRUE;Minimized
3;1;0;1;0;0,25;2,222222222222222;0;0;1;2,10877174831511e+41;-1,96247486803482e+41;TRUE;Minimized
3;1;0;1;0;0,25;2,777777777777778;0;0;0;7,17790673342662e+39;-7,13481647889604e+39;TRUE;Minimized
3;1;0;1;0;0,25;3,333333333333333;0;0;1;1,10236519597878e+00;-1,10236515993252e+00;TRUE;Minimized
3;1;0;1;0;0,25;3,888888888888889;0;0;1;9,58041507545344e+24;-1,03232229879182e+24;TRUE;Minimized
3;1;0;1;0;0,25;4,444444444444445;0;0;1;4,51722680860478e+40;-4,30625956423971e+40;TRUE;Minimized
3;1;0;1;0;0,25;5,000000000000000;0;0;0;1,13621283275633e+41;-1,10801849727645e+41;TRUE;Minimized
3;1;0;1;0;0,50;0,000000000000000;0;0;0;4,60442608118286e+39;-4,52312359981779e+39;TRUE;Minimized
3;1;0;1;0;0,50;0,555555555555556;0;0;0;9,84815649919471e+40;-9,62625951238186e+40;TRUE;Minimized
3;1;0;1;0;0,50;1,111111111111111;0;0;0;1,50241163986286e+00;-1,50241163322355e+00;TRUE;Minimized
3;1;0;1;0;0,50;1,666666666666667;0;0;0;9,00973791234605e-01;-7,70292115637287e-01;TRUE;Minimized
3;1;0;1;0;0,50;2,222222222222222;0;0;1;5,89814086198209e+39;-4,66268137150045e+39;TRUE;Minimized
3;1;0;1;0;0,50;2,777777777777778;0;0;1;3,08752432656710e+00;-3,08752432624282e+00;TRUE;Minimized
3;1;0;1;0;0,50;3,333333333333333;0;0;0;6,80496950089775e+30;-1,07210864377560e+30;TRUE;Minimized
3;1;0;1;0;0,50;3,888888888888889;0;0;0;4,03855224990512e+41;-3,57609674221408e+41;TRUE;Minimized
3;1;0;1;0;0,50;4,444444444444445;0;0;0;6,51324687863599e+35;-2,51654241656289e+35;TRUE;Minimized
3;1;0;1;0;0,50;5,000000000000000;0;0;1;2,25075895495868e+24;-4,74564756820129e+23;TRUE;Minimized
3;1;0;1;0;0,00;0,000000000000000;0;0;1;1,00000000000000e+00;-1,00000000000000e+00;TRUE;Minimized
3;1;0;1;0;0,00;0,555555555555556;0;0;1;1,33724528643384e+00;-1,21001741200385e+00;TRUE;Minimized
3;1;0;1;0;0,00;1,111111111111111;0;0;0;1,27358828088870e+24;-4,40525382256998e+22;TRUE;Minimized
3;1;0;1;0;0,00;1,666666666666667;0;0;0;3,11418160128656e+38;-2,50780357028186e+38;TRUE;Minimized
3;1;0;1;0;0,00;2,222222222222222;0;0;0;1,14747017674561e+41;-7,63925289742071e+40;TRUE;Minimized
