S;MuR;SigmaR;MuD;SigmaD;MuA;SigmaA;RhoA;b;Coexist;TargetAbd;Eigenvalue;Stable;Type
3;1;0;1;0;0,00;3,333333333333333;0;0;0;1,65571154390656e+39;-1,63294067171339e+38;TRUE;Minimized
3;1;0;1;0;0,00;3,888888888888889;0;0;1;3,82421011691546e+00;-3,82421011619469e+00;TRUE;Minimized
3;1;0;1;0;0,00;4,444444444444445;0;0;1;6,11013833910170e+37;-3,10075005087270e+37;TRUE;Minimized
3;1;0;1;0;0,00;5,000000000000000;0;0;1;7,64216093705942e+00;-7,64216092669519e+00;TRUE;Minimized
3;1;0;1;0;0,25;0,000000000000000;0;0;0;9,44093725113966e+36;-8,20518830968676e+36;TRUE;Minimized
3;1;0;1;0;0,25;0,555555555555556;0;0;1;1,10656550351357e+00;-1,10656547761224e+00;TRUE;Minimized
3;1;0;1;0;0,25;1,111111111111111;0;0;0;9,95518195631652e+41;-8,23824362319670e+41;TRUE;Minimized
3;1;0;1;0;0,25;1,666666666666667;0;0;1;6,06998843216821e+40;-5,68626430517838e+40;TRUE;Minimized
3;1;0;1;0;0,25;2,222222222222222;0;0;0;1,51647948552593e+00;-1,51647896238737e+00;TRUE;Minimized
3;1;0;1;0;0,25;2,777777777777778;0;0;1;8,42292758795344e-01;-3,05976017615337e-01;TRUE;Minimized
3;1;0;1;0;0,25;3,333333333333333;0;0;1;7,97852489637706e+42;-5,07316998209675e+42;TRUE;Minimized
3;1;0;1;0;0,25;3,888888888888889;0;0;1;2,39340719378373e+00;-2,39340717756834e+00;TRUE;Minimized
3;1;0;1;0;0,25;4,444444444444445;0;0;1;2,35265550526374e+41;-1,04486561659640e+41;TRUE;Minimized
3;1;0;1;0;0,25;5,000000000000000;0;0;0;1,08947574753383e+00;-1,08947573642218e+00;TRUE;Minimized
3;1;0;1;0;0,50;0,000000000000000;0;0;0;4,60442608118286e+39;-4,52312359981779e+39;TRUE;Minimized
3;1;0;1;0;0,50;0,555555555555556;0;0;1;1,03593108872631e+00;-1,03593108872032e+00;TRUE;Minimized
3;1;0;1;0;0,50;1,111111111111111;0;0;0;5,72836475086197e+40;-2,53382023624259e+40;TRUE;Minimized
3;1;0;1;0;0,50;1,666666666666667;0;0;1;3,59775674648788e+38;-2,82804260339033e+38;TRUE;Minimized
3;1;0;1;0;0,50;2,222222222222222;0;0;1;1,59337447568623e+36;-2,07372318081829e+35;TRUE;Minimized
3;1;0;1;0;0,50;2,777777777777778;0;0;0;9,03932670912138e+42;-6,16153636284886e+42;TRUE;Minimized
3;1;0;1;0;0,50;3,333333333333333;0;0;0;-2,40941467824946e-01;2,40941471428034e-01;FALSE;Minimized
3;1;0;1;0;0,50;3,888888888888889;0;0;1;6,83973736279574e-01;-6,83959926285659e-01;TRUE;Minimized
3;1;0;1;0;0,50;4,444444444444445;0;0;1;5,46632574165513e+35;-5,25828235274016e+35;TRUE;Minimized
3;1;0;1;0;0,50;5,000000000000000;0;0;0;1,25574322224681e+39;-1,21028670052113e+39;TRUE;Minimized
3;1;0;1;0;0,00;0,000000000000000;0;0;1;1,00000000000000e+00;-1,00000000000000e+00;TRUE;Minimized
3;1;0;1;0;0,00;0,555555555555556;0;0;1;1,27022999639131e+00;-1,27022921638802e+00;TRUE;Minimized
3;1;0;1;0;0,00;1,111111111111111;0;0;1;9,47146217155102e-01;-6,84728766754306e-01;TRUE;Minimized
3;1;0;1;0;0,00;1,666666666666667;0;0;0;1,66654880970843e+41;-1,27430825124029e+41;TRUE;Minimized
3;1;0;1;0;0,00;2,222222222222222;0;0;1;1,53975600072318e+41;-1,24962011456145e+41;TRUE;Minimized
3;1;0;1;0;0,00;2,777777777777778;0;0;0;4,93526172658275e-01;-4,93526114697864e-01;TRUE;Minimized
3;1;0;1;0;0,00;3,333333333333333;0;0;0;1,02920436839372e+00;-3,82044543816870e-01;TRUE;Minimized
3;1;0;1;0;0,00;3,888888888888889;0;0;1;4,62281508616159e-01;-4,62163409124485e-01;TRUE;Minimized
3;1;0;1;0;0,00;4,444444444444445;0;0;1;1,21611441987938e+00;-1,21611439855200e+00;TRUE;Minimized
3;1;0;1;0;0,00;5,000000000000000;0;0;0;9,50372236367494e+41;-9,36518366291885e+41;TRUE;Minimized
3;1;0;1;0;0,25;0,000000000000000;0;0;0;9,44093725113966e+36;-8,20518830968676e+36;TRUE;Minimized
3;1;0;1;0;0,25;0,555555555555556;0;0;1;1,72838098209974e+00;-1,72838095978633e+00;TRUE;Minimized
3;1;0;1;0;0,25;1,111111111111111;0;0;1;2,53477827716772e+35;-1,15373242129382e+35;TRUE;Minimized
3;1;0;1;0;0,25;1,666666666666667;0;0;0;4,48061173873154e+37;-4,32645338903863e+37;TRUE;Minimized
3;1;0;1;0;0,25;2,222222222222222;0;0;1;1,65206950330881e+41;-7,67032817511658e+40;TRUE;Minimized
3;1;0;1;0;0,25;2,777777777777778;0;0;1;3,38439145627938e+41;-2,12699471884242e+41;TRUE;Minimized
3;1;0;1;0;0,25;3,333333333333333;0;0;1;1,64512593633716e+40;-1,52508189801741e+40;TRUE;Minimized
3;1;0;1;0;0,25;3,888888888888889;0;0;1;2,49928967623752e+00;-2,49928967523113e+00;TRUE;Minimized
3;1;0;1;0;0,25;4,444444444444445;0;0;0;6,55902669854022e+36;-5,40082226925374e+36;TRUE;Minimized
3;1;0;1;0;0,25;5,000000000000000;0;0;1;1,03555396127548e+00;-1,03473439303527e+00;TRUE;Minimized
3;1;0;1;0;0,50;0,000000000000000;0;0;0;4,60442608118286e+39;-4,52312359981779e+39;TRUE;Minimized
3;1;0;1;0;0,50;0,555555555555556;0;0;0;1,52435570402515e+00;-8,06955328373069e-01;TRUE;Minimized
3;1;0;1;0;0,50;1,111111111111111;0;0;0;4,87618990223793e+40;-2,73335871761597e+40;TRUE;Minimized
3;1;0;1;0;0,50;1,666666666666667;0;0;0;1,33108729075744e+39;-2,87223228219068e+38;TRUE;Minimized
3;1;0;1;0;0,50;2,222222222222222;0;0;1;8,30364190992080e+40;-7,64450679223710e+40;TRUE;Minimized
3;1;0;1;0;0,50;2,777777777777778;0;0;1;2,63541604949652e+00;-2,63541604178200e+00;TRUE;Minimized
3;1;0;1;0;0,50;3,333333333333333;0;0;0;1,27848786665694e+38;-8,84247073794616e+36;TRUE;Minimized
3;1;0;1;0;0,50;3,888888888888889;0;0;1;1,35859951897572e+36;-1,33826960157853e+36;TRUE;Minimized
3;1;0;1;0;0,50;4,444444444444445;0;0;1;2,73612490209072e+39;-7,14686332418751e+38;TRUE;Minimized
3;1;0;1;0;0,50;5,000000000000000;0;0;1;1,66633820451470e+00;-1,66627999260376e+00;TRUE;Minimized
3;1;0;1;0;0,00;0,000000000000000;0;0;1;1,00000000000000e+00;-1,00000000000000e+00;TRUE;Minimized
3;1;0;1;0;0,00;0,555555555555556;0;0;1;2,19778759062455e+00;-2,19778754809117e+00;TRUE;Minimized
3;1;0;1;0;0,00;1,111111111111111;0;0;0;1,15492353694270e+41;-4,64974400362069e+40;TRUE;Minimized
3;1;0;1;0;0,00;1,666666666666667;0;0;1;2,12378050974736e+00;-2,12378050942878e+00;TRUE;Minimized
3;1;0;1;0;0,00;2,222222222222222;0;0;0;2,20006623061229e+40;-2,06129806473922e+40;TRUE;Minimized
3;1;0;1;0;0,00;2,777777777777778;0;0;0;9,57003078547975e+26;-4,00043630397227e+26;TRUE;Minimized
3;1;0;1;0;0,00;3,333333333333333;0;0;1;2,11790316875894e+40;-6,62315990441508e+39;TRUE;Minimized
3;1;0;1;0;0,00;3,888888888888889;0;0;1;1,37451223726940e+24;-1,25449702337424e+24;TRUE;Minimized
3;1;0;1;0;0,00;4,444444444444445;0;0;1;1,74741357050762e+40;-1,08401266157485e+40;TRUE;Minimized
3;1;0;1;0;0,00;5,000000000000000;0;0;1;1,41566910162206e+39;-1,15147479950321e+39;TRUE;Minimized
3;1;0;1;0;0,25;0,000000000000000;0;0;0;9,44093725113966e+36;-8,20518830968676e+36;TRUE;Minimized
3;1;0;1;0;0,25;0,555555555555556;0;0;1;3,28301946613225e+42;-1,17248901539279e+42;TRUE;Minimized
3;1;0;1;0;0,25;1,111111111111111;0;0;0;2,46989480775216e+00;-2,46989479659609e+00;TRUE;Minimized
3;1;0;1;0;0,25;1,666666666666667;0;0;1;3,56160286198189e+22;-9,47669834676878e+21;TRUE;Minimized
3;1;0;1;0;0,25;2,222222222222222;0;0;0;7,03542598971958e-01;-7,03542597511620e-01;TRUE;Minimized
3;1;0;1;0;0,25;2,777777777777778;0;0;1;2,82926194956949e+40;-2,57853723245260e+40;TRUE;Minimized
3;1;0;1;0;0,25;3,333333333333333;0;0;0;8,35573256589893e-01;-8,35558678421337e-01;TRUE;Minimized
3;1;0;1;0;0,25;3,888888888888889;0;0;0;1,35059932290404e+43;-1,09435879296226e+43;TRUE;Minimized
3;1;0;1;0;0,25;4,444444444444445;0;0;1;1,01444764227409e+40;-5,09295106320552e+39;TRUE;Minimized
3;1;0;1;0;0,25;5,000000000000000;0;0;1;1,28035450303439e+37;-2,29046009684859e+36;TRUE;Minimized
3;1;0;1;0;0,50;0,000000000000000;0;0;0;4,60442608118286e+39;-4,52312359981779e+39;TRUE;Minimized
3;1;0;1;0;0,50;0,555555555555556;0;0;0;4,05562330676215e+39;-1,52465990278293e+38;TRUE;Minimized
3;1;0;1;0;0,50;1,111111111111111;0;0;1;1,77465747873693e+00;-1,77465747857946e+00;TRUE;Minimized
3;1;0;1;0;0,50;1,666666666666667;0;0;1;1,52953296696677e+00;-5,82983350724454e-01;TRUE;Minimized
3;1;0;1;0;0,50;2,222222222222222;0;0;0;2,37962934796523e+38;-1,56633536432357e+38;TRUE;Minimized
3;1;0;1;0;0,50;2,777777777777778;0;0;1;1,84146248269932e+00;-1,84146246116294e+00;TRUE;Minimized
3;1;0;1;0;0,50;3,333333333333333;0;0;0;4,73146083083905e+40;-3,21765518894661e+40;TRUE;Minimized
3;1;0;1;0;0,50;3,888888888888889;0;0;1;1,31461395645370e+00;-1,31461394338341e+00;TRUE;Minimized
3;1;0;1;0;0,50;4,444444444444445;0;0;1;4,15477342110658e+13;-2,03269993534109e+13;TRUE;Minimized
3;1;0;1;0;0,50;5,000000000000000;0;0;0;1,66042300578032e+43;-7,08184760547151e+42;TRUE;Minimized
3;1;0;1;0;0,00;0,000000000000000;0;0;1;1,00000000000000e+00;-1,00000000000000e+00;TRUE;Minimized
3;1;0;1;0;0,00;0,555555555555556;0;0;1;1,51654153504906e+42;-7,34249912295554e+41;TRUE;Minimized
3;1;0;1;0;0,00;1,111111111111111;0;0;0;3,01566050669844e+41;-7,85941772863889e+40;TRUE;Minimized
3;1;0;1;0;0,00;1,666666666666667;0;0;1;1,58488146592924e+01;-5,95417548641001e-01;TRUE;Minimized
3;1;0;1;0;0,00;2,222222222222222;0;0;0;1,07803407854405e+35;-9,32414860011555e+34;TRUE;Minimized
3;1;0;1;0;0,00;2,777777777777778;0;0;1;3,35592783196852e+32;-1,55121452543882e+32;TRUE;Minimized
3;1;0;1;0;0,00;3,333333333333333;0;0;1;2,05451924131948e+26;-4,26423421342921e+25;TRUE;Minimized
3;1;0;1;0;0,00;3,888888888888889;0;0;1;3,87800338004898e+41;-3,71522556564565e+41;TRUE;Minimized
3;1;0;1;0;0,00;4,444444444444445;0;0;0;1,33222365121340e+00;-1,33145908440477e+00;TRUE;Minimized
3;1;0;1;0;0,00;5,000000000000000;0;0;1;1,75146305374274e+00;-1,75146302467688e+00;TRUE;Minimized
3;1;0;1;0;0,25;0,000000000000000;0;0;0;9,44093725113966e+36;-8,20518830968676e+36;TRUE;Minimized
3;1;0;1;0;0,25;0,555555555555556;0;0;1;9,00552855118284e-01;-9,00552853124861e-01;TRUE;Minimized
3;1;0;1;0;0,25;1,111111111111111;0;0;0;1,18899174333114e+38;-1,10004527519636e+38;TRUE;Minimized
3;1;0;1;0;0,25;1,666666666666667;0;0;0;1,55813942188714e+41;-1,54636441644102e+41;TRUE;Minimized
3;1;0;1;0;0,25;2,222222222222222;0;0;1;1,77866142854020e+41;-8,06354877460174e+40;TRUE;Minimized
3;1;0;1;0;0,25;2,777777777777778;0;0;1;3,01289789287234e+37;-1,86077729259354e+37;TRUE;Minimized
3;1;0;1;0;0,25;3,333333333333333;0;0;0;4,17328387516013e+00;-4,17328269874554e+00;TRUE;Minimized
3;1;0;1;0;0,25;3,888888888888889;0;0;1;1,48820444305912e+00;-1,48820437643161e+00;TRUE;Minimized
3;1;0;1;0;0,25;4,444444444444445;0;0;0;7,67277994490701e+34;-2,60964726707727e+34;TRUE;Minimized
3;1;0;1;0;0,25;5,000000000000000;0;0;1;2,08767074466406e+36;-9,56805843452993e+35;TRUE;Minimized
3;1;0;1;0;0,50;0,000000000000000;0;0;0;4,60442608118286e+39;-4,52312359981779e+39;TRUE;Minimized
3;1;0;1;0;0,50;0,555555555555556;0;0;1;1,36816022518579e+00;-1,36816022479654e+00;TRUE;Minimized
3;1;0;1;0;0,50;1,111111111111111;0;0;1;1,46476990278747e+00;-1,46476990241799e+00;TRUE;Minimized
3;1;0;1;0;0,50;1,666666666666667;0;0;1;2,95631766482568e+41;-2,68837051892349e+41;TRUE;Minimized
3;1;0;1;0;0,50;2,222222222222222;0;0;0;1,35909465877074e+33;-1,01635398774348e+33;TRUE;Minimized
3;1;0;1;0;0,50;2,777777777777778;0;0;1;1,10130159793390e+38;-5,24160710530328e+37;TRUE;Minimized
3;1;0;1;0;0,50;3,333333333333333;0;0;0;1,12244411145795e+42;-5,58379237435044e+41;TRUE;Minimized
3;1;0;1;0;0,50;3,888888888888889;0;0;1;9,20566753739904e+39;-8,23104778474570e+39;TRUE;Minimized
3;1;0;1;0;0,50;4,444444444444445;0;0;0;3,82690308079888e+36;-3,79341221626385e+36;TRUE;Minimized
3;1;0;1;0;0,50;5,000000000000000;0;0;0;9,24058495565094e+20;-8,77153126495846e+20;TRUE;Minimized
3;1;0;1;0;0,00;0,000000000000000;0;0;1;1,00000000000000e+00;-1,00000000000000e+00;TRUE;Minimized
3;1;0;1;0;0,00;0,555555555555556;0;0;1;2,20197936511580e+00;-1,16828836775129e+00;TRUE;Minimized
3;1;0;1;0;0,00;1,111111111111111;0;0;0;3,24051207651494e+40;-2,54001467227964e+40;TRUE;Minimized
3;1;0;1;0;0,00;1,666666666666667;0;0;1;1,20362565674578e+40;-1,08964122961812e+40;TRUE;Minimized
3;1;0;1;0;0,00;2,222222222222222;0;0;1;2,14669867795976e+35;-1,42202395188434e+35;TRUE;Minimized
3;1;0;1;0;0,00;2,777777777777778;0;0;0;2,59247894397690e+42;-1,03100367326221e+42;TRUE;Minimized
3;1;0;1;0;0,00;3,333333333333333;0;0;0;8,69767787547450e-01;-8,69767786866797e-01;TRUE;Minimized
3;1;0;1;0;0,00;3,888888888888889;0;0;0;4,05748459543035e+39;-2,17131589895495e+39;TRUE;Minimized
3;1;0;1;0;0,00;4,444444444444445;0;0;0;5,32849751134672e+39;-4,79103585352651e+39;TRUE;Minimized
3;1;0;1;0;0,00;5,000000000000000;0;0;0;3,84104096270366e+39;-1,82928220779633e+39;TRUE;Minimized
3;1;0;1;0;0,25;0,000000000000000;0;0;0;9,44093725113966e+36;-8,20518830968676e+36;TRUE;Minimized
3;1;0;1;0;0,25;0,555555555555556;0;0;1;1,66495257116869e+00;-1,66495237320882e+00;TRUE;Minimized
3;1;0;1;0;0,25;1,111111111111111;0;0;0;4,19759635410478e+40;-3,22669215260848e+40;TRUE;Minimized
3;1;0;1;0;0,25;1,666666666666667;0;0;0;2,60075074783762e+40;-2,10537021415809e+40;TRUE;Minimized
3;1;0;1;0;0,25;2,222222222222222;0;0;1;6,09104481345594e+43;-4,05478222387883e+43;TRUE;Minimized
3;1;0;1;0;0,25;2,777777777777778;0;0;0;2,43290753406893e+39;-4,85756836735415e+38;TRUE;Minimized
3;1;0;1;0;0,25;3,333333333333333;0;0;1;1,50030093222351e+41;-3,63175271866786e+40;TRUE;Minimized
3;1;0;1;0;0,25;3,888888888888889;0;0;1;6,91371833392134e-01;-6,91371761531775e-01;TRUE;Minimized
3;1;0;1;0;0,25;4,444444444444445;0;0;0;3,42760008714500e+39;-2,10226950438133e+39;TRUE;Minimized
3;1;0;1;0;0,25;5,000000000000000;0;0;1;2,55779723320995e+34;-9,98702039626264e+33;TRUE;Minimized
3;1;0;1;0;0,50;0,000000000000000;0;0;0;4,60442608118286e+39;-4,52312359981779e+39;TRUE;Minimized
3;1;0;1;0;0,50;0,555555555555556;0;0;1;9,81038918158322e-01;-9,81038918085862e-01;TRUE;Minimized
3;1;0;1;0;0,50;1,111111111111111;0;0;0;7,95534351650101e-01;-2,31636225763474e-01;TRUE;Minimized
3;1;0;1;0;0,50;1,666666666666667;0;0;1;1,03437418969357e+00;-1,03437416246564e+00;TRUE;Minimized
3;1;0;1;0;0,50;2,222222222222222;0;0;0;8,88069784230135e-01;-8,88069779800352e-01;TRUE;Minimized
3;1;0;1;0;0,50;2,777777777777778;0;0;0;2,87986125882106e-01;-2,87986117284349e-01;TRUE;Minimized
3;1;0;1;0;0,50;3,333333333333333;0;0;0;3,35479603505974e+41;-1,30981858406331e+41;TRUE;Minimized
3;1;0;1;0;0,50;3,888888888888889;0;0;1;1,63491875161882e+39;-1,49623472370493e+39;TRUE;Minimized
3;1;0;1;0;0,50;4,444444444444445;0;0;0;1,52927138452934e+42;-1,34628503820507e+42;TRUE;Minimized
3;1;0;1;0;0,50;5,000000000000000;0;0;0;2,64456552140057e+43;-2,50192683731213e+43;TRUE;Minimized
3;1;0;1;0;0,00;0,000000000000000;0;0;1;1,00000000000000e+00;-1,00000000000000e+00;TRUE;Minimized
3;1;0;1;0;0,00;0,555555555555556;0;0;1;8,89532764180018e+39;-3,86284918573667e+39;TRUE;Minimized
3;1;0;1;0;0,00;1,111111111111111;0;0;1;1,11272916360688e+00;-1,11272916343412e+00;TRUE;Minimized
3;1;0;1;0;0,00;1,666666666666667;0;0;1;1,44221401287098e+00;-1,44221401271007e+00;TRUE;Minimized
3;1;0;1;0;0,00;2,222222222222222;0;0;1;1,01433781408568e+36;-9,50768439881898e+35;TRUE;Minimized
3;1;0;1;0;0,00;2,777777777777778;0;0;1;1,41054712675885e+00;-1,41054712532338e+00;TRUE;Minimized
3;1;0;1;0;0,00;3,333333333333333;0;0;0;1,01935157952873e+00;-1,01935142653832e+00;TRUE;Minimized
3;1;0;1;0;0,00;3,888888888888889;0;0;1;1,03025535744053e+32;-2,25923165845401e+31;TRUE;Minimized
3;1;0;1;0;0,00;4,444444444444445;0;0;1;4,96773506458625e+43;-3,11980364242405e+43;TRUE;Minimized
3;1;0;1;0;0,00;5,000000000000000;0;0;1;6,69991461198610e-01;-6,69991459702614e-01;TRUE;Minimized
3;1;0;1;0;0,25;0,000000000000000;0;0;0;9,44093725113966e+36;-8,20518830968676e+36;TRUE;Minimized
3;1;0;1;0;0,25;0,555555555555556;0;0;1;1,16423136414231e+00;-1,16423136251292e+00;TRUE;Minimized
3;1;0;1;0;0,25;1,111111111111111;0;0;0;1,14351068355590e+36;-4,29555208811154e+35;TRUE;Minimized
3;1;0;1;0;0,25;1,666666666666667;0;0;0;6,41087472848053e+39;-9,16186327819963e+38;TRUE;Minimized
3;1;0;1;0;0,25;2,222222222222222;0;0;1;1,04149641953213e+00;-1,04149641116068e+00;TRUE;Minimized
3;1;0;1;0;0,25;2,777777777777778;0;0;0;3,39918412807040e+00;-3,39911588613915e+00;TRUE;Minimized
3;1;0;1;0;0,25;3,333333333333333;0;0;0;8,10101984191102e-01;-8,10099420762405e-01;TRUE;Minimized
3;1;0;1;0;0,25;3,888888888888889;0;0;1;1,24589361667483e+39;-1,14379154243827e+39;TRUE;Minimized
3;1;0;1;0;0,25;4,444444444444445;0;0;0;1,32542471513193e+00;-1,32542471315096e+00;TRUE;Minimized
3;1;0;1;0;0,25;5,000000000000000;0;0;0;1,57162092851054e+26;-3,02882534050804e+25;TRUE;Minimized
3;1;0;1;0;0,50;0,000000000000000;0;0;0;4,60442608118286e+39;-4,52312359981779e+39;TRUE;Minimized
3;1;0;1;0;0,50;0,555555555555556;0;0;0;1,30219365970572e+00;-1,30219365954755e+00;TRUE;Minimized
3;1;0;1;0;0,50;1,111111111111111;0;0;1;1,22655632948875e+00;-1,22655502176917e+00;TRUE;Minimized
3;1;0;1;0;0,50;1,666666666666667;0;0;1;7,34557833950550e+00;-7,34557815913518e+00;TRUE;Minimized
3;1;0;1;0;0,50;2,222222222222222;0;0;1;4,93015020989903e-01;-4,93014984049683e-01;TRUE;Minimized
3;1;0;1;0;0,50;2,777777777777778;0;0;0;2,27999970157615e+34;-4,58428421289241e+33;TRUE;Minimized
3;1;0;1;0;0,50;3,333333333333333;0;0;0;8,14513267863395e-01;-8,14512429192941e-01;TRUE;Minimized
3;1;0;1;0;0,50;3,888888888888889;0;0;1;2,39799536266300e+35;-1,72624584169780e+35;TRUE;Minimized
3;1;0;1;0;0,50;4,444444444444445;0;0;1;1,04133619931130e+43;-9,85414905289566e+42;TRUE;Minimized
3;1;0;1;0;0,50;5,000000000000000;0;0;0;3,40954569670435e+35;-3,10791234175227e+34;TRUE;Minimized
3;1;0;1;0;0,00;0,000000000000000;0;0;1;1,00000000000000e+00;-1,00000000000000e+00;TRUE;Minimized
3;1;0;1;0;0,00;0,555555555555556;0;0;1;1,72893025012451e+42;-7,06145096738587e+41;TRUE;Minimized
3;1;0;1;0;0,00;1,111111111111111;0;0;0;6,87076557592191e-01;-6,87076552749100e-01;TRUE;Minimized
3;1;0;1;0;0,00;1,666666666666667;0;0;1;3,01125656290878e+41;-1,98859148869739e+41;TRUE;Minimized
3;1;0;1;0;0,00;2,222222222222222;0;0;0;5,88549451803617e+41;-4,97500861941061e+41;TRUE;Minimized
3;1;0;1;0;0,00;2,777777777777778;0;0;1;1,12394742710959e+00;-1,12393661492513e+00;TRUE;Minimized
3;1;0;1;0;0,00;3,333333333333333;0;0;1;1,92172427815799e+28;-1,27832081129739e+28;TRUE;Minimized
3;1;0;1;0;0,00;3,888888888888889;0;0;1;9,42351182216573e-01;-9,42350884218502e-01;TRUE;Minimized
3;1;0;1;0;0,00;4,444444444444445;0;0;1;1,14624522796156e+39;-5,84619336526781e+38;TRUE;Minimized
3;1;0;1;0;0,00;5,000000000000000;0;0;1;2,63840604482064e+40;-9,25159115005333e+39;TRUE;Minimized
3;1;0;1;0;0,25;0,000000000000000;0;0;0;9,44093725113966e+36;-8,20518830968676e+36;TRUE;Minimized
3;1;0;1;0;0,25;0,555555555555556;0;0;0;8,21230386039275e-01;-8,21229692706272e-01;TRUE;Minimized
3;1;0;1;0;0,25;1,111111111111111;0;0;1;1,06584000425254e+00;-1,06576518105559e+00;TRUE;Minimized
3;1;0;1;0;0,25;1,666666666666667;0;0;1;3,07710732428391e+41;-4,92303832832441e+40;TRUE;Minimized
3;1;0;1;0;0,25;2,222222222222222;0;0;1;4,97274838163715e+18;-3,28000751409379e+18;TRUE;Minimized
3;1;0;1;0;0,25;2,777777777777778;0;0;0;7,76771016548565e+40;-7,26882993779185e+40;TRUE;Minimized
3;1;0;1;0;0,25;3,333333333333333;0;0;0;9,22464691549534e-01;-9,22463657948297e-01;TRUE;Minimized
3;1;0;1;0;0,25;3,888888888888889;0;0;0;2,28597486252927e+40;-1,56373590419910e+40;TRUE;Minimized
3;1;0;1;0;0,25;4,444444444444445;0;0;0;2,48758121522446e+39;-2,39345559661357e+39;TRUE;Minimized
3;1;0;1;0;0,25;5,000000000000000;0;0;0;4,53050311615394e+41;-3,62796423534140e+41;TRUE;Minimized
3;1;0;1;0;0,50;0,000000000000000;0;0;0;4,60442608118286e+39;-4,52312359981779e+39;TRUE;Minimized
3;1;0;1;0;0,50;0,555555555555556;0;0;0;1,97264718945931e+38;-1,79959221569946e+37;TRUE;Minimized
3;1;0;1;0;0,50;1,111111111111111;0;0;1;3,10957009931586e+00;-3,10957009502462e+00;TRUE;Minimized
3;1;0;1;0;0,50;1,666666666666667;0;0;0;4,22819924854998e+39;-4,19791077884684e+39;TRUE;Minimized
3;1;0;1;0;0,50;2,222222222222222;0;0;0;1,51405400689396e+41;-1,08607682770881e+41;TRUE;Minimized
3;1;0;1;0;0,50;2,777777777777778;0;0;1;1,18875977793830e+00;-1,18875973671275e+00;TRUE;Minimized
3;1;0;1;0;0,50;3,333333333333333;0;0;0;2,10201671585487e+33;-6,81795344324742e+31;TRUE;Minimized
3;1;0;1;0;0,50;3,888888888888889;0;0;0;-1,64919781246028e-03;1,64920442176531e-03;FALSE;Minimized
3;1;0;1;0;0,50;4,444444444444445;0;0;1;1,03278446420528e+39;-6,31871657741595e+38;TRUE;Minimized
3;1;0;1;0;0,50;5,000000000000000;0;0;1;7,21047167783750e-01;3,02399328656383e-02;FALSE;Minimized
3;1;0;1;0;0,00;0,000000000000000;0;0;1;1,00000000000000e+00;-1,00000000000000e+00;TRUE;Minimized
3;1;0;1;0;0,00;0,555555555555556;0;0;1;1,01388879943479e+00;-1,01388878817805e+00;TRUE;Minimized
3;1;0;1;0;0,00;1,111111111111111;0;0;1;7,11628521233754e-01;-2,48873383725439e-01;TRUE;Minimized
3;1;0;1;0;0,00;1,666666666666667;0;0;1;4,08165129845465e+34;-3,03878437874035e+34;TRUE;Minimized
3;1;0;1;0;0,00;2,222222222222222;0;0;1;9,73228912891734e-01;-9,73228662829335e-01;TRUE;Minimized
3;1;0;1;0;0,00;2,777777777777778;0;0;1;4,01428531238517e+38;-3,89576249437493e+38;TRUE;Minimized
3;1;0;1;0;0,00;3,333333333333333;0;0;0;8,28575511114515e+36;-2,33764737319424e+36;TRUE;Minimized
3;1;0;1;0;0,00;3,888888888888889;0;0;0;3,17232476833029e+41;-3,03166174804359e+41;TRUE;Minimized
3;1;0;1;0;0,00;4,444444444444445;0;0;1;2,73748087865888e+33;-8,75571715431541e+32;TRUE;Minimized
3;1;0;1;0;0,00;5,000000000000000;0;0;1;7,59215183897273e+40;-2,75032308475724e+40;TRUE;Minimized
3;1;0;1;0;0,25;0,000000000000000;0;0;0;9,44093725113966e+36;-8,20518830968676e+36;TRUE;Minimized
3;1;0;1;0;0,25;0,555555555555556;0;0;1;1,16629139123134e+00;-1,16629138997002e+00;TRUE;Minimized
3;1;0;1;0;0,25;1,111111111111111;0;0;0;1,10092836627188e+35;-9,46294999143205e+34;TRUE;Minimized
3;1;0;1;0;0,25;1,666666666666667;0;0;1;1,61207545765738e+42;-8,10219991778486e+41;TRUE;Minimized
3;1;0;1;0;0,25;2,222222222222222;0;0;0;5,20508817328913e-01;-5,20505509136704e-01;TRUE;Minimized
3;1;0;1;0;0,25;2,777777777777778;0;0;1;8,50925332537256e+39;-7,71366479106605e+38;TRUE;Minimized
3;1;0;1;0;0,25;3,333333333333333;0;0;1;1,85317910302078e+43;-1,50216281765972e+43;TRUE;Minimized
3;1;0;1;0;0,25;3,888888888888889;0;0;0;7,64467453399109e-01;6,85293049269995e-01;FALSE;Minimized
3;1;0;1;0;0,25;4,444444444444445;0;0;0;1,52912266020487e-01;-1,52912118255228e-01;TRUE;Minimized
3;1;0;1;0;0,25;5,000000000000000;0;0;0;5,64983658463791e+38;-5,28637854796715e+38;TRUE;Minimized
3;1;0;1;0;0,50;0,000000000000000;0;0;0;4,60442608118286e+39;-4,52312359981779e+39;TRUE;Minimized
3;1;0;1;0;0,50;0,555555555555556;0;0;0;8,36201288784219e-01;-8,36201280634885e-01;TRUE;Minimized
3;1;0;1;0;0,50;1,111111111111111;0;0;0;1,15285754296026e+00;-1,15285754255000e+00;TRUE;Minimized
3;1;0;1;0;0,50;1,666666666666667;0;0;0;5,08560607219383e+37;-2,74244138717760e+37;TRUE;Minimized
